trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,2,4,5,G,B,5,4,B,G,I would choose slot machine G.,0,0,0.0,0.1
1,3,6,7,E,C,7,6,C,E,I would choose slot machine E.,0,0,0.0,1.0
2,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,0.0,0.0
3,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,0.0,-1.0
4,0,0,1,F,D,0,1,F,D,I would choose slot machine F.,0,1,-1.0,0.0
5,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,0.0,1.0
6,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,1.0,0.0
7,2,4,5,G,B,4,5,G,B,I would choose slot machine B.,1,0,0.0,0.0
8,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,0.0,0.0
9,1,2,3,H,A,2,3,H,A,I would choose slot machine H.,0,1,-0.1,-0.1
10,2,4,5,G,B,4,5,G,B,I would choose slot machine G.,0,1,0.0,0.1
11,2,4,5,G,B,4,5,G,B,I would choose slot machine G.,0,1,0.1,0.1
12,1,2,3,H,A,3,2,A,H,I would choose slot machine H.,0,0,-0.1,0.0
13,2,4,5,G,B,5,4,B,G,I would choose slot machine G.,0,0,0.0,0.1
14,2,4,5,G,B,4,5,G,B,I would choose slot machine B.,1,0,0.0,0.1
15,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,1.0,1.0
16,0,0,1,F,D,0,1,F,D,I would choose slot machine F.,0,1,-1.0,-1.0
17,1,2,3,H,A,3,2,A,H,I would choose slot machine A.,1,1,-0.1,0.0
18,0,0,1,F,D,0,1,F,D,I would choose slot machine F.,0,1,-1.0,-1.0
19,1,2,3,H,A,3,2,A,H,I would choose slot machine A.,1,1,0.0,-0.1
20,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,0.0,1.0
21,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,0.0,0.0
22,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,-1.0,0.0
23,2,4,5,G,B,5,4,B,G,I would choose slot machine B.,1,1,0.0,0.1
24,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,0.0,1.0
25,2,4,5,G,B,4,5,G,B,I would choose slot machine G.,0,1,0.0,0.0
26,1,2,3,H,A,2,3,H,A,I would choose slot machine H.,0,1,-0.1,-0.1
27,0,0,1,F,D,0,1,F,D,I would choose slot machine F.,0,1,-1.0,0.0
28,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,-1.0,0.0
29,1,2,3,H,A,3,2,A,H,I would choose slot machine A.,1,1,-0.1,0.0
30,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,0.0,0.0
31,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,0.0,1.0
32,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,0.0,1.0
33,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,0.0,1.0
34,2,4,5,G,B,4,5,G,B,I would choose slot machine G.,0,1,0.1,0.1
35,2,4,5,G,B,4,5,G,B,I would choose slot machine G.,0,1,0.0,0.1
36,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,1.0,1.0
37,1,2,3,H,A,3,2,A,H,I would choose slot machine A.,1,1,-0.1,0.0
38,0,0,1,F,D,0,1,F,D,I would choose slot machine F.,0,1,-1.0,0.0
39,1,2,3,H,A,3,2,A,H,I would choose slot machine A.,1,1,0.0,0.0
40,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,-1.0,0.0
41,2,4,5,G,B,5,4,B,G,I would choose slot machine B.,1,1,0.0,0.0
42,2,4,5,G,B,4,5,G,B,I would choose slot machine G.,0,1,0.1,0.1
43,1,2,3,H,A,2,3,H,A,I would choose slot machine H.,0,1,-0.1,0.0
44,0,0,1,F,D,0,1,F,D,I would choose slot machine F.,0,1,-1.0,0.0
45,1,2,3,H,A,3,2,A,H,I would choose slot machine A.,1,1,0.0,0.0
46,1,2,3,H,A,2,3,H,A,I would choose slot machine H.,0,1,-0.1,0.0
47,1,2,3,H,A,3,2,A,H,I would choose slot machine A.,1,1,-0.1,0.0
0,99,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,0.0,0.0
1,99,0,2,F,H,2,0,H,F,I would choose slot machine F.,0,0,0.0,0.0
2,99,0,3,F,A,3,0,A,F,I would choose slot machine F.,0,0,0.0,0.0
3,99,0,4,F,G,0,4,F,G,I would choose slot machine F.,0,1,0.0,0.0
4,99,0,5,F,B,0,5,F,B,I would choose slot machine F.,0,1,0.0,0.0
5,99,0,6,F,E,0,6,F,E,I would choose slot machine F.,0,1,0.0,0.0
6,99,0,7,F,C,0,7,F,C,I would choose slot machine C.,1,0,0.0,0.0
7,99,1,2,D,H,1,2,D,H,I would choose slot machine D.,0,1,0.0,0.0
8,99,1,3,D,A,3,1,A,D,I would choose slot machine D.,0,0,0.0,0.0
9,99,1,4,D,G,4,1,G,D,I would choose slot machine G.,1,1,0.0,0.0
10,99,1,5,D,B,1,5,D,B,I would choose slot machine D.,0,1,0.0,0.0
11,99,1,6,D,E,6,1,E,D,I would choose slot machine E.,1,1,0.0,0.0
12,99,1,7,D,C,1,7,D,C,I would choose slot machine C.,1,0,0.0,0.0
13,99,2,3,H,A,2,3,H,A,I would choose slot machine A.,1,0,0.0,0.0
14,99,2,4,H,G,2,4,H,G,I would choose slot machine G.,1,0,0.0,0.0
15,99,2,5,H,B,5,2,B,H,I would choose slot machine B.,1,1,0.0,0.0
16,99,2,6,H,E,2,6,H,E,I would choose slot machine E.,1,0,0.0,0.0
17,99,2,7,H,C,2,7,H,C,I would choose slot machine C.,1,0,0.0,0.0
18,99,3,4,A,G,3,4,A,G,I would choose slot machine A.,0,1,0.0,0.0
19,99,3,5,A,B,3,5,A,B,I would choose slot machine B.,1,0,0.0,0.0
20,99,3,6,A,E,6,3,E,A,I would choose slot machine E.,1,1,0.0,0.0
21,99,3,7,A,C,3,7,A,C,I would choose slot machine C.,1,0,0.0,0.0
22,99,4,5,G,B,4,5,G,B,I would choose slot machine G.,0,1,0.0,0.0
23,99,4,6,G,E,6,4,E,G,I would choose slot machine E.,1,1,0.0,0.0
24,99,4,7,G,C,4,7,G,C,I would choose slot machine C.,1,0,0.0,0.0
25,99,5,6,B,E,5,6,B,E,I would choose slot machine E.,1,0,0.0,0.0
26,99,5,7,B,C,7,5,C,B,I would choose slot machine C.,1,1,0.0,0.0
27,99,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,0.0,0.0
