trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,H,E,7,6,E,H,I would choose slot machine E.,1,1,0.0,1.0
1,2,4,5,G,B,5,4,B,G,I would choose slot machine B.,1,1,0.0,0.0
2,3,6,7,H,E,6,7,H,E,I would choose slot machine E.,1,0,0.0,1.0
3,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,-1.0,0.0
4,0,0,1,F,D,1,0,D,F,I would choose slot machine F.,0,0,-1.0,0.0
5,2,4,5,G,B,4,5,G,B,I would choose slot machine B.,1,0,0.1,0.0
6,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,-0.1,0.0
7,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,-1.0,0.0
8,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,-1.0,0.0
9,1,2,3,C,A,2,3,C,A,I would choose slot machine A.,1,0,-0.1,0.0
10,1,2,3,C,A,2,3,C,A,I would choose slot machine A.,1,0,-0.1,-0.1
11,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,-1.0,-1.0
12,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,-1.0,0.0
13,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,-0.1,-0.1
14,3,6,7,H,E,6,7,H,E,I would choose slot machine E.,1,0,0.0,1.0
15,2,4,5,G,B,5,4,B,G,I would choose slot machine G.,0,0,0.0,0.1
16,2,4,5,G,B,4,5,G,B,I would choose slot machine B.,1,0,0.1,0.1
17,3,6,7,H,E,7,6,E,H,I would choose slot machine E.,1,1,1.0,0.0
18,2,4,5,G,B,5,4,B,G,I would choose slot machine B.,1,1,0.0,0.1
19,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,-1.0,-1.0
20,2,4,5,G,B,5,4,B,G,I would choose slot machine B.,1,1,0.0,0.1
21,1,2,3,C,A,3,2,A,C,I would choose slot machine C.,0,0,0.0,0.0
22,2,4,5,G,B,5,4,B,G,I would choose slot machine B.,1,1,0.0,0.1
23,3,6,7,H,E,7,6,E,H,I would choose slot machine E.,1,1,1.0,0.0
24,3,6,7,H,E,6,7,H,E,I would choose slot machine H.,0,1,0.0,1.0
25,1,2,3,C,A,3,2,A,C,I would choose slot machine C.,0,0,-0.1,-0.1
