trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,B,C,0,1,B,C,I would choose slot machine C.,1,0,20.0,10.0
1,2,4,5,A,F,4,5,A,F,I would choose slot machine A.,0,1,28.0,27.0
2,3,6,7,E,G,6,7,E,G,I would choose slot machine E.,0,1,29.0,34.0
3,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,27.0,26.0
4,0,0,1,B,C,1,0,C,B,I would choose slot machine B.,0,0,20.0,25.0
5,0,0,1,B,C,0,1,B,C,I would choose slot machine B.,0,1,20.0,10.0
6,3,6,7,E,G,7,6,G,E,I would choose slot machine G.,1,1,44.0,34.0
7,1,2,3,D,H,3,2,H,D,I would choose slot machine D.,0,0,27.0,26.0
8,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,27.0,26.0
9,3,6,7,E,G,7,6,G,E,I would choose slot machine E.,0,0,44.0,34.0
10,0,0,1,B,C,1,0,C,B,I would choose slot machine B.,0,0,20.0,25.0
11,0,0,1,B,C,0,1,B,C,I would choose slot machine B.,0,1,20.0,25.0
12,3,6,7,E,G,6,7,E,G,I would choose slot machine G.,1,0,29.0,34.0
13,1,2,3,D,H,2,3,D,H,I would choose slot machine D.,0,1,27.0,26.0
14,0,0,1,B,C,1,0,C,B,I would choose slot machine C.,1,1,20.0,25.0
15,3,6,7,E,G,7,6,G,E,I would choose slot machine G.,1,1,29.0,34.0
16,1,2,3,D,H,2,3,D,H,I would choose slot machine D.,0,1,27.0,26.0
17,2,4,5,A,F,5,4,F,A,I would choose slot machine A.,0,0,28.0,27.0
18,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,27.0,26.0
19,1,2,3,D,H,2,3,D,H,I would choose slot machine D.,0,1,27.0,26.0
20,3,6,7,E,G,6,7,E,G,I would choose slot machine G.,1,0,29.0,34.0
21,2,4,5,A,F,4,5,A,F,I would choose slot machine F.,1,0,28.0,27.0
22,2,4,5,A,F,5,4,F,A,I would choose slot machine A.,0,0,28.0,27.0
23,3,6,7,E,G,6,7,E,G,I would choose slot machine E.,0,1,29.0,34.0
24,2,4,5,A,F,5,4,F,A,I would choose slot machine A.,0,0,28.0,27.0
25,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,27.0,26.0
26,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,12.0,26.0
27,0,0,1,B,C,1,0,C,B,I would choose slot machine C.,1,1,20.0,25.0
28,0,0,1,B,C,1,0,C,B,I would choose slot machine C.,1,1,20.0,25.0
29,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,27.0,26.0
30,2,4,5,A,F,4,5,A,F,I would choose slot machine F.,1,0,28.0,42.0
31,3,6,7,E,G,6,7,E,G,I would choose slot machine G.,1,0,29.0,34.0
32,2,4,5,A,F,5,4,F,A,I would choose slot machine F.,1,1,28.0,27.0
33,2,4,5,A,F,4,5,A,F,I would choose slot machine F.,1,0,28.0,27.0
34,0,0,1,B,C,0,1,B,C,I would choose slot machine B.,0,1,20.0,10.0
35,0,0,1,B,C,1,0,C,B,I would choose slot machine C.,1,1,20.0,25.0
36,3,6,7,E,G,7,6,G,E,I would choose slot machine G.,1,1,29.0,34.0
37,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,27.0,26.0
38,2,4,5,A,F,4,5,A,F,I would choose slot machine F.,1,0,28.0,27.0
39,1,2,3,D,H,2,3,D,H,I would choose slot machine D.,0,1,27.0,26.0
