trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,G,F,J,7,8,9,G,F,J,I would choose slot machine G.,0,1,12,52,84
1,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine C.,0,1,11,0,88
2,1,2,3,4,H,A,E,3,2,4,A,H,E,I would choose slot machine A.,0,1,15,28,48
3,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,15,0,51
4,1,2,3,4,H,A,E,2,3,4,H,A,E,I would choose slot machine E.,1,0,14,33,52
5,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,13,0,51
6,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine B.,1,0,14,0,87
7,2,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,15,0,85
8,1,2,3,4,H,A,E,4,2,3,E,H,A,I would choose slot machine E.,1,1,15,31,46
9,1,2,3,4,H,A,E,3,2,4,A,H,E,I would choose slot machine E.,1,0,17,33,49
10,0,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,13,0,51
11,1,2,3,4,H,A,E,2,3,4,H,A,E,I would choose slot machine E.,1,0,12,33,48
12,3,7,8,9,G,F,J,7,9,8,G,J,F,I would choose slot machine J.,1,0,13,48,83
13,3,7,8,9,G,F,J,8,9,7,F,J,G,I would choose slot machine J.,1,0,17,50,86
14,3,7,8,9,G,F,J,8,7,9,F,G,J,I would choose slot machine J.,1,0,17,49,83
15,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine B.,1,0,20,0,85
16,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine B.,1,0,12,0,85
17,1,2,3,4,H,A,E,4,3,2,E,A,H,I would choose slot machine E.,1,1,16,30,49
18,3,7,8,9,G,F,J,7,8,9,G,F,J,I would choose slot machine J.,1,0,14,54,86
19,0,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,13,0,50
20,1,2,3,4,H,A,E,4,3,2,E,A,H,I would choose slot machine E.,1,1,14,30,52
21,3,7,8,9,G,F,J,8,9,7,F,J,G,I would choose slot machine J.,1,0,12,51,84
22,1,2,3,4,H,A,E,3,4,2,A,E,H,I would choose slot machine E.,1,0,17,32,45
23,1,2,3,4,H,A,E,2,4,3,H,E,A,I would choose slot machine E.,1,0,15,31,49
24,3,7,8,9,G,F,J,9,8,7,J,F,G,I would choose slot machine J.,1,1,14,51,88
25,0,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,17,0,52
26,3,7,8,9,G,F,J,7,9,8,G,J,F,I would choose slot machine J.,1,0,13,48,88
27,3,7,8,9,G,F,J,8,7,9,F,G,J,I would choose slot machine J.,1,0,14,47,84
28,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine B.,1,0,11,0,86
29,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,12,0,49
30,1,2,3,4,H,A,E,4,3,2,E,A,H,I would choose slot machine E.,1,1,12,32,50
31,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,16,0,52
32,2,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,16,0,82
33,2,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,16,0,87
34,2,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,13,0,89
35,3,7,8,9,G,F,J,9,7,8,J,G,F,I would choose slot machine J.,1,1,11,48,85
36,2,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,9,0,88
37,0,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,12,0,48
38,0,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,15,0,53
39,3,7,8,9,G,F,J,9,8,7,J,F,G,I would choose slot machine J.,1,1,10,50,86
40,2,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,10,0,86
41,1,2,3,4,H,A,E,4,3,2,E,A,H,I would choose slot machine E.,1,1,13,32,51
42,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,15,0,53
43,1,2,3,4,H,A,E,4,2,3,E,H,A,I would choose slot machine E.,1,1,14,32,48
44,1,2,3,4,H,A,E,3,2,4,A,H,E,I would choose slot machine E.,1,0,13,34,50
45,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine B.,1,0,19,0,85
46,3,7,8,9,G,F,J,7,8,9,G,F,J,I would choose slot machine J.,1,0,13,48,86
47,3,7,8,9,G,F,J,7,9,8,G,J,F,I would choose slot machine J.,1,0,9,47,86
48,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,14,0,51
49,3,7,8,9,G,F,J,7,8,9,G,F,J,I would choose slot machine J.,1,0,13,50,86
50,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine B.,1,0,12,0,87
51,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,15,0,47
52,2,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,17,0,83
53,1,2,3,4,H,A,E,3,4,2,A,E,H,I would choose slot machine E.,1,0,11,31,51
54,2,5,-99,6,C,--,B,5,-99,6,C,--,B,I would choose slot machine B.,1,0,14,0,84
55,0,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,14,0,48
56,3,7,8,9,G,F,J,7,9,8,G,J,F,I would choose slot machine J.,1,0,11,47,88
57,1,2,3,4,H,A,E,2,4,3,H,E,A,I would choose slot machine E.,1,0,13,37,47
58,0,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,11,0,49
59,0,0,-99,1,D,--,I,1,-99,0,I,--,D,I would choose slot machine I.,1,1,14,0,50
0,99,0,-99,1,D,--,I,0,-99,1,D,--,I,I would choose slot machine I.,1,0,0,0,0
1,99,0,-99,2,D,--,H,2,-99,0,H,--,D,I would choose slot machine D.,0,0,0,0,0
2,99,0,-99,3,D,--,A,0,-99,3,D,--,A,I would choose slot machine A.,1,0,0,0,0
3,99,0,-99,4,D,--,E,0,-99,4,D,--,E,I would choose slot machine E.,1,0,0,0,0
4,99,0,-99,5,D,--,C,0,-99,5,D,--,C,I would choose slot machine D.,0,1,0,0,0
5,99,0,-99,6,D,--,B,6,-99,0,B,--,D,I would choose slot machine B.,1,1,0,0,0
6,99,0,-99,7,D,--,G,0,-99,7,D,--,G,I would choose slot machine D.,0,1,0,0,0
7,99,0,-99,8,D,--,F,8,-99,0,F,--,D,I would choose slot machine F.,1,1,0,0,0
8,99,0,-99,9,D,--,J,0,-99,9,D,--,J,I would choose slot machine J.,1,0,0,0,0
9,99,1,-99,2,I,--,H,2,-99,1,H,--,I,I would choose slot machine I.,0,0,0,0,0
10,99,1,-99,3,I,--,A,3,-99,1,A,--,I,I would choose slot machine I.,0,0,0,0,0
11,99,1,-99,4,I,--,E,4,-99,1,E,--,I,I would choose slot machine E.,1,1,0,0,0
12,99,1,-99,5,I,--,C,1,-99,5,I,--,C,I would choose slot machine I.,0,1,0,0,0
13,99,1,-99,6,I,--,B,1,-99,6,I,--,B,I would choose slot machine B.,1,0,0,0,0
14,99,1,-99,7,I,--,G,7,-99,1,G,--,I,I would choose slot machine I.,0,0,0,0,0
15,99,1,-99,8,I,--,F,1,-99,8,I,--,F,I would choose slot machine I.,0,1,0,0,0
16,99,1,-99,9,I,--,J,1,-99,9,I,--,J,I would choose slot machine J.,1,0,0,0,0
17,99,2,-99,3,H,--,A,3,-99,2,A,--,H,I would choose slot machine A.,1,1,0,0,0
18,99,2,-99,4,H,--,E,4,-99,2,E,--,H,I would choose slot machine E.,1,1,0,0,0
19,99,2,-99,5,H,--,C,2,-99,5,H,--,C,I would choose slot machine H.,0,1,0,0,0
20,99,2,-99,6,H,--,B,2,-99,6,H,--,B,I would choose slot machine B.,1,0,0,0,0
21,99,2,-99,7,H,--,G,7,-99,2,G,--,H,I would choose slot machine H.,0,0,0,0,0
22,99,2,-99,8,H,--,F,2,-99,8,H,--,F,I would choose slot machine F.,1,0,0,0,0
23,99,2,-99,9,H,--,J,9,-99,2,J,--,H,I would choose slot machine J.,1,1,0,0,0
24,99,3,-99,4,A,--,E,4,-99,3,E,--,A,I would choose slot machine E.,1,1,0,0,0
25,99,3,-99,5,A,--,C,3,-99,5,A,--,C,I would choose slot machine A.,0,1,0,0,0
26,99,3,-99,6,A,--,B,6,-99,3,B,--,A,I would choose slot machine B.,1,1,0,0,0
27,99,3,-99,7,A,--,G,7,-99,3,G,--,A,I would choose slot machine A.,0,0,0,0,0
28,99,3,-99,8,A,--,F,3,-99,8,A,--,F,I would choose slot machine F.,1,0,0,0,0
29,99,3,-99,9,A,--,J,3,-99,9,A,--,J,I would choose slot machine J.,1,0,0,0,0
30,99,4,-99,5,E,--,C,4,-99,5,E,--,C,I would choose slot machine E.,0,1,0,0,0
31,99,4,-99,6,E,--,B,6,-99,4,B,--,E,I would choose slot machine B.,1,1,0,0,0
32,99,4,-99,7,E,--,G,7,-99,4,G,--,E,I would choose slot machine E.,0,0,0,0,0
33,99,4,-99,8,E,--,F,8,-99,4,F,--,E,I would choose slot machine E.,0,0,0,0,0
34,99,4,-99,9,E,--,J,4,-99,9,E,--,J,I would choose slot machine J.,1,0,0,0,0
35,99,5,-99,6,C,--,B,6,-99,5,B,--,C,I would choose slot machine B.,1,1,0,0,0
36,99,5,-99,7,C,--,G,5,-99,7,C,--,G,I would choose slot machine C.,0,1,0,0,0
37,99,5,-99,8,C,--,F,5,-99,8,C,--,F,I would choose slot machine F.,1,0,0,0,0
38,99,5,-99,9,C,--,J,5,-99,9,C,--,J,I would choose slot machine J.,1,0,0,0,0
39,99,6,-99,7,B,--,G,6,-99,7,B,--,G,I would choose slot machine B.,0,1,0,0,0
40,99,6,-99,8,B,--,F,6,-99,8,B,--,F,I would choose slot machine B.,0,1,0,0,0
41,99,6,-99,9,B,--,J,6,-99,9,B,--,J,I would choose slot machine J.,1,0,0,0,0
42,99,7,-99,8,G,--,F,8,-99,7,F,--,G,I would choose slot machine F.,1,1,0,0,0
43,99,7,-99,9,G,--,J,9,-99,7,J,--,G,I would choose slot machine J.,1,1,0,0,0
44,99,8,-99,9,F,--,J,9,-99,8,J,--,F,I would choose slot machine J.,1,1,0,0,0
