trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,0,0,-99,1,G,--,J,0,-99,1,G,--,J,I would choose slot machine G.,0,1,12,0,52
1,0,0,-99,1,G,--,J,0,-99,1,G,--,J,I would choose slot machine J.,1,0,11,0,49
2,3,7,8,9,D,E,A,9,7,8,A,D,E,I would choose slot machine A.,1,1,12,48,85
3,0,0,-99,1,G,--,J,0,-99,1,G,--,J,I would choose slot machine J.,1,0,16,0,50
4,3,7,8,9,D,E,A,8,7,9,E,D,A,I would choose slot machine A.,1,0,14,48,85
5,0,0,-99,1,G,--,J,1,-99,0,J,--,G,I would choose slot machine J.,1,1,15,0,49
6,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,9,0,86
7,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,14,0,86
8,0,0,-99,1,G,--,J,0,-99,1,G,--,J,I would choose slot machine J.,1,0,12,0,52
9,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,15,0,90
10,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,10,0,85
11,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,14,0,86
12,3,7,8,9,D,E,A,7,8,9,D,E,A,I would choose slot machine A.,1,0,17,48,88
13,0,0,-99,1,G,--,J,0,-99,1,G,--,J,I would choose slot machine J.,1,0,12,0,47
14,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,18,0,86
15,1,2,3,4,F,B,I,3,2,4,B,F,I,I would choose slot machine I.,1,0,14,34,49
16,1,2,3,4,F,B,I,3,2,4,B,F,I,I would choose slot machine I.,1,0,15,31,51
17,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,10,0,82
18,3,7,8,9,D,E,A,7,9,8,D,A,E,I would choose slot machine A.,1,0,12,49,85
19,1,2,3,4,F,B,I,3,2,4,B,F,I,I would choose slot machine I.,1,0,20,28,50
20,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,12,0,88
21,3,7,8,9,D,E,A,9,7,8,A,D,E,I would choose slot machine A.,1,1,16,50,86
22,1,2,3,4,F,B,I,4,3,2,I,B,F,I would choose slot machine I.,1,1,10,32,46
23,1,2,3,4,F,B,I,2,4,3,F,I,B,I would choose slot machine I.,1,0,13,30,53
24,1,2,3,4,F,B,I,2,3,4,F,B,I,I would choose slot machine I.,1,0,16,33,51
25,1,2,3,4,F,B,I,3,2,4,B,F,I,I would choose slot machine I.,1,0,14,33,51
26,3,7,8,9,D,E,A,8,7,9,E,D,A,I would choose slot machine A.,1,0,14,51,85
27,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,15,0,83
28,1,2,3,4,F,B,I,3,2,4,B,F,I,I would choose slot machine I.,1,0,13,34,49
29,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,14,0,85
30,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,15,0,83
31,3,7,8,9,D,E,A,7,9,8,D,A,E,I would choose slot machine A.,1,0,13,50,86
32,0,0,-99,1,G,--,J,0,-99,1,G,--,J,I would choose slot machine J.,1,0,16,0,50
