trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine F.,0,1,12,0,52
1,3,7,8,9,B,I,A,8,7,9,I,B,A,I would choose slot machine I.,0,1,14,50,85
2,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,15,0,48
3,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,15,0,46
4,1,2,3,4,J,G,E,4,2,3,E,J,G,I would choose slot machine E.,1,1,12,33,46
5,3,7,8,9,B,I,A,7,8,9,B,I,A,I would choose slot machine A.,1,0,14,52,84
6,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,16,0,87
7,3,7,8,9,B,I,A,9,7,8,A,B,I,I would choose slot machine A.,1,1,15,48,85
8,2,5,-99,6,C,--,H,5,-99,6,C,--,H,I would choose slot machine H.,1,0,15,0,86
9,3,7,8,9,B,I,A,9,8,7,A,I,B,I would choose slot machine A.,1,1,16,47,84
10,1,2,3,4,J,G,E,2,4,3,J,E,G,I would choose slot machine E.,1,0,12,32,48
11,3,7,8,9,B,I,A,7,9,8,B,A,I,I would choose slot machine A.,1,0,12,50,90
12,3,7,8,9,B,I,A,9,7,8,A,B,I,I would choose slot machine A.,1,1,16,47,85
13,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,16,0,89
14,1,2,3,4,J,G,E,2,3,4,J,G,E,I would choose slot machine E.,1,0,13,32,48
15,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,12,0,84
16,3,7,8,9,B,I,A,8,7,9,I,B,A,I would choose slot machine A.,1,0,14,53,84
17,2,5,-99,6,C,--,H,5,-99,6,C,--,H,I would choose slot machine H.,1,0,15,0,86
18,3,7,8,9,B,I,A,7,8,9,B,I,A,I would choose slot machine A.,1,0,8,51,85
19,1,2,3,4,J,G,E,2,3,4,J,G,E,I would choose slot machine E.,1,0,10,33,48
20,2,5,-99,6,C,--,H,5,-99,6,C,--,H,I would choose slot machine H.,1,0,13,0,86
21,3,7,8,9,B,I,A,7,8,9,B,I,A,I would choose slot machine A.,1,0,11,51,86
22,1,2,3,4,J,G,E,4,2,3,E,J,G,I would choose slot machine E.,1,1,16,35,48
23,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,12,0,51
24,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,10,0,49
25,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,9,0,54
26,3,7,8,9,B,I,A,9,8,7,A,I,B,I would choose slot machine A.,1,1,13,50,85
27,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,15,0,48
28,2,5,-99,6,C,--,H,5,-99,6,C,--,H,I would choose slot machine H.,1,0,13,0,86
29,1,2,3,4,J,G,E,2,4,3,J,E,G,I would choose slot machine E.,1,0,13,33,51
30,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,14,0,84
31,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,14,0,84
32,1,2,3,4,J,G,E,4,3,2,E,G,J,I would choose slot machine E.,1,1,12,32,48
33,3,7,8,9,B,I,A,7,9,8,B,A,I,I would choose slot machine A.,1,0,12,47,87
34,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,16,0,49
35,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,14,0,50
36,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,15,0,52
37,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,12,0,85
38,1,2,3,4,J,G,E,3,4,2,G,E,J,I would choose slot machine E.,1,0,9,34,50
39,2,5,-99,6,C,--,H,5,-99,6,C,--,H,I would choose slot machine H.,1,0,13,0,86
40,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,12,0,52
41,1,2,3,4,J,G,E,3,4,2,G,E,J,I would choose slot machine E.,1,0,14,30,48
42,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,12,0,49
43,1,2,3,4,J,G,E,4,3,2,E,G,J,I would choose slot machine E.,1,1,15,37,46
44,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,13,0,48
45,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,16,0,50
46,1,2,3,4,J,G,E,3,4,2,G,E,J,I would choose slot machine E.,1,0,16,31,45
47,1,2,3,4,J,G,E,4,3,2,E,G,J,I would choose slot machine E.,1,1,12,34,49
48,1,2,3,4,J,G,E,2,4,3,J,E,G,I would choose slot machine E.,1,0,16,29,50
49,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,16,0,83
50,3,7,8,9,B,I,A,7,9,8,B,A,I,I would choose slot machine A.,1,0,12,54,84
51,3,7,8,9,B,I,A,7,8,9,B,I,A,I would choose slot machine A.,1,0,10,48,87
52,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,12,0,47
53,3,7,8,9,B,I,A,7,9,8,B,A,I,I would choose slot machine A.,1,0,12,49,82
54,2,5,-99,6,C,--,H,5,-99,6,C,--,H,I would choose slot machine H.,1,0,17,0,88
55,1,2,3,4,J,G,E,4,2,3,E,J,G,I would choose slot machine E.,1,1,10,33,48
56,3,7,8,9,B,I,A,8,9,7,I,A,B,I would choose slot machine A.,1,0,14,48,86
57,1,2,3,4,J,G,E,4,3,2,E,G,J,I would choose slot machine E.,1,1,13,31,47
58,2,5,-99,6,C,--,H,5,-99,6,C,--,H,I would choose slot machine H.,1,0,12,0,83
59,2,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,11,0,86
0,99,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,0,0,0
1,99,0,-99,2,F,--,J,2,-99,0,J,--,F,I would choose slot machine F.,0,0,0,0,0
2,99,0,-99,3,F,--,G,0,-99,3,F,--,G,I would choose slot machine G.,1,0,0,0,0
3,99,0,-99,4,F,--,E,4,-99,0,E,--,F,I would choose slot machine E.,1,1,0,0,0
4,99,0,-99,5,F,--,C,5,-99,0,C,--,F,I would choose slot machine F.,0,0,0,0,0
5,99,0,-99,6,F,--,H,0,-99,6,F,--,H,I would choose slot machine H.,1,0,0,0,0
6,99,0,-99,7,F,--,B,7,-99,0,B,--,F,I would choose slot machine F.,0,0,0,0,0
7,99,0,-99,8,F,--,I,0,-99,8,F,--,I,I would choose slot machine I.,1,0,0,0,0
8,99,0,-99,9,F,--,A,9,-99,0,A,--,F,I would choose slot machine A.,1,1,0,0,0
9,99,1,-99,2,D,--,J,1,-99,2,D,--,J,I would choose slot machine D.,0,1,0,0,0
10,99,1,-99,3,D,--,G,1,-99,3,D,--,G,I would choose slot machine D.,0,1,0,0,0
11,99,1,-99,4,D,--,E,1,-99,4,D,--,E,I would choose slot machine D.,0,1,0,0,0
12,99,1,-99,5,D,--,C,1,-99,5,D,--,C,I would choose slot machine D.,0,1,0,0,0
13,99,1,-99,6,D,--,H,6,-99,1,H,--,D,I would choose slot machine H.,1,1,0,0,0
14,99,1,-99,7,D,--,B,7,-99,1,B,--,D,I would choose slot machine D.,0,0,0,0,0
15,99,1,-99,8,D,--,I,1,-99,8,D,--,I,I would choose slot machine D.,0,1,0,0,0
16,99,1,-99,9,D,--,A,9,-99,1,A,--,D,I would choose slot machine A.,1,1,0,0,0
17,99,2,-99,3,J,--,G,3,-99,2,G,--,J,I would choose slot machine G.,1,1,0,0,0
18,99,2,-99,4,J,--,E,2,-99,4,J,--,E,I would choose slot machine E.,1,0,0,0,0
19,99,2,-99,5,J,--,C,5,-99,2,C,--,J,I would choose slot machine C.,1,1,0,0,0
20,99,2,-99,6,J,--,H,6,-99,2,H,--,J,I would choose slot machine H.,1,1,0,0,0
21,99,2,-99,7,J,--,B,7,-99,2,B,--,J,I would choose slot machine B.,1,1,0,0,0
22,99,2,-99,8,J,--,I,8,-99,2,I,--,J,I would choose slot machine I.,1,1,0,0,0
23,99,2,-99,9,J,--,A,9,-99,2,A,--,J,I would choose slot machine A.,1,1,0,0,0
24,99,3,-99,4,G,--,E,4,-99,3,E,--,G,I would choose slot machine E.,1,1,0,0,0
25,99,3,-99,5,G,--,C,3,-99,5,G,--,C,I would choose slot machine G.,0,1,0,0,0
26,99,3,-99,6,G,--,H,6,-99,3,H,--,G,I would choose slot machine H.,1,1,0,0,0
27,99,3,-99,7,G,--,B,7,-99,3,B,--,G,I would choose slot machine G.,0,0,0,0,0
28,99,3,-99,8,G,--,I,8,-99,3,I,--,G,I would choose slot machine I.,1,1,0,0,0
29,99,3,-99,9,G,--,A,9,-99,3,A,--,G,I would choose slot machine A.,1,1,0,0,0
30,99,4,-99,5,E,--,C,5,-99,4,C,--,E,I would choose slot machine E.,0,0,0,0,0
31,99,4,-99,6,E,--,H,4,-99,6,E,--,H,I would choose slot machine H.,1,0,0,0,0
32,99,4,-99,7,E,--,B,7,-99,4,B,--,E,I would choose slot machine E.,0,0,0,0,0
33,99,4,-99,8,E,--,I,4,-99,8,E,--,I,I would choose slot machine E.,0,1,0,0,0
34,99,4,-99,9,E,--,A,9,-99,4,A,--,E,I would choose slot machine A.,1,1,0,0,0
35,99,5,-99,6,C,--,H,6,-99,5,H,--,C,I would choose slot machine H.,1,1,0,0,0
36,99,5,-99,7,C,--,B,7,-99,5,B,--,C,I would choose slot machine C.,0,0,0,0,0
37,99,5,-99,8,C,--,I,5,-99,8,C,--,I,I would choose slot machine I.,1,0,0,0,0
38,99,5,-99,9,C,--,A,9,-99,5,A,--,C,I would choose slot machine A.,1,1,0,0,0
39,99,6,-99,7,H,--,B,7,-99,6,B,--,H,I would choose slot machine H.,0,0,0,0,0
40,99,6,-99,8,H,--,I,8,-99,6,I,--,H,I would choose slot machine H.,0,0,0,0,0
41,99,6,-99,9,H,--,A,9,-99,6,A,--,H,I would choose slot machine A.,1,1,0,0,0
42,99,7,-99,8,B,--,I,7,-99,8,B,--,I,I would choose slot machine I.,1,0,0,0,0
43,99,7,-99,9,B,--,A,7,-99,9,B,--,A,I would choose slot machine A.,1,0,0,0,0
44,99,8,-99,9,I,--,A,9,-99,8,A,--,I,I would choose slot machine A.,1,1,0,0,0
