trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine E.,0,1,11,0,83
1,1,2,3,4,B,H,D,4,2,3,D,B,H,I would choose slot machine D.,1,1,15,36,51
2,3,7,8,9,A,G,C,7,8,9,A,G,C,I would choose slot machine A.,0,1,13,47,84
3,3,7,8,9,A,G,C,7,9,8,A,C,G,I would choose slot machine C.,1,0,16,50,84
4,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine J.,0,1,13,0,49
5,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,12,0,85
6,1,2,3,4,B,H,D,3,2,4,H,B,D,I would choose slot machine D.,1,0,15,28,47
7,3,7,8,9,A,G,C,9,7,8,C,A,G,I would choose slot machine C.,1,1,15,52,82
8,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,13,0,87
9,0,0,-99,1,J,--,F,1,-99,0,F,--,J,I would choose slot machine F.,1,1,14,0,51
10,1,2,3,4,B,H,D,2,3,4,B,H,D,I would choose slot machine D.,1,0,15,32,51
11,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,12,0,48
12,1,2,3,4,B,H,D,2,4,3,B,D,H,I would choose slot machine D.,1,0,16,29,46
13,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,12,0,52
14,3,7,8,9,A,G,C,9,7,8,C,A,G,I would choose slot machine C.,1,1,13,50,85
15,1,2,3,4,B,H,D,3,2,4,H,B,D,I would choose slot machine D.,1,0,14,35,49
16,3,7,8,9,A,G,C,9,7,8,C,A,G,I would choose slot machine C.,1,1,14,48,85
17,1,2,3,4,B,H,D,4,3,2,D,H,B,I would choose slot machine D.,1,1,14,30,48
18,3,7,8,9,A,G,C,7,9,8,A,C,G,I would choose slot machine C.,1,0,10,49,85
19,1,2,3,4,B,H,D,2,4,3,B,D,H,I would choose slot machine D.,1,0,11,32,48
20,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,16,0,82
21,1,2,3,4,B,H,D,4,3,2,D,H,B,I would choose slot machine D.,1,1,14,32,51
22,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,11,0,52
23,1,2,3,4,B,H,D,4,3,2,D,H,B,I would choose slot machine D.,1,1,13,33,51
24,3,7,8,9,A,G,C,8,9,7,G,C,A,I would choose slot machine C.,1,0,15,50,89
25,2,5,-99,6,E,--,I,6,-99,5,I,--,E,I would choose slot machine I.,1,1,11,0,85
26,3,7,8,9,A,G,C,9,7,8,C,A,G,I would choose slot machine C.,1,1,13,48,87
27,3,7,8,9,A,G,C,8,9,7,G,C,A,I would choose slot machine C.,1,0,11,50,87
28,1,2,3,4,B,H,D,4,2,3,D,B,H,I would choose slot machine D.,1,1,14,28,49
29,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,10,0,49
30,1,2,3,4,B,H,D,4,2,3,D,B,H,I would choose slot machine D.,1,1,13,31,50
31,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,19,0,85
32,0,0,-99,1,J,--,F,1,-99,0,F,--,J,I would choose slot machine F.,1,1,11,0,50
33,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,12,0,52
34,0,0,-99,1,J,--,F,1,-99,0,F,--,J,I would choose slot machine F.,1,1,16,0,50
35,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,14,0,47
36,3,7,8,9,A,G,C,9,8,7,C,G,A,I would choose slot machine C.,1,1,13,52,86
37,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,12,0,47
38,0,0,-99,1,J,--,F,1,-99,0,F,--,J,I would choose slot machine F.,1,1,14,0,50
39,1,2,3,4,B,H,D,4,2,3,D,B,H,I would choose slot machine D.,1,1,12,28,48
40,3,7,8,9,A,G,C,8,9,7,G,C,A,I would choose slot machine C.,1,0,15,50,86
41,3,7,8,9,A,G,C,7,8,9,A,G,C,I would choose slot machine C.,1,0,13,53,87
42,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,14,0,85
43,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,14,0,85
44,1,2,3,4,B,H,D,4,3,2,D,H,B,I would choose slot machine D.,1,1,11,32,52
45,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,12,0,86
46,0,0,-99,1,J,--,F,0,-99,1,J,--,F,I would choose slot machine F.,1,0,14,0,50
47,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,13,0,85
48,2,5,-99,6,E,--,I,6,-99,5,I,--,E,I would choose slot machine I.,1,1,14,0,85
49,1,2,3,4,B,H,D,4,2,3,D,B,H,I would choose slot machine D.,1,1,16,29,50
50,3,7,8,9,A,G,C,7,9,8,A,C,G,I would choose slot machine C.,1,0,12,52,83
51,0,0,-99,1,J,--,F,1,-99,0,F,--,J,I would choose slot machine F.,1,1,15,0,49
52,2,5,-99,6,E,--,I,6,-99,5,I,--,E,I would choose slot machine I.,1,1,14,0,88
53,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,15,0,86
54,0,0,-99,1,J,--,F,1,-99,0,F,--,J,I would choose slot machine F.,1,1,13,0,52
55,3,7,8,9,A,G,C,7,8,9,A,G,C,I would choose slot machine C.,1,0,13,50,82
56,3,7,8,9,A,G,C,7,9,8,A,C,G,I would choose slot machine C.,1,0,12,48,85
57,2,5,-99,6,E,--,I,6,-99,5,I,--,E,I would choose slot machine I.,1,1,11,0,85
58,1,2,3,4,B,H,D,3,4,2,H,D,B,I would choose slot machine D.,1,0,13,31,52
59,2,5,-99,6,E,--,I,5,-99,6,E,--,I,I would choose slot machine I.,1,0,12,0,83
0,99,0,-99,1,J,--,F,1,-99,0,F,--,J,I would choose slot machine F.,1,1,0,0,0
1,99,0,-99,2,J,--,B,0,-99,2,J,--,B,I would choose slot machine J.,0,1,0,0,0
2,99,0,-99,3,J,--,H,0,-99,3,J,--,H,I would choose slot machine H.,1,0,0,0,0
3,99,0,-99,4,J,--,D,4,-99,0,D,--,J,I would choose slot machine D.,1,1,0,0,0
4,99,0,-99,5,J,--,E,5,-99,0,E,--,J,I would choose slot machine J.,0,0,0,0,0
5,99,0,-99,6,J,--,I,6,-99,0,I,--,J,I would choose slot machine I.,1,1,0,0,0
6,99,0,-99,7,J,--,A,0,-99,7,J,--,A,I would choose slot machine J.,0,1,0,0,0
7,99,0,-99,8,J,--,G,0,-99,8,J,--,G,I would choose slot machine G.,1,0,0,0,0
8,99,0,-99,9,J,--,C,0,-99,9,J,--,C,I would choose slot machine C.,1,0,0,0,0
9,99,1,-99,2,F,--,B,2,-99,1,B,--,F,I would choose slot machine F.,0,0,0,0,0
10,99,1,-99,3,F,--,H,3,-99,1,H,--,F,I would choose slot machine F.,0,0,0,0,0
11,99,1,-99,4,F,--,D,1,-99,4,F,--,D,I would choose slot machine F.,0,1,0,0,0
12,99,1,-99,5,F,--,E,1,-99,5,F,--,E,I would choose slot machine F.,0,1,0,0,0
13,99,1,-99,6,F,--,I,1,-99,6,F,--,I,I would choose slot machine I.,1,0,0,0,0
14,99,1,-99,7,F,--,A,7,-99,1,A,--,F,I would choose slot machine F.,0,0,0,0,0
15,99,1,-99,8,F,--,G,1,-99,8,F,--,G,I would choose slot machine F.,0,1,0,0,0
16,99,1,-99,9,F,--,C,1,-99,9,F,--,C,I would choose slot machine C.,1,0,0,0,0
17,99,2,-99,3,B,--,H,3,-99,2,H,--,B,I would choose slot machine H.,1,1,0,0,0
18,99,2,-99,4,B,--,D,2,-99,4,B,--,D,I would choose slot machine D.,1,0,0,0,0
19,99,2,-99,5,B,--,E,2,-99,5,B,--,E,I would choose slot machine E.,1,0,0,0,0
20,99,2,-99,6,B,--,I,2,-99,6,B,--,I,I would choose slot machine I.,1,0,0,0,0
21,99,2,-99,7,B,--,A,2,-99,7,B,--,A,I would choose slot machine B.,0,1,0,0,0
22,99,2,-99,8,B,--,G,2,-99,8,B,--,G,I would choose slot machine G.,1,0,0,0,0
23,99,2,-99,9,B,--,C,2,-99,9,B,--,C,I would choose slot machine C.,1,0,0,0,0
24,99,3,-99,4,H,--,D,3,-99,4,H,--,D,I would choose slot machine D.,1,0,0,0,0
25,99,3,-99,5,H,--,E,3,-99,5,H,--,E,I would choose slot machine H.,0,1,0,0,0
26,99,3,-99,6,H,--,I,3,-99,6,H,--,I,I would choose slot machine I.,1,0,0,0,0
27,99,3,-99,7,H,--,A,7,-99,3,A,--,H,I would choose slot machine H.,0,0,0,0,0
28,99,3,-99,8,H,--,G,3,-99,8,H,--,G,I would choose slot machine G.,1,0,0,0,0
29,99,3,-99,9,H,--,C,3,-99,9,H,--,C,I would choose slot machine C.,1,0,0,0,0
30,99,4,-99,5,D,--,E,5,-99,4,E,--,D,I would choose slot machine D.,0,0,0,0,0
31,99,4,-99,6,D,--,I,4,-99,6,D,--,I,I would choose slot machine I.,1,0,0,0,0
32,99,4,-99,7,D,--,A,7,-99,4,A,--,D,I would choose slot machine D.,0,0,0,0,0
33,99,4,-99,8,D,--,G,4,-99,8,D,--,G,I would choose slot machine D.,0,1,0,0,0
34,99,4,-99,9,D,--,C,9,-99,4,C,--,D,I would choose slot machine C.,1,1,0,0,0
35,99,5,-99,6,E,--,I,6,-99,5,I,--,E,I would choose slot machine I.,1,1,0,0,0
