trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,G,J,D,2,4,3,G,D,J,I would choose slot machine G.,0,1,14,29,49
1,1,2,3,4,G,J,D,3,2,4,J,G,D,I would choose slot machine D.,1,0,16,31,46
2,3,7,8,9,I,F,H,9,8,7,H,F,I,I would choose slot machine H.,1,1,14,47,86
3,0,0,-99,1,A,--,E,1,-99,0,E,--,A,I would choose slot machine E.,1,1,16,0,48
4,2,5,-99,6,B,--,C,6,-99,5,C,--,B,I would choose slot machine C.,1,1,14,0,88
5,2,5,-99,6,B,--,C,6,-99,5,C,--,B,I would choose slot machine C.,1,1,14,0,89
6,3,7,8,9,I,F,H,9,7,8,H,I,F,I would choose slot machine H.,1,1,14,48,85
7,3,7,8,9,I,F,H,8,7,9,F,I,H,I would choose slot machine H.,1,0,13,52,85
8,2,5,-99,6,B,--,C,6,-99,5,C,--,B,I would choose slot machine C.,1,1,10,0,86
9,1,2,3,4,G,J,D,3,2,4,J,G,D,I would choose slot machine D.,1,0,15,34,52
10,3,7,8,9,I,F,H,8,7,9,F,I,H,I would choose slot machine H.,1,0,12,48,86
11,2,5,-99,6,B,--,C,5,-99,6,B,--,C,I would choose slot machine C.,1,0,9,0,81
12,1,2,3,4,G,J,D,3,4,2,J,D,G,I would choose slot machine D.,1,0,10,31,51
13,0,0,-99,1,A,--,E,1,-99,0,E,--,A,I would choose slot machine E.,1,1,12,0,48
14,1,2,3,4,G,J,D,4,2,3,D,G,J,I would choose slot machine D.,1,1,14,31,51
15,0,0,-99,1,A,--,E,1,-99,0,E,--,A,I would choose slot machine E.,1,1,16,0,50
16,2,5,-99,6,B,--,C,6,-99,5,C,--,B,I would choose slot machine C.,1,1,11,0,86
17,2,5,-99,6,B,--,C,5,-99,6,B,--,C,I would choose slot machine C.,1,0,14,0,84
18,3,7,8,9,I,F,H,9,8,7,H,F,I,I would choose slot machine H.,1,1,15,52,86
19,1,2,3,4,G,J,D,2,3,4,G,J,D,I would choose slot machine D.,1,0,14,31,46
20,2,5,-99,6,B,--,C,5,-99,6,B,--,C,I would choose slot machine C.,1,0,14,0,87
21,0,0,-99,1,A,--,E,1,-99,0,E,--,A,I would choose slot machine E.,1,1,13,0,50
22,0,0,-99,1,A,--,E,1,-99,0,E,--,A,I would choose slot machine E.,1,1,10,0,48
