trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,F,I,J,3,4,2,I,J,F,I would choose slot machine I.,0,1,12,30,49
1,3,7,8,9,A,H,E,7,9,8,A,E,H,I would choose slot machine A.,0,1,13,48,85
2,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,11,0,86
3,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,14,0,51
4,0,0,-99,1,B,--,D,0,-99,1,B,--,D,I would choose slot machine D.,1,0,14,0,50
5,3,7,8,9,A,H,E,9,7,8,E,A,H,I would choose slot machine E.,1,1,11,47,87
6,1,2,3,4,F,I,J,3,2,4,I,F,J,I would choose slot machine J.,1,0,15,30,51
7,1,2,3,4,F,I,J,2,3,4,F,I,J,I would choose slot machine J.,1,0,14,34,51
8,1,2,3,4,F,I,J,2,4,3,F,J,I,I would choose slot machine J.,1,0,13,34,49
9,1,2,3,4,F,I,J,3,2,4,I,F,J,I would choose slot machine J.,1,0,12,29,52
10,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,13,0,89
11,2,5,-99,6,G,--,C,5,-99,6,G,--,C,I would choose slot machine C.,1,0,13,0,86
12,1,2,3,4,F,I,J,2,3,4,F,I,J,I would choose slot machine J.,1,0,13,31,51
13,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,15,0,85
14,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,12,0,49
15,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,11,0,53
16,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,14,0,49
17,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,12,0,86
18,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,13,0,48
19,3,7,8,9,A,H,E,8,9,7,H,E,A,I would choose slot machine E.,1,0,15,52,86
20,0,0,-99,1,B,--,D,0,-99,1,B,--,D,I would choose slot machine D.,1,0,13,0,50
21,1,2,3,4,F,I,J,3,2,4,I,F,J,I would choose slot machine J.,1,0,13,33,51
22,3,7,8,9,A,H,E,8,9,7,H,E,A,I would choose slot machine E.,1,0,15,50,88
23,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,13,0,89
24,0,0,-99,1,B,--,D,0,-99,1,B,--,D,I would choose slot machine D.,1,0,13,0,52
25,1,2,3,4,F,I,J,2,4,3,F,J,I,I would choose slot machine J.,1,0,16,32,50
26,3,7,8,9,A,H,E,8,9,7,H,E,A,I would choose slot machine E.,1,0,9,50,85
27,0,0,-99,1,B,--,D,0,-99,1,B,--,D,I would choose slot machine D.,1,0,12,0,48
28,1,2,3,4,F,I,J,3,2,4,I,F,J,I would choose slot machine J.,1,0,15,30,51
29,1,2,3,4,F,I,J,2,3,4,F,I,J,I would choose slot machine J.,1,0,12,33,50
30,1,2,3,4,F,I,J,4,3,2,J,I,F,I would choose slot machine J.,1,1,13,32,47
31,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,15,0,84
32,3,7,8,9,A,H,E,7,9,8,A,E,H,I would choose slot machine E.,1,0,12,49,85
33,2,5,-99,6,G,--,C,5,-99,6,G,--,C,I would choose slot machine C.,1,0,12,0,87
34,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,12,0,84
35,3,7,8,9,A,H,E,7,8,9,A,H,E,I would choose slot machine E.,1,0,14,51,87
36,2,5,-99,6,G,--,C,5,-99,6,G,--,C,I would choose slot machine C.,1,0,17,0,89
37,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,17,0,50
38,1,2,3,4,F,I,J,4,3,2,J,I,F,I would choose slot machine J.,1,1,14,36,51
39,3,7,8,9,A,H,E,9,7,8,E,A,H,I would choose slot machine E.,1,1,18,50,88
40,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,9,0,48
41,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,11,0,86
42,3,7,8,9,A,H,E,7,9,8,A,E,H,I would choose slot machine E.,1,0,12,50,86
43,2,5,-99,6,G,--,C,5,-99,6,G,--,C,I would choose slot machine C.,1,0,13,0,87
44,3,7,8,9,A,H,E,9,8,7,E,H,A,I would choose slot machine E.,1,1,13,49,88
45,2,5,-99,6,G,--,C,5,-99,6,G,--,C,I would choose slot machine C.,1,0,15,0,85
46,3,7,8,9,A,H,E,8,9,7,H,E,A,I would choose slot machine E.,1,0,13,50,87
47,1,2,3,4,F,I,J,3,4,2,I,J,F,I would choose slot machine J.,1,0,15,32,51
48,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,13,0,49
49,3,7,8,9,A,H,E,8,7,9,H,A,E,I would choose slot machine E.,1,0,13,51,84
50,0,0,-99,1,B,--,D,0,-99,1,B,--,D,I would choose slot machine D.,1,0,11,0,54
51,1,2,3,4,F,I,J,3,2,4,I,F,J,I would choose slot machine J.,1,0,15,32,50
52,1,2,3,4,F,I,J,2,4,3,F,J,I,I would choose slot machine J.,1,0,16,32,46
53,3,7,8,9,A,H,E,7,9,8,A,E,H,I would choose slot machine E.,1,0,11,50,85
54,3,7,8,9,A,H,E,8,7,9,H,A,E,I would choose slot machine E.,1,0,14,49,82
55,2,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,17,0,84
56,3,7,8,9,A,H,E,7,8,9,A,H,E,I would choose slot machine E.,1,0,17,52,83
57,2,5,-99,6,G,--,C,5,-99,6,G,--,C,I would choose slot machine C.,1,0,10,0,85
58,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,12,0,49
59,0,0,-99,1,B,--,D,1,-99,0,D,--,B,I would choose slot machine D.,1,1,13,0,51
0,99,0,-99,1,B,--,D,0,-99,1,B,--,D,I would choose slot machine D.,1,0,0,0,0
1,99,0,-99,2,B,--,F,2,-99,0,F,--,B,I would choose slot machine F.,1,1,0,0,0
2,99,0,-99,3,B,--,I,3,-99,0,I,--,B,I would choose slot machine I.,1,1,0,0,0
3,99,0,-99,4,B,--,J,0,-99,4,B,--,J,I would choose slot machine J.,1,0,0,0,0
4,99,0,-99,5,B,--,G,5,-99,0,G,--,B,I would choose slot machine G.,1,1,0,0,0
5,99,0,-99,6,B,--,C,0,-99,6,B,--,C,I would choose slot machine C.,1,0,0,0,0
6,99,0,-99,7,B,--,A,0,-99,7,B,--,A,I would choose slot machine A.,1,0,0,0,0
7,99,0,-99,8,B,--,H,0,-99,8,B,--,H,I would choose slot machine H.,1,0,0,0,0
8,99,0,-99,9,B,--,E,0,-99,9,B,--,E,I would choose slot machine E.,1,0,0,0,0
9,99,1,-99,2,D,--,F,1,-99,2,D,--,F,I would choose slot machine D.,0,1,0,0,0
10,99,1,-99,3,D,--,I,3,-99,1,I,--,D,I would choose slot machine D.,0,0,0,0,0
11,99,1,-99,4,D,--,J,4,-99,1,J,--,D,I would choose slot machine D.,0,0,0,0,0
12,99,1,-99,5,D,--,G,5,-99,1,G,--,D,I would choose slot machine D.,0,0,0,0,0
13,99,1,-99,6,D,--,C,6,-99,1,C,--,D,I would choose slot machine C.,1,1,0,0,0
14,99,1,-99,7,D,--,A,7,-99,1,A,--,D,I would choose slot machine D.,0,0,0,0,0
15,99,1,-99,8,D,--,H,8,-99,1,H,--,D,I would choose slot machine D.,0,0,0,0,0
16,99,1,-99,9,D,--,E,1,-99,9,D,--,E,I would choose slot machine E.,1,0,0,0,0
17,99,2,-99,3,F,--,I,3,-99,2,I,--,F,I would choose slot machine I.,1,1,0,0,0
18,99,2,-99,4,F,--,J,4,-99,2,J,--,F,I would choose slot machine J.,1,1,0,0,0
19,99,2,-99,5,F,--,G,5,-99,2,G,--,F,I would choose slot machine F.,0,0,0,0,0
20,99,2,-99,6,F,--,C,6,-99,2,C,--,F,I would choose slot machine C.,1,1,0,0,0
21,99,2,-99,7,F,--,A,7,-99,2,A,--,F,I would choose slot machine F.,0,0,0,0,0
22,99,2,-99,8,F,--,H,8,-99,2,H,--,F,I would choose slot machine H.,1,1,0,0,0
23,99,2,-99,9,F,--,E,2,-99,9,F,--,E,I would choose slot machine E.,1,0,0,0,0
24,99,3,-99,4,I,--,J,4,-99,3,J,--,I,I would choose slot machine J.,1,1,0,0,0
25,99,3,-99,5,I,--,G,5,-99,3,G,--,I,I would choose slot machine I.,0,0,0,0,0
26,99,3,-99,6,I,--,C,6,-99,3,C,--,I,I would choose slot machine C.,1,1,0,0,0
27,99,3,-99,7,I,--,A,3,-99,7,I,--,A,I would choose slot machine I.,0,1,0,0,0
28,99,3,-99,8,I,--,H,3,-99,8,I,--,H,I would choose slot machine H.,1,0,0,0,0
29,99,3,-99,9,I,--,E,9,-99,3,E,--,I,I would choose slot machine E.,1,1,0,0,0
30,99,4,-99,5,J,--,G,4,-99,5,J,--,G,I would choose slot machine J.,0,1,0,0,0
31,99,4,-99,6,J,--,C,6,-99,4,C,--,J,I would choose slot machine C.,1,1,0,0,0
32,99,4,-99,7,J,--,A,4,-99,7,J,--,A,I would choose slot machine J.,0,1,0,0,0
33,99,4,-99,8,J,--,H,8,-99,4,H,--,J,I would choose slot machine J.,0,0,0,0,0
34,99,4,-99,9,J,--,E,4,-99,9,J,--,E,I would choose slot machine E.,1,0,0,0,0
35,99,5,-99,6,G,--,C,6,-99,5,C,--,G,I would choose slot machine C.,1,1,0,0,0
36,99,5,-99,7,G,--,A,5,-99,7,G,--,A,I would choose slot machine A.,1,0,0,0,0
37,99,5,-99,8,G,--,H,8,-99,5,H,--,G,I would choose slot machine H.,1,1,0,0,0
