trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,B,C,D,8,9,7,C,D,B,I would choose slot machine C.,0,1,10,50,85
1,1,2,3,4,E,A,F,3,4,2,A,F,E,I would choose slot machine A.,0,1,14,30,52
2,3,7,8,9,B,C,D,7,8,9,B,C,D,I would choose slot machine D.,1,0,17,50,87
3,0,0,-99,1,I,--,J,1,-99,0,J,--,I,I would choose slot machine J.,1,1,17,0,53
4,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine G.,0,1,13,0,87
5,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,13,0,87
6,1,2,3,4,E,A,F,2,4,3,E,F,A,I would choose slot machine F.,1,0,13,36,53
7,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,12,0,86
8,3,7,8,9,B,C,D,9,7,8,D,B,C,I would choose slot machine D.,1,1,14,50,83
9,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,15,0,86
10,0,0,-99,1,I,--,J,1,-99,0,J,--,I,I would choose slot machine J.,1,1,13,0,48
11,1,2,3,4,E,A,F,3,4,2,A,F,E,I would choose slot machine F.,1,0,15,32,47
12,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,12,0,86
13,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine J.,1,0,12,0,50
14,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,15,0,82
15,3,7,8,9,B,C,D,8,7,9,C,B,D,I would choose slot machine D.,1,0,12,53,83
16,3,7,8,9,B,C,D,8,7,9,C,B,D,I would choose slot machine D.,1,0,15,50,84
17,3,7,8,9,B,C,D,9,8,7,D,C,B,I would choose slot machine D.,1,1,12,51,84
18,1,2,3,4,E,A,F,4,2,3,F,E,A,I would choose slot machine F.,1,1,14,30,49
19,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,14,0,82
20,3,7,8,9,B,C,D,9,8,7,D,C,B,I would choose slot machine D.,1,1,14,54,85
21,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,11,0,84
22,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine J.,1,0,13,0,50
23,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,15,0,86
24,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,15,0,82
25,0,0,-99,1,I,--,J,1,-99,0,J,--,I,I would choose slot machine J.,1,1,14,0,45
26,3,7,8,9,B,C,D,9,8,7,D,C,B,I would choose slot machine D.,1,1,16,48,84
27,3,7,8,9,B,C,D,8,9,7,C,D,B,I would choose slot machine D.,1,0,14,47,84
28,0,0,-99,1,I,--,J,1,-99,0,J,--,I,I would choose slot machine J.,1,1,13,0,49
29,1,2,3,4,E,A,F,2,3,4,E,A,F,I would choose slot machine F.,1,0,16,33,51
30,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine J.,1,0,16,0,49
31,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,10,0,84
32,1,2,3,4,E,A,F,4,3,2,F,A,E,I would choose slot machine F.,1,1,13,30,49
33,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,11,0,88
34,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine J.,1,0,14,0,50
35,0,0,-99,1,I,--,J,1,-99,0,J,--,I,I would choose slot machine J.,1,1,15,0,54
36,1,2,3,4,E,A,F,3,4,2,A,F,E,I would choose slot machine F.,1,0,15,31,48
37,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,13,0,87
38,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine J.,1,0,15,0,48
39,3,7,8,9,B,C,D,7,9,8,B,D,C,I would choose slot machine D.,1,0,12,49,87
40,0,0,-99,1,I,--,J,1,-99,0,J,--,I,I would choose slot machine J.,1,1,13,0,49
41,3,7,8,9,B,C,D,7,8,9,B,C,D,I would choose slot machine D.,1,0,14,52,88
