trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine I.,0,1,9,0,86
1,0,0,-99,1,G,--,C,0,-99,1,G,--,C,I would choose slot machine G.,0,1,14,0,53
2,3,7,8,9,D,A,E,7,8,9,D,A,E,I would choose slot machine D.,0,1,13,49,86
3,1,2,3,4,J,H,F,2,3,4,J,H,F,I would choose slot machine J.,0,1,15,30,52
4,3,7,8,9,D,A,E,8,9,7,A,E,D,I would choose slot machine E.,1,0,15,49,88
5,1,2,3,4,J,H,F,3,2,4,H,J,F,I would choose slot machine F.,1,0,16,30,52
6,1,2,3,4,J,H,F,3,2,4,H,J,F,I would choose slot machine F.,1,0,15,27,54
7,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,15,0,83
8,0,0,-99,1,G,--,C,1,-99,0,C,--,G,I would choose slot machine C.,1,1,13,0,48
9,3,7,8,9,D,A,E,9,8,7,E,A,D,I would choose slot machine E.,1,1,17,48,82
10,3,7,8,9,D,A,E,7,9,8,D,E,A,I would choose slot machine E.,1,0,15,49,87
11,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,14,0,81
12,1,2,3,4,J,H,F,4,2,3,F,J,H,I would choose slot machine F.,1,1,14,37,48
13,3,7,8,9,D,A,E,9,7,8,E,D,A,I would choose slot machine E.,1,1,9,49,82
14,1,2,3,4,J,H,F,3,4,2,H,F,J,I would choose slot machine F.,1,0,13,33,50
15,1,2,3,4,J,H,F,4,3,2,F,H,J,I would choose slot machine F.,1,1,13,31,51
16,0,0,-99,1,G,--,C,0,-99,1,G,--,C,I would choose slot machine C.,1,0,9,0,50
17,0,0,-99,1,G,--,C,1,-99,0,C,--,G,I would choose slot machine C.,1,1,12,0,48
18,3,7,8,9,D,A,E,9,8,7,E,A,D,I would choose slot machine E.,1,1,15,49,87
19,1,2,3,4,J,H,F,2,4,3,J,F,H,I would choose slot machine F.,1,0,10,30,47
20,0,0,-99,1,G,--,C,0,-99,1,G,--,C,I would choose slot machine C.,1,0,13,0,46
21,1,2,3,4,J,H,F,2,3,4,J,H,F,I would choose slot machine F.,1,0,13,32,47
22,3,7,8,9,D,A,E,9,7,8,E,D,A,I would choose slot machine E.,1,1,12,49,89
23,2,5,-99,6,I,--,B,6,-99,5,B,--,I,I would choose slot machine B.,1,1,15,0,85
24,0,0,-99,1,G,--,C,1,-99,0,C,--,G,I would choose slot machine C.,1,1,12,0,52
25,3,7,8,9,D,A,E,8,7,9,A,D,E,I would choose slot machine E.,1,0,17,44,84
26,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,15,0,89
27,1,2,3,4,J,H,F,4,3,2,F,H,J,I would choose slot machine F.,1,1,17,30,46
28,0,0,-99,1,G,--,C,1,-99,0,C,--,G,I would choose slot machine C.,1,1,11,0,48
29,3,7,8,9,D,A,E,8,7,9,A,D,E,I would choose slot machine E.,1,0,15,53,85
30,0,0,-99,1,G,--,C,1,-99,0,C,--,G,I would choose slot machine C.,1,1,15,0,49
31,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,15,0,86
32,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,10,0,84
33,0,0,-99,1,G,--,C,0,-99,1,G,--,C,I would choose slot machine C.,1,0,13,0,46
34,3,7,8,9,D,A,E,8,9,7,A,E,D,I would choose slot machine E.,1,0,11,53,86
35,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,14,0,87
36,3,7,8,9,D,A,E,8,9,7,A,E,D,I would choose slot machine E.,1,0,15,49,87
37,3,7,8,9,D,A,E,7,8,9,D,A,E,I would choose slot machine E.,1,0,16,48,85
38,0,0,-99,1,G,--,C,0,-99,1,G,--,C,I would choose slot machine C.,1,0,15,0,49
39,0,0,-99,1,G,--,C,0,-99,1,G,--,C,I would choose slot machine C.,1,0,14,0,50
40,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,16,0,82
41,3,7,8,9,D,A,E,7,8,9,D,A,E,I would choose slot machine E.,1,0,10,50,90
42,3,7,8,9,D,A,E,8,7,9,A,D,E,I would choose slot machine E.,1,0,14,49,86
43,1,2,3,4,J,H,F,2,3,4,J,H,F,I would choose slot machine F.,1,0,15,33,51
44,0,0,-99,1,G,--,C,1,-99,0,C,--,G,I would choose slot machine C.,1,1,14,0,51
45,2,5,-99,6,I,--,B,5,-99,6,I,--,B,I would choose slot machine B.,1,0,15,0,85
