trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,D,A,1,0,A,D,"Slot machine A gives 1 point with a probability of 0.8, otherwise 0 points.
Slot machine D gives 1 point with a probability of 0.5, otherwise 0 points.

I would choose slot machine A.",1,1,0.0,1.0
1,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,1.0,1.0
2,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,1.0,1.0
3,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,1.0,1.0
4,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,1.0,1.0
5,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
6,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,1.0
7,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,1.0,1.0
8,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,1.0
9,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,1.0
10,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
11,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,1.0
12,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
13,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
14,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,1.0
15,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,0.0
16,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,1.0
17,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
18,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
19,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,1.0,0.0
20,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,0.0
21,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
22,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
23,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,0.0,1.0
24,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,1.0,1.0
25,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,1.0
26,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
27,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,1.0,0.0
28,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
29,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,1.0
30,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
31,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,1.0
32,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,0.0
33,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,0.0
34,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,1.0
35,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,1.0
36,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,1.0,1.0
37,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,0.0
38,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
39,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,0.0
40,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
41,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,0.0
42,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,1.0
43,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
44,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,0.0,1.0
45,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,0.0,1.0
46,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
47,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
48,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,1.0
49,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,0.0
50,0,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,1.0,0.0
51,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
52,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,1.0
53,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
54,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
55,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,0.0,1.0
56,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,0.0,1.0
57,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,0.0,1.0
58,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
59,0,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,1.0
0,99,0,1,D,A,0,1,D,A,I would choose slot machine D.,0,1,0.0,0.0
1,99,0,2,D,C,0,2,D,C,I would choose slot machine D.,0,1,0.0,0.0
2,99,0,3,D,B,0,3,D,B,I would choose slot machine B.,1,0,0.0,0.0
3,99,1,2,A,C,1,2,A,C,I would choose slot machine A.,0,1,0.0,0.0
4,99,1,3,A,B,1,3,A,B,I would choose slot machine B.,1,0,0.0,0.0
5,99,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,0.0,0.0
0,99,0,1,D,A,1,0,A,D,I would choose slot machine A.,1,1,0.0,0.0
1,99,0,2,D,C,2,0,C,D,I would choose slot machine C.,1,1,0.0,0.0
2,99,0,3,D,B,3,0,B,D,I would choose slot machine B.,1,1,0.0,0.0
3,99,1,2,A,C,2,1,C,A,I would choose slot machine C.,1,1,0.0,0.0
4,99,1,3,A,B,3,1,B,A,I would choose slot machine B.,1,1,0.0,0.0
5,99,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,0.0
