trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,C,B,3,2,B,C,"Slot machine B gives 1 point with a probability of 0.8, otherwise 0 points.
Slot machine C gives 1 point with a probability of 0.5, otherwise 0 points.

I would choose slot machine B.",1,1,1.0,1.0
1,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,0.0
2,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,0.0
3,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,0.0
4,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,1.0,1.0
5,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,0.0
6,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,1.0,1.0
7,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,0.0
8,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,0.0,1.0
9,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,0.0
10,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,0.0,1.0
11,0,0,1,A,D,1,0,D,A,I would choose slot machine A.,0,0,0.0,0.0
12,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,1.0,1.0
13,0,0,1,A,D,1,0,D,A,I would choose slot machine D.,1,1,0.0,0.0
14,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,1.0,1.0
15,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,1.0,1.0
16,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,0.0,1.0
17,1,2,3,C,B,2,3,C,B,I would choose slot machine B.,1,0,1.0,1.0
18,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,0.0,1.0
19,0,0,1,A,D,1,0,D,A,I would choose slot machine D.,1,1,0.0,0.0
20,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,1.0
21,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,0.0
22,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,0.0,1.0
23,0,0,1,A,D,0,1,A,D,I would choose slot machine A.,0,1,1.0,0.0
24,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
25,0,0,1,A,D,1,0,D,A,I would choose slot machine A.,0,0,0.0,1.0
26,0,0,1,A,D,0,1,A,D,I would choose slot machine D.,1,0,0.0,0.0
27,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,1.0,1.0
