trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,A,D,3,2,D,A,I would choose slot machine D.,1,1,22,22
1,0,0,1,F,G,0,1,F,G,I would choose slot machine F.,0,1,13,19
2,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,22,24
3,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,14,18
4,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,20,24
5,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,27,28
6,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,21,25
7,1,2,3,A,D,3,2,D,A,I would choose slot machine D.,1,1,22,24
8,3,6,7,E,C,6,7,E,C,I would choose slot machine E.,0,1,32,34
9,1,2,3,A,D,3,2,D,A,I would choose slot machine D.,1,1,21,21
10,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,26,29
11,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,33,37
12,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,26,28
13,2,4,5,B,H,5,4,H,B,I would choose slot machine H.,1,1,28,30
14,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,16,17
15,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,32,36
16,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,33,34
17,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,20,24
18,0,0,1,F,G,0,1,F,G,I would choose slot machine G.,1,0,16,18
19,1,2,3,A,D,3,2,D,A,I would choose slot machine D.,1,1,20,23
20,2,4,5,B,H,5,4,H,B,I would choose slot machine H.,1,1,26,30
21,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,14,18
22,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,34,35
23,2,4,5,B,H,5,4,H,B,I would choose slot machine H.,1,1,24,28
24,0,0,1,F,G,0,1,F,G,I would choose slot machine G.,1,0,13,18
25,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,31,36
26,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,19,25
27,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,28,29
28,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,20,25
29,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,27,31
30,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,32,36
31,1,2,3,A,D,3,2,D,A,I would choose slot machine D.,1,1,21,24
32,2,4,5,B,H,5,4,H,B,I would choose slot machine H.,1,1,27,28
33,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,14,18
34,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,16,17
35,0,0,1,F,G,0,1,F,G,I would choose slot machine G.,1,0,14,16
36,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,21,21
37,1,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,20,23
38,0,0,1,F,G,0,1,F,G,I would choose slot machine G.,1,0,15,20
39,1,2,3,A,D,3,2,D,A,I would choose slot machine D.,1,1,22,24
40,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,31,34
41,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,33,34
42,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,14,18
43,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,14,19
44,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,32,36
45,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,27,28
46,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,13,17
47,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,33,34
48,0,0,1,F,G,0,1,F,G,I would choose slot machine G.,1,0,14,16
49,1,2,3,A,D,3,2,D,A,I would choose slot machine D.,1,1,22,23
50,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,25,30
51,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,31,34
52,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,33,35
53,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,26,30
54,2,4,5,B,H,5,4,H,B,I would choose slot machine H.,1,1,27,31
55,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,33,37
56,0,0,1,F,G,1,0,G,F,I would choose slot machine G.,1,1,15,17
57,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,32,37
58,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,27,30
59,2,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,25,30
0,99,0,1,F,G,0,1,F,G,I would choose slot machine G.,1,0,0,0
1,99,0,2,F,A,2,0,A,F,I would choose slot machine A.,1,1,0,0
2,99,0,3,F,D,3,0,D,F,I would choose slot machine D.,1,1,0,0
3,99,0,4,F,B,0,4,F,B,I would choose slot machine B.,1,0,0,0
4,99,0,5,F,H,5,0,H,F,I would choose slot machine H.,1,1,0,0
5,99,0,6,F,E,6,0,E,F,I would choose slot machine E.,1,1,0,0
6,99,0,7,F,C,7,0,C,F,I would choose slot machine C.,1,1,0,0
7,99,1,2,G,A,1,2,G,A,I would choose slot machine G.,0,1,0,0
8,99,1,3,G,D,3,1,D,G,I would choose slot machine D.,1,1,0,0
9,99,1,4,G,B,1,4,G,B,I would choose slot machine G.,0,1,0,0
10,99,1,5,G,H,5,1,H,G,I would choose slot machine H.,1,1,0,0
11,99,1,6,G,E,6,1,E,G,I would choose slot machine E.,1,1,0,0
12,99,1,7,G,C,7,1,C,G,I would choose slot machine C.,1,1,0,0
13,99,2,3,A,D,2,3,A,D,I would choose slot machine D.,1,0,0,0
14,99,2,4,A,B,2,4,A,B,I would choose slot machine B.,1,0,0,0
15,99,2,5,A,H,2,5,A,H,I would choose slot machine H.,1,0,0,0
16,99,2,6,A,E,2,6,A,E,I would choose slot machine E.,1,0,0,0
17,99,2,7,A,C,7,2,C,A,I would choose slot machine C.,1,1,0,0
18,99,3,4,D,B,4,3,B,D,I would choose slot machine D.,0,0,0,0
19,99,3,5,D,H,3,5,D,H,I would choose slot machine D.,0,1,0,0
20,99,3,6,D,E,6,3,E,D,I would choose slot machine E.,1,1,0,0
21,99,3,7,D,C,7,3,C,D,I would choose slot machine C.,1,1,0,0
22,99,4,5,B,H,4,5,B,H,I would choose slot machine H.,1,0,0,0
23,99,4,6,B,E,6,4,E,B,I would choose slot machine E.,1,1,0,0
24,99,4,7,B,C,7,4,C,B,I would choose slot machine C.,1,1,0,0
