trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,G,B,C,8,9,7,B,C,G,I would choose slot machine G.,0,0,12,49,88
1,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine D.,0,1,13,34,43
2,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine H.,0,0,15,0,81
3,1,2,3,4,E,D,J,2,3,4,E,D,J,I would choose slot machine D.,0,0,10,31,49
4,3,7,8,9,G,B,C,7,9,8,G,C,B,I would choose slot machine C.,1,0,17,47,86
5,3,7,8,9,G,B,C,7,8,9,G,B,C,I would choose slot machine C.,1,0,15,51,85
6,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,11,0,90
7,3,7,8,9,G,B,C,9,8,7,C,B,G,I would choose slot machine C.,1,1,15,54,83
8,2,5,-99,6,H,--,A,5,-99,6,H,--,A,I would choose slot machine A.,1,0,14,0,86
9,3,7,8,9,G,B,C,9,7,8,C,G,B,I would choose slot machine C.,1,1,13,52,88
10,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,16,33,49
11,3,7,8,9,G,B,C,7,9,8,G,C,B,I would choose slot machine C.,1,0,9,48,81
12,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,17,32,50
13,1,2,3,4,E,D,J,2,3,4,E,D,J,I would choose slot machine J.,1,0,11,28,49
14,0,0,-99,1,I,--,F,1,-99,0,F,--,I,I would choose slot machine F.,1,1,17,0,50
15,3,7,8,9,G,B,C,7,9,8,G,C,B,I would choose slot machine C.,1,0,14,52,86
16,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,15,0,84
17,3,7,8,9,G,B,C,8,7,9,B,G,C,I would choose slot machine C.,1,0,12,50,87
18,2,5,-99,6,H,--,A,5,-99,6,H,--,A,I would choose slot machine A.,1,0,13,0,84
19,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,13,0,83
20,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,16,0,84
21,3,7,8,9,G,B,C,7,8,9,G,B,C,I would choose slot machine C.,1,0,13,49,85
22,2,5,-99,6,H,--,A,5,-99,6,H,--,A,I would choose slot machine A.,1,0,14,0,87
23,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,16,29,52
24,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,11,0,51
25,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,14,33,49
26,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,11,0,51
27,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,16,33,50
28,0,0,-99,1,I,--,F,1,-99,0,F,--,I,I would choose slot machine F.,1,1,14,0,47
29,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,16,30,52
30,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,15,0,53
31,0,0,-99,1,I,--,F,1,-99,0,F,--,I,I would choose slot machine F.,1,1,17,0,49
32,1,2,3,4,E,D,J,4,3,2,J,D,E,I would choose slot machine J.,1,1,15,36,48
33,1,2,3,4,E,D,J,3,2,4,D,E,J,I would choose slot machine J.,1,0,15,28,46
34,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,13,34,47
35,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,13,0,50
36,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,9,0,52
37,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,11,0,88
38,1,2,3,4,E,D,J,3,4,2,D,J,E,I would choose slot machine J.,1,0,12,30,46
39,3,7,8,9,G,B,C,9,7,8,C,G,B,I would choose slot machine C.,1,1,12,49,79
40,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,12,0,50
41,1,2,3,4,E,D,J,2,3,4,E,D,J,I would choose slot machine J.,1,0,15,29,46
42,1,2,3,4,E,D,J,2,3,4,E,D,J,I would choose slot machine J.,1,0,17,31,51
43,3,7,8,9,G,B,C,9,8,7,C,B,G,I would choose slot machine C.,1,1,12,53,88
44,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,12,0,86
45,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,17,0,87
46,0,0,-99,1,I,--,F,1,-99,0,F,--,I,I would choose slot machine F.,1,1,12,0,48
47,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,10,0,50
48,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,15,0,52
49,3,7,8,9,G,B,C,9,8,7,C,B,G,I would choose slot machine C.,1,1,10,49,86
50,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,17,0,85
51,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,18,0,52
52,2,5,-99,6,H,--,A,6,-99,5,A,--,H,I would choose slot machine A.,1,1,9,0,86
53,3,7,8,9,G,B,C,7,9,8,G,C,B,I would choose slot machine C.,1,0,14,52,89
54,3,7,8,9,G,B,C,9,7,8,C,G,B,I would choose slot machine C.,1,1,10,48,89
55,2,5,-99,6,H,--,A,5,-99,6,H,--,A,I would choose slot machine A.,1,0,14,0,87
56,2,5,-99,6,H,--,A,5,-99,6,H,--,A,I would choose slot machine A.,1,0,15,0,85
57,0,0,-99,1,I,--,F,1,-99,0,F,--,I,I would choose slot machine F.,1,1,13,0,51
58,3,7,8,9,G,B,C,8,9,7,B,C,G,I would choose slot machine C.,1,0,13,46,84
59,0,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,15,0,49
0,99,0,-99,1,I,--,F,0,-99,1,I,--,F,I would choose slot machine F.,1,0,0,0,0
1,99,0,-99,2,I,--,E,2,-99,0,E,--,I,I would choose slot machine E.,1,1,0,0,0
2,99,0,-99,3,I,--,D,3,-99,0,D,--,I,I would choose slot machine D.,1,1,0,0,0
3,99,0,-99,4,I,--,J,4,-99,0,J,--,I,I would choose slot machine J.,1,1,0,0,0
