trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,0,0,-99,1,F,--,I,0,-99,1,F,--,I,I would choose slot machine F.,0,1,14,0,48
1,1,2,3,4,C,H,A,3,2,4,H,C,A,I would choose slot machine H.,0,1,12,33,46
2,2,5,-99,6,J,--,B,5,-99,6,J,--,B,I would choose slot machine J.,0,1,12,0,84
3,2,5,-99,6,J,--,B,5,-99,6,J,--,B,I would choose slot machine B.,1,0,12,0,87
4,2,5,-99,6,J,--,B,6,-99,5,B,--,J,I would choose slot machine B.,1,1,12,0,86
5,0,0,-99,1,F,--,I,0,-99,1,F,--,I,I would choose slot machine I.,1,0,13,0,49
6,3,7,8,9,E,D,G,9,8,7,G,D,E,I would choose slot machine G.,1,1,13,49,85
7,0,0,-99,1,F,--,I,1,-99,0,I,--,F,I would choose slot machine I.,1,1,15,0,50
8,0,0,-99,1,F,--,I,0,-99,1,F,--,I,I would choose slot machine I.,1,0,14,0,50
9,2,5,-99,6,J,--,B,5,-99,6,J,--,B,I would choose slot machine B.,1,0,13,0,83
10,0,0,-99,1,F,--,I,1,-99,0,I,--,F,I would choose slot machine I.,1,1,13,0,54
11,2,5,-99,6,J,--,B,5,-99,6,J,--,B,I would choose slot machine B.,1,0,12,0,82
12,0,0,-99,1,F,--,I,1,-99,0,I,--,F,I would choose slot machine I.,1,1,13,0,55
13,3,7,8,9,E,D,G,9,8,7,G,D,E,I would choose slot machine G.,1,1,12,48,85
14,1,2,3,4,C,H,A,3,4,2,H,A,C,I would choose slot machine A.,1,0,14,29,50
15,0,0,-99,1,F,--,I,0,-99,1,F,--,I,I would choose slot machine I.,1,0,12,0,48
16,0,0,-99,1,F,--,I,0,-99,1,F,--,I,I would choose slot machine I.,1,0,17,0,52
17,3,7,8,9,E,D,G,9,7,8,G,E,D,I would choose slot machine G.,1,1,15,50,87
