trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
1,0,0,1,A,B,0,1,A,B,"I would choose slot machine A.

Here's why:

Since we don't have enough information about the probabilities of each slot machine, we can only make a decision based on the past observations.

In Round 1, both slot machine C and slot machine D delivered 1 point. However, we don't know if this was due to high probabilities or just luck.

On the other hand, we have no information about slot machine",0,1,0.0,1.0
2,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,1.0,1.0
3,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
4,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,1.0,1.0
5,0,0,1,A,B,1,0,B,A,I would choose slot machine A.,0,0,0.0,1.0
6,1,2,3,D,C,3,2,C,D,I would choose slot machine D.,0,0,1.0,1.0
7,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,1.0
8,1,2,3,D,C,3,2,C,D,I would choose slot machine D.,0,0,0.0,1.0
9,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
10,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
11,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,0.0,1.0
12,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,1.0,1.0
13,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
14,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,0.0,1.0
15,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,1.0,0.0
16,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,0.0,1.0
17,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,1.0
18,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,0.0,1.0
19,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,1.0
20,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
21,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
22,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,1.0
23,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,1.0,0.0
24,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
25,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
26,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
27,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,1.0,1.0
28,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,0.0,1.0
29,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
30,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
31,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,1.0
32,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,1.0
33,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,0.0,1.0
34,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,0.0
35,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,0.0
36,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
37,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,0.0,1.0
38,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,1.0,1.0
39,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,0.0,1.0
40,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
41,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
42,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,0.0
43,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,1.0,1.0
44,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,0.0,1.0
45,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,1.0,0.0
46,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,1.0
47,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,0.0,1.0
48,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,1.0
49,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,1.0,1.0
50,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
51,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
52,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,0.0
53,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,0.0
54,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
55,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,1.0
56,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,1.0
57,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,1.0,0.0
58,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,0.0
59,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,0.0,1.0
