trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,27.0,26.0
1,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,12.0,26.0
2,0,0,1,F,H,0,1,F,H,I would choose slot machine H.,1,0,20.0,25.0
3,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
4,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
5,2,4,5,B,E,4,5,B,E,I would choose slot machine B.,0,1,28.0,27.0
6,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
7,2,4,5,B,E,5,4,E,B,I would choose slot machine B.,0,0,28.0,27.0
8,2,4,5,B,E,5,4,E,B,I would choose slot machine B.,0,0,28.0,27.0
9,2,4,5,B,E,5,4,E,B,I would choose slot machine B.,0,0,28.0,42.0
10,3,6,7,D,C,7,6,C,D,I would choose slot machine C.,1,1,29.0,34.0
11,3,6,7,D,C,6,7,D,C,I would choose slot machine C.,1,0,29.0,34.0
12,3,6,7,D,C,6,7,D,C,I would choose slot machine C.,1,0,44.0,34.0
13,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
14,3,6,7,D,C,7,6,C,D,I would choose slot machine D.,0,0,44.0,34.0
15,3,6,7,D,C,6,7,D,C,I would choose slot machine D.,0,1,29.0,34.0
16,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,27.0,26.0
17,0,0,1,F,H,0,1,F,H,I would choose slot machine H.,1,0,20.0,10.0
18,3,6,7,D,C,7,6,C,D,I would choose slot machine D.,0,0,29.0,34.0
19,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
20,3,6,7,D,C,7,6,C,D,I would choose slot machine C.,1,1,29.0,34.0
21,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
22,3,6,7,D,C,6,7,D,C,I would choose slot machine C.,1,0,29.0,34.0
23,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,28.0,27.0
24,3,6,7,D,C,7,6,C,D,I would choose slot machine C.,1,1,29.0,34.0
25,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,10.0
26,2,4,5,B,E,5,4,E,B,I would choose slot machine B.,0,0,28.0,27.0
27,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,28.0,27.0
28,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,27.0,26.0
29,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,27.0,26.0
30,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,12.0,26.0
31,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,27.0,26.0
32,2,4,5,B,E,4,5,B,E,I would choose slot machine B.,0,1,28.0,42.0
33,0,0,1,F,H,0,1,F,H,I would choose slot machine H.,1,0,20.0,25.0
34,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,28.0,27.0
35,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,28.0,27.0
36,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,28.0,42.0
37,1,2,3,A,G,2,3,A,G,I would choose slot machine A.,0,1,27.0,26.0
38,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,27.0,26.0
39,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
40,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,27.0,26.0
41,3,6,7,D,C,7,6,C,D,I would choose slot machine C.,1,1,29.0,34.0
42,1,2,3,A,G,2,3,A,G,I would choose slot machine A.,0,1,27.0,26.0
43,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
44,0,0,1,F,H,0,1,F,H,I would choose slot machine H.,1,0,20.0,25.0
45,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,28.0,27.0
46,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,27.0,26.0
47,3,6,7,D,C,6,7,D,C,I would choose slot machine C.,1,0,29.0,34.0
48,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,27.0,26.0
49,3,6,7,D,C,7,6,C,D,I would choose slot machine C.,1,1,29.0,34.0
50,1,2,3,A,G,2,3,A,G,I would choose slot machine A.,0,1,27.0,26.0
51,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,28.0,27.0
52,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,25.0
53,3,6,7,D,C,7,6,C,D,I would choose slot machine C.,1,1,44.0,34.0
54,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,28.0,27.0
55,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,20.0,10.0
56,3,6,7,D,C,6,7,D,C,I would choose slot machine D.,0,1,29.0,34.0
57,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,12.0,26.0
58,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,28.0,27.0
59,3,6,7,D,C,6,7,D,C,I would choose slot machine C.,1,0,29.0,34.0
0,99,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,0.0,0.0
1,99,0,2,F,A,2,0,A,F,I would choose slot machine A.,1,1,0.0,0.0
2,99,0,3,F,G,3,0,G,F,I would choose slot machine G.,1,1,0.0,0.0
3,99,0,4,F,B,0,4,F,B,I would choose slot machine B.,1,0,0.0,0.0
4,99,0,5,F,E,0,5,F,E,I would choose slot machine E.,1,0,0.0,0.0
5,99,0,6,F,D,6,0,D,F,I would choose slot machine F.,0,0,0.0,0.0
6,99,0,7,F,C,0,7,F,C,I would choose slot machine C.,1,0,0.0,0.0
7,99,1,2,H,A,1,2,H,A,I would choose slot machine H.,0,1,0.0,0.0
8,99,1,3,H,G,3,1,G,H,I would choose slot machine H.,0,0,0.0,0.0
9,99,1,4,H,B,4,1,B,H,I would choose slot machine B.,1,1,0.0,0.0
10,99,1,5,H,E,1,5,H,E,I would choose slot machine E.,1,0,0.0,0.0
11,99,1,6,H,D,1,6,H,D,I would choose slot machine H.,0,1,0.0,0.0
12,99,1,7,H,C,7,1,C,H,I would choose slot machine C.,1,1,0.0,0.0
13,99,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,0.0,0.0
14,99,2,4,A,B,2,4,A,B,I would choose slot machine B.,1,0,0.0,0.0
15,99,2,5,A,E,2,5,A,E,I would choose slot machine E.,1,0,0.0,0.0
16,99,2,6,A,D,6,2,D,A,I would choose slot machine A.,0,0,0.0,0.0
17,99,2,7,A,C,2,7,A,C,I would choose slot machine C.,1,0,0.0,0.0
18,99,3,4,G,B,3,4,G,B,I would choose slot machine G.,0,1,0.0,0.0
19,99,3,5,G,E,5,3,E,G,I would choose slot machine E.,1,1,0.0,0.0
20,99,3,6,G,D,3,6,G,D,I would choose slot machine G.,0,1,0.0,0.0
21,99,3,7,G,C,3,7,G,C,I would choose slot machine C.,1,0,0.0,0.0
22,99,4,5,B,E,4,5,B,E,I would choose slot machine B.,0,1,0.0,0.0
23,99,4,6,B,D,4,6,B,D,I would choose slot machine B.,0,1,0.0,0.0
24,99,4,7,B,C,4,7,B,C,I would choose slot machine C.,1,0,0.0,0.0
25,99,5,6,E,D,6,5,D,E,I would choose slot machine E.,0,0,0.0,0.0
26,99,5,7,E,C,7,5,C,E,I would choose slot machine C.,1,1,0.0,0.0
27,99,6,7,D,C,6,7,D,C,I would choose slot machine C.,1,0,0.0,0.0
