trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,C,B,0,1,C,B,I would choose slot machine C.,0,1,14,20
1,1,2,3,D,A,2,3,D,A,I would choose slot machine A.,1,0,20,23
2,0,0,1,C,B,1,0,B,C,I would choose slot machine C.,0,0,15,21
3,2,4,5,G,E,5,4,E,G,I would choose slot machine E.,1,1,28,30
4,3,6,7,F,H,6,7,F,H,I would choose slot machine F.,0,1,33,35
5,3,6,7,F,H,7,6,H,F,I would choose slot machine H.,1,1,31,35
6,1,2,3,D,A,2,3,D,A,I would choose slot machine A.,1,0,19,24
7,0,0,1,C,B,0,1,C,B,I would choose slot machine B.,1,0,16,16
8,0,0,1,C,B,1,0,B,C,I would choose slot machine B.,1,1,17,20
9,2,4,5,G,E,4,5,G,E,I would choose slot machine E.,1,0,26,30
10,0,0,1,C,B,0,1,C,B,I would choose slot machine C.,0,1,13,17
11,3,6,7,F,H,6,7,F,H,I would choose slot machine H.,1,0,32,34
12,1,2,3,D,A,3,2,A,D,I would choose slot machine D.,0,0,20,23
13,3,6,7,F,H,7,6,H,F,I would choose slot machine H.,1,1,33,37
14,0,0,1,C,B,1,0,B,C,I would choose slot machine B.,1,1,16,17
15,2,4,5,G,E,4,5,G,E,I would choose slot machine E.,1,0,27,30
16,2,4,5,G,E,5,4,E,G,I would choose slot machine E.,1,1,26,30
17,2,4,5,G,E,5,4,E,G,I would choose slot machine E.,1,1,27,28
18,0,0,1,C,B,0,1,C,B,I would choose slot machine C.,0,1,15,17
19,2,4,5,G,E,4,5,G,E,I would choose slot machine G.,0,1,25,30
20,2,4,5,G,E,4,5,G,E,I would choose slot machine E.,1,0,25,29
21,1,2,3,D,A,2,3,D,A,I would choose slot machine A.,1,0,19,24
22,3,6,7,F,H,6,7,F,H,I would choose slot machine F.,0,1,34,36
23,3,6,7,F,H,7,6,H,F,I would choose slot machine H.,1,1,33,37
24,1,2,3,D,A,3,2,A,D,I would choose slot machine A.,1,1,20,25
25,1,2,3,D,A,2,3,D,A,I would choose slot machine A.,1,0,20,25
26,3,6,7,F,H,7,6,H,F,I would choose slot machine H.,1,1,32,34
27,0,0,1,C,B,1,0,B,C,I would choose slot machine B.,1,1,14,16
28,1,2,3,D,A,3,2,A,D,I would choose slot machine A.,1,1,20,24
29,1,2,3,D,A,3,2,A,D,I would choose slot machine A.,1,1,21,23
30,0,0,1,C,B,0,1,C,B,I would choose slot machine C.,0,1,17,17
31,1,2,3,D,A,2,3,D,A,I would choose slot machine A.,1,0,21,24
32,3,6,7,F,H,6,7,F,H,I would choose slot machine H.,1,0,31,34
33,3,6,7,F,H,6,7,F,H,I would choose slot machine F.,0,1,33,37
34,3,6,7,F,H,6,7,F,H,I would choose slot machine H.,1,0,33,35
35,3,6,7,F,H,7,6,H,F,I would choose slot machine H.,1,1,34,36
36,2,4,5,G,E,5,4,E,G,I would choose slot machine E.,1,1,26,29
37,3,6,7,F,H,6,7,F,H,I would choose slot machine F.,0,1,31,36
38,1,2,3,D,A,2,3,D,A,I would choose slot machine A.,1,0,18,22
39,0,0,1,C,B,1,0,B,C,I would choose slot machine B.,1,1,14,18
40,0,0,1,C,B,0,1,C,B,I would choose slot machine C.,0,1,14,18
41,2,4,5,G,E,4,5,G,E,I would choose slot machine G.,0,1,27,29
42,2,4,5,G,E,4,5,G,E,I would choose slot machine G.,0,1,27,29
43,1,2,3,D,A,3,2,A,D,I would choose slot machine A.,1,1,21,24
44,0,0,1,C,B,1,0,B,C,I would choose slot machine B.,1,1,15,16
45,0,0,1,C,B,1,0,B,C,I would choose slot machine B.,1,1,14,18
