trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,D,G,2,3,D,G,I would choose slot machine D.,0,1,19,23
1,2,4,5,B,F,5,4,F,B,I would choose slot machine F.,1,1,27,32
2,2,4,5,B,F,5,4,F,B,I would choose slot machine F.,1,1,26,29
3,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,32,35
4,2,4,5,B,F,4,5,B,F,I would choose slot machine F.,1,0,28,30
5,0,0,1,A,E,0,1,A,E,I would choose slot machine A.,0,1,14,18
6,2,4,5,B,F,4,5,B,F,I would choose slot machine F.,1,0,26,30
7,2,4,5,B,F,5,4,F,B,I would choose slot machine F.,1,1,25,30
8,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,32,35
9,0,0,1,A,E,1,0,E,A,I would choose slot machine E.,1,1,15,19
10,3,6,7,C,H,6,7,C,H,I would choose slot machine H.,1,0,33,36
11,0,0,1,A,E,0,1,A,E,I would choose slot machine E.,1,0,14,18
12,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,31,35
13,2,4,5,B,F,4,5,B,F,I would choose slot machine F.,1,0,28,28
14,0,0,1,A,E,1,0,E,A,I would choose slot machine E.,1,1,14,17
15,1,2,3,D,G,3,2,G,D,I would choose slot machine G.,1,1,21,23
16,0,0,1,A,E,0,1,A,E,I would choose slot machine E.,1,0,17,17
17,2,4,5,B,F,5,4,F,B,I would choose slot machine F.,1,1,28,29
18,1,2,3,D,G,2,3,D,G,I would choose slot machine G.,1,0,20,23
19,2,4,5,B,F,4,5,B,F,I would choose slot machine F.,1,0,28,28
20,1,2,3,D,G,3,2,G,D,I would choose slot machine G.,1,1,20,24
21,1,2,3,D,G,3,2,G,D,I would choose slot machine G.,1,1,19,22
22,1,2,3,D,G,2,3,D,G,I would choose slot machine D.,0,1,20,23
23,2,4,5,B,F,4,5,B,F,I would choose slot machine F.,1,0,26,29
24,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,32,33
25,1,2,3,D,G,3,2,G,D,I would choose slot machine G.,1,1,20,21
