trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,F,C,2,3,F,C,I would choose slot machine F.,0,1,-0.1,0.0
1,3,6,7,G,A,6,7,G,A,I would choose slot machine G.,0,1,0.0,1.0
2,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.1,0.1
3,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,0.0,1.0
4,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,0.0,1.0
5,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,0.0,0.0
6,0,0,1,H,B,0,1,H,B,I would choose slot machine B.,1,0,-1.0,0.0
7,0,0,1,H,B,0,1,H,B,I would choose slot machine B.,1,0,-1.0,0.0
8,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,-0.1,0.0
9,3,6,7,G,A,7,6,A,G,I would choose slot machine A.,1,1,0.0,1.0
10,0,0,1,H,B,1,0,B,H,I would choose slot machine B.,1,1,-1.0,0.0
11,0,0,1,H,B,1,0,B,H,I would choose slot machine B.,1,1,-1.0,-1.0
12,0,0,1,H,B,1,0,B,H,I would choose slot machine B.,1,1,-1.0,0.0
13,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.0,0.1
14,2,4,5,D,E,4,5,D,E,I would choose slot machine E.,1,0,0.1,0.0
15,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,0.0,0.0
16,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,-0.1,-0.1
17,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.0,0.1
18,0,0,1,H,B,1,0,B,H,I would choose slot machine B.,1,1,0.0,-1.0
19,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,-0.1,0.0
20,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,1.0,0.0
21,0,0,1,H,B,0,1,H,B,I would choose slot machine B.,1,0,0.0,0.0
22,1,2,3,F,C,2,3,F,C,I would choose slot machine F.,0,1,-0.1,0.0
23,1,2,3,F,C,2,3,F,C,I would choose slot machine F.,0,1,-0.1,-0.1
24,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.0,0.1
25,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,0.0,0.0
26,2,4,5,D,E,4,5,D,E,I would choose slot machine E.,1,0,0.0,0.1
27,0,0,1,H,B,1,0,B,H,I would choose slot machine H.,0,0,-1.0,0.0
28,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.0,0.0
29,1,2,3,F,C,2,3,F,C,I would choose slot machine F.,0,1,0.0,0.0
30,3,6,7,G,A,7,6,A,G,I would choose slot machine A.,1,1,0.0,1.0
31,0,0,1,H,B,1,0,B,H,I would choose slot machine B.,1,1,-1.0,0.0
32,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,0.0,0.0
33,0,0,1,H,B,0,1,H,B,I would choose slot machine B.,1,0,-1.0,-1.0
34,2,4,5,D,E,4,5,D,E,I would choose slot machine D.,0,1,0.0,0.1
35,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,-0.1,-0.1
36,2,4,5,D,E,4,5,D,E,I would choose slot machine E.,1,0,0.0,0.1
37,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.1,0.1
38,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.0,0.1
39,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,-0.1,0.0
40,1,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,-0.1,0.0
41,0,0,1,H,B,1,0,B,H,I would choose slot machine B.,1,1,-1.0,0.0
42,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,0.0,1.0
43,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,1.0,1.0
44,3,6,7,G,A,7,6,A,G,I would choose slot machine G.,0,0,1.0,1.0
45,2,4,5,D,E,5,4,E,D,I would choose slot machine E.,1,1,0.0,0.0
46,3,6,7,G,A,6,7,G,A,I would choose slot machine A.,1,0,0.0,1.0
47,0,0,1,H,B,0,1,H,B,I would choose slot machine B.,1,0,0.0,0.0
0,99,0,1,H,B,0,1,H,B,I would choose slot machine B.,1,0,0.0,0.0
1,99,0,2,H,F,0,2,H,F,I would choose slot machine F.,1,0,0.0,0.0
2,99,0,3,H,C,3,0,C,H,I would choose slot machine C.,1,1,0.0,0.0
3,99,0,4,H,D,4,0,D,H,I would choose slot machine D.,1,1,0.0,0.0
4,99,0,5,H,E,0,5,H,E,I would choose slot machine E.,1,0,0.0,0.0
5,99,0,6,H,G,6,0,G,H,I would choose slot machine G.,1,1,0.0,0.0
6,99,0,7,H,A,0,7,H,A,I would choose slot machine A.,1,0,0.0,0.0
7,99,1,2,B,F,1,2,B,F,I would choose slot machine F.,1,0,0.0,0.0
8,99,1,3,B,C,1,3,B,C,I would choose slot machine C.,1,0,0.0,0.0
9,99,1,4,B,D,4,1,D,B,I would choose slot machine D.,1,1,0.0,0.0
10,99,1,5,B,E,1,5,B,E,I would choose slot machine E.,1,0,0.0,0.0
11,99,1,6,B,G,6,1,G,B,I would choose slot machine G.,1,1,0.0,0.0
12,99,1,7,B,A,1,7,B,A,I would choose slot machine A.,1,0,0.0,0.0
13,99,2,3,F,C,3,2,C,F,I would choose slot machine C.,1,1,0.0,0.0
14,99,2,4,F,D,2,4,F,D,I would choose slot machine D.,1,0,0.0,0.0
