trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,D,E,7,6,E,D,I would choose slot machine E.,1,1,1.0,0.0
1,0,0,1,G,H,1,0,H,G,I would choose slot machine G.,0,0,-1.0,0.0
2,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,-0.1,-0.1
3,0,0,1,G,H,0,1,G,H,I would choose slot machine G.,0,1,0.0,0.0
4,2,4,5,A,F,5,4,F,A,I would choose slot machine F.,1,1,0.1,0.1
5,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,-0.1,0.0
6,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,-0.1,0.0
7,1,2,3,C,B,3,2,B,C,I would choose slot machine B.,1,1,-0.1,-0.1
8,2,4,5,A,F,5,4,F,A,I would choose slot machine A.,0,0,0.0,0.1
9,2,4,5,A,F,4,5,A,F,I would choose slot machine F.,1,0,0.0,0.0
10,0,0,1,G,H,1,0,H,G,I would choose slot machine G.,0,0,-1.0,0.0
11,3,6,7,D,E,7,6,E,D,I would choose slot machine D.,0,0,0.0,1.0
12,2,4,5,A,F,5,4,F,A,I would choose slot machine F.,1,1,0.1,0.1
13,3,6,7,D,E,7,6,E,D,I would choose slot machine E.,1,1,0.0,1.0
14,3,6,7,D,E,6,7,D,E,I would choose slot machine E.,1,0,0.0,1.0
15,2,4,5,A,F,4,5,A,F,I would choose slot machine F.,1,0,0.0,0.1
16,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,-0.1,0.0
17,2,4,5,A,F,5,4,F,A,I would choose slot machine F.,1,1,0.1,0.0
18,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,0.0,-1.0
19,3,6,7,D,E,7,6,E,D,I would choose slot machine E.,1,1,0.0,1.0
20,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,-0.1,0.0
21,0,0,1,G,H,1,0,H,G,I would choose slot machine G.,0,0,-1.0,0.0
22,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,0.0,0.0
23,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,-0.1,0.0
24,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,-0.1,-0.1
25,3,6,7,D,E,7,6,E,D,I would choose slot machine E.,1,1,1.0,1.0
26,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,-1.0,0.0
27,2,4,5,A,F,4,5,A,F,I would choose slot machine A.,0,1,0.0,0.1
28,3,6,7,D,E,6,7,D,E,I would choose slot machine E.,1,0,0.0,1.0
29,2,4,5,A,F,5,4,F,A,I would choose slot machine F.,1,1,0.0,0.1
30,2,4,5,A,F,4,5,A,F,I would choose slot machine A.,0,1,0.0,0.1
31,2,4,5,A,F,4,5,A,F,I would choose slot machine A.,0,1,0.0,0.1
32,1,2,3,C,B,3,2,B,C,I would choose slot machine C.,0,0,0.0,0.0
33,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,-1.0,-1.0
34,3,6,7,D,E,6,7,D,E,I would choose slot machine E.,1,0,1.0,1.0
35,0,0,1,G,H,1,0,H,G,I would choose slot machine G.,0,0,-1.0,0.0
36,1,2,3,C,B,2,3,C,B,I would choose slot machine C.,0,1,0.0,0.0
37,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,-1.0,0.0
38,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,-1.0,0.0
39,3,6,7,D,E,7,6,E,D,I would choose slot machine E.,1,1,0.0,1.0
40,3,6,7,D,E,7,6,E,D,I would choose slot machine E.,1,1,0.0,0.0
41,2,4,5,A,F,5,4,F,A,I would choose slot machine F.,1,1,0.0,0.0
42,3,6,7,D,E,6,7,D,E,I would choose slot machine E.,1,0,0.0,0.0
43,0,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,-1.0,0.0
44,3,6,7,D,E,6,7,D,E,I would choose slot machine E.,1,0,0.0,1.0
45,2,4,5,A,F,4,5,A,F,I would choose slot machine F.,1,0,0.0,0.1
46,0,0,1,G,H,1,0,H,G,I would choose slot machine G.,0,0,0.0,-1.0
