trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,H,F,1,0,F,H,I would choose slot machine H.,0,0,20.0,25.0
1,1,2,3,E,G,3,2,G,E,I would choose slot machine G.,1,1,27.0,26.0
2,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,10.0
3,3,6,7,A,B,6,7,A,B,I would choose slot machine A.,0,1,29.0,34.0
4,2,4,5,D,C,5,4,C,D,I would choose slot machine C.,1,1,28.0,27.0
5,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,27.0,26.0
6,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,27.0,26.0
7,0,0,1,H,F,0,1,H,F,I would choose slot machine H.,0,1,20.0,25.0
8,2,4,5,D,C,5,4,C,D,I would choose slot machine D.,0,0,28.0,27.0
9,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
10,3,6,7,A,B,6,7,A,B,I would choose slot machine B.,1,0,29.0,34.0
11,1,2,3,E,G,3,2,G,E,I would choose slot machine E.,0,0,12.0,26.0
12,3,6,7,A,B,6,7,A,B,I would choose slot machine B.,1,0,29.0,34.0
13,3,6,7,A,B,6,7,A,B,I would choose slot machine B.,1,0,29.0,34.0
14,2,4,5,D,C,5,4,C,D,I would choose slot machine D.,0,0,28.0,42.0
15,3,6,7,A,B,7,6,B,A,I would choose slot machine B.,1,1,29.0,34.0
16,3,6,7,A,B,7,6,B,A,I would choose slot machine B.,1,1,29.0,34.0
17,1,2,3,E,G,3,2,G,E,I would choose slot machine E.,0,0,27.0,26.0
18,2,4,5,D,C,4,5,D,C,I would choose slot machine C.,1,0,28.0,42.0
19,3,6,7,A,B,6,7,A,B,I would choose slot machine B.,1,0,29.0,34.0
20,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
21,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,27.0,26.0
22,3,6,7,A,B,7,6,B,A,I would choose slot machine B.,1,1,29.0,34.0
23,2,4,5,D,C,4,5,D,C,I would choose slot machine D.,0,1,28.0,27.0
24,0,0,1,H,F,0,1,H,F,I would choose slot machine F.,1,0,20.0,25.0
25,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,27.0,26.0
26,0,0,1,H,F,0,1,H,F,I would choose slot machine F.,1,0,20.0,25.0
27,3,6,7,A,B,7,6,B,A,I would choose slot machine B.,1,1,29.0,34.0
28,1,2,3,E,G,3,2,G,E,I would choose slot machine E.,0,0,27.0,26.0
29,2,4,5,D,C,4,5,D,C,I would choose slot machine C.,1,0,28.0,27.0
30,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,10.0
31,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,27.0,26.0
32,3,6,7,A,B,7,6,B,A,I would choose slot machine B.,1,1,29.0,34.0
33,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
34,3,6,7,A,B,7,6,B,A,I would choose slot machine B.,1,1,29.0,34.0
35,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
36,0,0,1,H,F,0,1,H,F,I would choose slot machine F.,1,0,20.0,10.0
37,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,12.0,26.0
38,2,4,5,D,C,4,5,D,C,I would choose slot machine C.,1,0,28.0,27.0
39,3,6,7,A,B,6,7,A,B,I would choose slot machine B.,1,0,44.0,34.0
40,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
41,1,2,3,E,G,3,2,G,E,I would choose slot machine E.,0,0,12.0,26.0
42,2,4,5,D,C,5,4,C,D,I would choose slot machine C.,1,1,28.0,27.0
43,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,27.0,26.0
44,1,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,27.0,26.0
45,3,6,7,A,B,7,6,B,A,I would choose slot machine B.,1,1,29.0,34.0
