trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,F,H,0,1,F,H,"Slot machine F has a 30% chance of winning $10, a 30% chance of winning $20, and a 40% chance of losing $10.
Slot machine H has a 20% chance of winning $15, a 30% chance of winning $10, and a 50% chance of losing $10.

I would choose slot machine F.",0,1,-1.0,-1.0
1,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.0,0.1
2,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,-1.0,0.0
3,1,2,3,E,D,3,2,D,E,I would choose slot machine D.,1,1,0.0,0.0
4,1,2,3,E,D,3,2,D,E,I would choose slot machine D.,1,1,-0.1,0.0
5,3,6,7,A,G,7,6,G,A,I would choose slot machine G.,1,1,1.0,1.0
6,1,2,3,E,D,3,2,D,E,I would choose slot machine D.,1,1,-0.1,0.0
7,1,2,3,E,D,2,3,E,D,I would choose slot machine D.,1,0,0.0,0.0
8,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,-1.0,-1.0
9,0,0,1,F,H,0,1,F,H,I would choose slot machine F.,0,1,-1.0,0.0
10,3,6,7,A,G,6,7,A,G,I would choose slot machine G.,1,0,0.0,1.0
11,3,6,7,A,G,6,7,A,G,I would choose slot machine G.,1,0,0.0,1.0
12,1,2,3,E,D,3,2,D,E,I would choose slot machine E.,0,0,-0.1,0.0
13,1,2,3,E,D,3,2,D,E,I would choose slot machine D.,1,1,-0.1,0.0
14,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.0,0.0
15,3,6,7,A,G,6,7,A,G,I would choose slot machine G.,1,0,1.0,1.0
16,3,6,7,A,G,6,7,A,G,I would choose slot machine G.,1,0,0.0,0.0
17,1,2,3,E,D,3,2,D,E,I would choose slot machine D.,1,1,0.0,-0.1
18,3,6,7,A,G,7,6,G,A,I would choose slot machine G.,1,1,0.0,1.0
19,1,2,3,E,D,3,2,D,E,I would choose slot machine E.,0,0,-0.1,0.0
20,0,0,1,F,H,1,0,H,F,I would choose slot machine H.,1,1,-1.0,0.0
21,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.0,0.0
22,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.1,0.1
23,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.1,0.1
24,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.0,0.1
25,1,2,3,E,D,3,2,D,E,I would choose slot machine D.,1,1,-0.1,0.0
26,1,2,3,E,D,2,3,E,D,I would choose slot machine E.,0,1,-0.1,-0.1
