trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,A,B,E,4,2,3,E,A,B,I would choose slot machine E.,1,1,16,32,48
1,2,5,-99,6,J,--,G,6,-99,5,G,--,J,I would choose slot machine G.,1,1,14,0,86
2,3,7,8,9,D,I,F,9,8,7,F,I,D,I would choose slot machine F.,1,1,14,49,86
3,2,5,-99,6,J,--,G,5,-99,6,J,--,G,I would choose slot machine G.,1,0,12,0,89
4,3,7,8,9,D,I,F,7,8,9,D,I,F,I would choose slot machine F.,1,0,13,53,90
5,3,7,8,9,D,I,F,9,8,7,F,I,D,I would choose slot machine F.,1,1,15,53,86
6,2,5,-99,6,J,--,G,5,-99,6,J,--,G,I would choose slot machine G.,1,0,13,0,86
7,0,0,-99,1,H,--,C,1,-99,0,C,--,H,I would choose slot machine H.,0,0,13,0,48
8,2,5,-99,6,J,--,G,6,-99,5,G,--,J,I would choose slot machine G.,1,1,12,0,87
9,1,2,3,4,A,B,E,2,3,4,A,B,E,I would choose slot machine E.,1,0,15,30,48
10,2,5,-99,6,J,--,G,5,-99,6,J,--,G,I would choose slot machine G.,1,0,13,0,84
11,2,5,-99,6,J,--,G,5,-99,6,J,--,G,I would choose slot machine G.,1,0,14,0,84
12,2,5,-99,6,J,--,G,6,-99,5,G,--,J,I would choose slot machine G.,1,1,15,0,84
13,2,5,-99,6,J,--,G,5,-99,6,J,--,G,I would choose slot machine G.,1,0,10,0,86
14,3,7,8,9,D,I,F,7,8,9,D,I,F,I would choose slot machine F.,1,0,12,50,87
15,1,2,3,4,A,B,E,3,4,2,B,E,A,I would choose slot machine E.,1,0,15,32,50
16,2,5,-99,6,J,--,G,6,-99,5,G,--,J,I would choose slot machine G.,1,1,12,0,84
17,2,5,-99,6,J,--,G,6,-99,5,G,--,J,I would choose slot machine G.,1,1,18,0,84
18,1,2,3,4,A,B,E,4,3,2,E,B,A,I would choose slot machine E.,1,1,10,32,51
19,2,5,-99,6,J,--,G,5,-99,6,J,--,G,I would choose slot machine G.,1,0,16,0,88
20,3,7,8,9,D,I,F,8,9,7,I,F,D,I would choose slot machine F.,1,0,15,47,88
21,0,0,-99,1,H,--,C,0,-99,1,H,--,C,I would choose slot machine C.,1,0,14,0,48
22,0,0,-99,1,H,--,C,0,-99,1,H,--,C,I would choose slot machine C.,1,0,16,0,44
23,3,7,8,9,D,I,F,9,7,8,F,D,I,I would choose slot machine F.,1,1,11,48,82
24,3,7,8,9,D,I,F,9,8,7,F,I,D,I would choose slot machine F.,1,1,16,49,87
25,0,0,-99,1,H,--,C,1,-99,0,C,--,H,I would choose slot machine C.,1,1,15,0,47
26,3,7,8,9,D,I,F,7,9,8,D,F,I,I would choose slot machine F.,1,0,12,49,83
27,2,5,-99,6,J,--,G,6,-99,5,G,--,J,I would choose slot machine G.,1,1,16,0,84
28,0,0,-99,1,H,--,C,1,-99,0,C,--,H,I would choose slot machine C.,1,1,14,0,49
29,2,5,-99,6,J,--,G,6,-99,5,G,--,J,I would choose slot machine G.,1,1,13,0,85
