trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine F.,0,1,10,0,49
1,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,16,0,48
2,1,2,3,4,C,I,J,2,4,3,C,J,I,I would choose slot machine C.,0,1,13,30,49
3,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,13,0,47
4,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,12,0,49
5,3,7,8,9,B,H,G,8,7,9,H,B,G,I would choose slot machine H.,0,1,15,51,85
6,1,2,3,4,C,I,J,4,2,3,J,C,I,I would choose slot machine J.,1,1,16,33,50
7,2,5,-99,6,E,--,A,6,-99,5,A,--,E,I would choose slot machine E.,0,0,13,0,88
8,1,2,3,4,C,I,J,4,3,2,J,I,C,I would choose slot machine J.,1,1,10,32,52
9,2,5,-99,6,E,--,A,5,-99,6,E,--,A,I would choose slot machine A.,1,0,13,0,84
10,1,2,3,4,C,I,J,2,4,3,C,J,I,I would choose slot machine J.,1,0,13,34,47
11,3,7,8,9,B,H,G,7,8,9,B,H,G,I would choose slot machine G.,1,0,8,51,86
12,2,5,-99,6,E,--,A,5,-99,6,E,--,A,I would choose slot machine A.,1,0,13,0,84
13,3,7,8,9,B,H,G,9,7,8,G,B,H,I would choose slot machine G.,1,1,14,48,86
14,3,7,8,9,B,H,G,8,7,9,H,B,G,I would choose slot machine G.,1,0,16,51,87
15,2,5,-99,6,E,--,A,6,-99,5,A,--,E,I would choose slot machine A.,1,1,11,0,86
16,1,2,3,4,C,I,J,4,2,3,J,C,I,I would choose slot machine J.,1,1,15,32,51
17,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,16,0,49
18,1,2,3,4,C,I,J,4,2,3,J,C,I,I would choose slot machine J.,1,1,10,31,48
19,1,2,3,4,C,I,J,3,2,4,I,C,J,I would choose slot machine J.,1,0,12,29,51
20,1,2,3,4,C,I,J,3,2,4,I,C,J,I would choose slot machine J.,1,0,14,34,46
21,2,5,-99,6,E,--,A,5,-99,6,E,--,A,I would choose slot machine A.,1,0,11,0,88
22,3,7,8,9,B,H,G,8,9,7,H,G,B,I would choose slot machine G.,1,0,14,49,82
23,3,7,8,9,B,H,G,8,7,9,H,B,G,I would choose slot machine G.,1,0,14,51,83
24,3,7,8,9,B,H,G,8,9,7,H,G,B,I would choose slot machine H.,0,1,14,47,84
25,2,5,-99,6,E,--,A,5,-99,6,E,--,A,I would choose slot machine A.,1,0,15,0,84
