trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,F,E,B,4,3,2,B,E,F,I would choose slot machine B.,1,1,15,34,46
1,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,16,0,50
2,0,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,15,0,46
3,3,7,8,9,J,A,D,7,9,8,J,D,A,I would choose slot machine J.,0,1,16,50,84
4,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,14,0,85
5,3,7,8,9,J,A,D,7,9,8,J,D,A,I would choose slot machine D.,1,0,14,52,85
6,1,2,3,4,F,E,B,4,2,3,B,F,E,I would choose slot machine B.,1,1,17,31,49
7,1,2,3,4,F,E,B,2,4,3,F,B,E,I would choose slot machine B.,1,0,13,27,48
8,1,2,3,4,F,E,B,3,4,2,E,B,F,I would choose slot machine E.,0,1,14,32,49
9,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,15,0,84
10,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,14,0,86
11,3,7,8,9,J,A,D,8,7,9,A,J,D,I would choose slot machine D.,1,0,14,49,88
12,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,14,0,49
13,1,2,3,4,F,E,B,3,2,4,E,F,B,I would choose slot machine E.,0,1,15,31,50
14,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,12,0,47
15,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,11,0,52
16,3,7,8,9,J,A,D,7,8,9,J,A,D,I would choose slot machine D.,1,0,11,49,88
17,0,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,16,0,49
18,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,12,0,83
19,0,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,17,0,50
20,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,15,0,87
21,3,7,8,9,J,A,D,9,7,8,D,J,A,I would choose slot machine D.,1,1,15,49,84
22,0,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,12,0,49
23,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,14,0,85
24,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,14,0,49
25,1,2,3,4,F,E,B,2,3,4,F,E,B,I would choose slot machine B.,1,0,13,30,51
26,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,12,0,88
27,1,2,3,4,F,E,B,4,3,2,B,E,F,I would choose slot machine B.,1,1,17,31,48
28,0,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,11,0,49
29,3,7,8,9,J,A,D,8,7,9,A,J,D,I would choose slot machine D.,1,0,15,49,87
30,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,11,0,83
31,1,2,3,4,F,E,B,2,4,3,F,B,E,I would choose slot machine F.,0,1,12,31,47
32,1,2,3,4,F,E,B,4,3,2,B,E,F,I would choose slot machine B.,1,1,10,31,54
33,3,7,8,9,J,A,D,8,7,9,A,J,D,I would choose slot machine D.,1,0,14,49,86
34,3,7,8,9,J,A,D,7,9,8,J,D,A,I would choose slot machine D.,1,0,12,50,87
35,3,7,8,9,J,A,D,7,9,8,J,D,A,I would choose slot machine D.,1,0,13,50,88
36,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,13,0,48
37,1,2,3,4,F,E,B,2,3,4,F,E,B,I would choose slot machine B.,1,0,15,32,50
38,3,7,8,9,J,A,D,9,7,8,D,J,A,I would choose slot machine D.,1,1,10,48,87
39,3,7,8,9,J,A,D,9,7,8,D,J,A,I would choose slot machine D.,1,1,13,50,88
40,1,2,3,4,F,E,B,2,3,4,F,E,B,I would choose slot machine B.,1,0,12,31,49
41,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,11,0,48
42,1,2,3,4,F,E,B,4,3,2,B,E,F,I would choose slot machine B.,1,1,11,31,51
43,1,2,3,4,F,E,B,2,4,3,F,B,E,I would choose slot machine F.,0,1,19,35,50
44,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,14,0,88
45,3,7,8,9,J,A,D,7,8,9,J,A,D,I would choose slot machine D.,1,0,15,47,86
46,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,14,0,85
47,3,7,8,9,J,A,D,8,9,7,A,D,J,I would choose slot machine D.,1,0,14,49,89
48,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,13,0,86
49,3,7,8,9,J,A,D,8,9,7,A,D,J,I would choose slot machine D.,1,0,11,48,88
50,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,12,0,85
51,0,0,-99,1,C,--,I,1,-99,0,I,--,C,I would choose slot machine I.,1,1,13,0,50
52,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,8,0,85
53,0,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,11,0,44
54,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,13,0,83
55,1,2,3,4,F,E,B,2,3,4,F,E,B,I would choose slot machine F.,0,1,15,34,49
56,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,12,0,84
57,3,7,8,9,J,A,D,7,9,8,J,D,A,I would choose slot machine D.,1,0,12,48,84
58,1,2,3,4,F,E,B,4,2,3,B,F,E,I would choose slot machine B.,1,1,13,30,48
59,0,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,13,0,48
0,99,0,-99,1,C,--,I,0,-99,1,C,--,I,I would choose slot machine I.,1,0,0,0,0
1,99,0,-99,2,C,--,F,2,-99,0,F,--,C,I would choose slot machine F.,1,1,0,0,0
2,99,0,-99,3,C,--,E,0,-99,3,C,--,E,I would choose slot machine E.,1,0,0,0,0
3,99,0,-99,4,C,--,B,0,-99,4,C,--,B,I would choose slot machine B.,1,0,0,0,0
4,99,0,-99,5,C,--,G,5,-99,0,G,--,C,I would choose slot machine G.,1,1,0,0,0
5,99,0,-99,6,C,--,H,0,-99,6,C,--,H,I would choose slot machine H.,1,0,0,0,0
