trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,C,I,H,4,3,2,H,I,C,I would choose slot machine H.,1,1,14,33,50
1,1,2,3,4,C,I,H,3,2,4,I,C,H,I would choose slot machine H.,1,0,13,32,49
2,2,5,-99,6,A,--,F,6,-99,5,F,--,A,I would choose slot machine F.,1,1,12,0,86
3,2,5,-99,6,A,--,F,6,-99,5,F,--,A,I would choose slot machine F.,1,1,14,0,86
4,0,0,-99,1,B,--,J,1,-99,0,J,--,B,I would choose slot machine J.,1,1,11,0,51
5,1,2,3,4,C,I,H,3,2,4,I,C,H,I would choose slot machine H.,1,0,17,33,48
6,0,0,-99,1,B,--,J,0,-99,1,B,--,J,I would choose slot machine J.,1,0,11,0,50
7,3,7,8,9,G,E,D,8,7,9,E,G,D,I would choose slot machine E.,0,1,13,49,86
8,3,7,8,9,G,E,D,8,7,9,E,G,D,I would choose slot machine D.,1,0,11,54,81
9,1,2,3,4,C,I,H,3,2,4,I,C,H,I would choose slot machine H.,1,0,15,33,54
10,1,2,3,4,C,I,H,2,3,4,C,I,H,I would choose slot machine I.,0,0,14,32,49
11,2,5,-99,6,A,--,F,6,-99,5,F,--,A,I would choose slot machine F.,1,1,15,0,89
12,2,5,-99,6,A,--,F,6,-99,5,F,--,A,I would choose slot machine F.,1,1,14,0,85
13,1,2,3,4,C,I,H,3,2,4,I,C,H,I would choose slot machine H.,1,0,14,30,48
14,0,0,-99,1,B,--,J,1,-99,0,J,--,B,I would choose slot machine J.,1,1,15,0,49
15,2,5,-99,6,A,--,F,6,-99,5,F,--,A,I would choose slot machine F.,1,1,16,0,86
16,0,0,-99,1,B,--,J,0,-99,1,B,--,J,I would choose slot machine J.,1,0,16,0,47
17,0,0,-99,1,B,--,J,1,-99,0,J,--,B,I would choose slot machine J.,1,1,14,0,51
18,0,0,-99,1,B,--,J,1,-99,0,J,--,B,I would choose slot machine J.,1,1,16,0,45
19,3,7,8,9,G,E,D,7,9,8,G,D,E,I would choose slot machine G.,0,1,15,51,82
20,0,0,-99,1,B,--,J,0,-99,1,B,--,J,I would choose slot machine J.,1,0,13,0,52
21,0,0,-99,1,B,--,J,1,-99,0,J,--,B,I would choose slot machine J.,1,1,14,0,47
22,0,0,-99,1,B,--,J,0,-99,1,B,--,J,I would choose slot machine J.,1,0,14,0,51
23,2,5,-99,6,A,--,F,5,-99,6,A,--,F,I would choose slot machine F.,1,0,13,0,85
24,1,2,3,4,C,I,H,4,3,2,H,I,C,I would choose slot machine H.,1,1,16,32,49
25,3,7,8,9,G,E,D,8,7,9,E,G,D,I would choose slot machine D.,1,0,14,48,87
26,3,7,8,9,G,E,D,7,8,9,G,E,D,I would choose slot machine D.,1,0,12,50,87
27,3,7,8,9,G,E,D,9,7,8,D,G,E,I would choose slot machine D.,1,1,16,48,87
28,2,5,-99,6,A,--,F,5,-99,6,A,--,F,I would choose slot machine F.,1,0,16,0,87
29,1,2,3,4,C,I,H,3,4,2,I,H,C,I would choose slot machine I.,0,1,14,30,53
30,3,7,8,9,G,E,D,8,9,7,E,D,G,I would choose slot machine E.,0,1,14,52,84
31,2,5,-99,6,A,--,F,5,-99,6,A,--,F,I would choose slot machine F.,1,0,17,0,84
32,2,5,-99,6,A,--,F,5,-99,6,A,--,F,I would choose slot machine F.,1,0,9,0,84
33,1,2,3,4,C,I,H,3,2,4,I,C,H,I would choose slot machine H.,1,0,12,36,48
34,2,5,-99,6,A,--,F,6,-99,5,F,--,A,I would choose slot machine F.,1,1,15,0,86
35,0,0,-99,1,B,--,J,0,-99,1,B,--,J,I would choose slot machine J.,1,0,11,0,50
36,3,7,8,9,G,E,D,8,9,7,E,D,G,I would choose slot machine E.,0,1,15,52,87
37,3,7,8,9,G,E,D,7,8,9,G,E,D,I would choose slot machine D.,1,0,12,47,83
38,3,7,8,9,G,E,D,9,7,8,D,G,E,I would choose slot machine D.,1,1,12,47,79
39,3,7,8,9,G,E,D,7,9,8,G,D,E,I would choose slot machine G.,0,1,14,49,85
