trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,F,D,I,2,3,4,F,D,I,I would choose slot machine F.,0,1,14,30,50
1,3,7,8,9,A,G,J,8,9,7,G,J,A,I would choose slot machine G.,0,1,14,49,86
2,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,15,0,84
3,2,5,-99,6,C,--,E,5,-99,6,C,--,E,I would choose slot machine E.,1,0,11,0,83
4,0,0,-99,1,H,--,B,1,-99,0,B,--,H,I would choose slot machine B.,1,1,15,0,50
5,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,11,0,48
6,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,11,0,48
7,0,0,-99,1,H,--,B,1,-99,0,B,--,H,I would choose slot machine B.,1,1,18,0,47
8,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,16,0,50
9,3,7,8,9,A,G,J,9,8,7,J,G,A,I would choose slot machine J.,1,1,11,49,86
10,1,2,3,4,F,D,I,2,3,4,F,D,I,I would choose slot machine I.,1,0,12,33,50
11,3,7,8,9,A,G,J,8,7,9,G,A,J,I would choose slot machine J.,1,0,14,51,83
12,0,0,-99,1,H,--,B,1,-99,0,B,--,H,I would choose slot machine B.,1,1,12,0,49
13,2,5,-99,6,C,--,E,5,-99,6,C,--,E,I would choose slot machine E.,1,0,13,0,87
14,2,5,-99,6,C,--,E,5,-99,6,C,--,E,I would choose slot machine E.,1,0,13,0,84
15,1,2,3,4,F,D,I,2,4,3,F,I,D,I would choose slot machine I.,1,0,14,29,50
16,1,2,3,4,F,D,I,4,3,2,I,D,F,I would choose slot machine I.,1,1,17,33,46
17,0,0,-99,1,H,--,B,1,-99,0,B,--,H,I would choose slot machine B.,1,1,15,0,50
18,1,2,3,4,F,D,I,4,3,2,I,D,F,I would choose slot machine I.,1,1,12,31,50
19,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,15,0,51
20,3,7,8,9,A,G,J,9,8,7,J,G,A,I would choose slot machine J.,1,1,14,50,88
21,3,7,8,9,A,G,J,7,8,9,A,G,J,I would choose slot machine J.,1,0,14,54,83
22,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,15,0,89
23,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,16,0,83
24,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,13,0,87
25,1,2,3,4,F,D,I,4,2,3,I,F,D,I would choose slot machine I.,1,1,14,32,49
26,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,13,0,51
27,3,7,8,9,A,G,J,7,9,8,A,J,G,I would choose slot machine J.,1,0,16,50,87
28,2,5,-99,6,C,--,E,5,-99,6,C,--,E,I would choose slot machine E.,1,0,12,0,85
29,3,7,8,9,A,G,J,9,7,8,J,A,G,I would choose slot machine J.,1,1,11,50,85
30,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,15,0,47
31,1,2,3,4,F,D,I,2,4,3,F,I,D,I would choose slot machine I.,1,0,14,30,54
32,1,2,3,4,F,D,I,4,3,2,I,D,F,I would choose slot machine I.,1,1,15,34,48
33,2,5,-99,6,C,--,E,5,-99,6,C,--,E,I would choose slot machine E.,1,0,14,0,87
34,1,2,3,4,F,D,I,4,3,2,I,D,F,I would choose slot machine I.,1,1,15,30,49
35,1,2,3,4,F,D,I,2,4,3,F,I,D,I would choose slot machine I.,1,0,15,33,49
36,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,12,0,50
37,3,7,8,9,A,G,J,9,8,7,J,G,A,I would choose slot machine J.,1,1,13,50,82
38,3,7,8,9,A,G,J,8,9,7,G,J,A,I would choose slot machine J.,1,0,11,53,84
39,3,7,8,9,A,G,J,7,8,9,A,G,J,I would choose slot machine J.,1,0,14,53,83
40,3,7,8,9,A,G,J,9,8,7,J,G,A,I would choose slot machine J.,1,1,14,49,89
41,3,7,8,9,A,G,J,8,9,7,G,J,A,I would choose slot machine J.,1,0,13,52,87
42,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,14,0,89
43,2,5,-99,6,C,--,E,5,-99,6,C,--,E,I would choose slot machine E.,1,0,12,0,83
44,0,0,-99,1,H,--,B,1,-99,0,B,--,H,I would choose slot machine B.,1,1,11,0,49
45,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,13,0,87
46,3,7,8,9,A,G,J,9,8,7,J,G,A,I would choose slot machine J.,1,1,14,50,86
47,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,16,0,87
48,1,2,3,4,F,D,I,2,3,4,F,D,I,I would choose slot machine I.,1,0,10,32,51
49,1,2,3,4,F,D,I,4,3,2,I,D,F,I would choose slot machine I.,1,1,11,34,47
50,0,0,-99,1,H,--,B,1,-99,0,B,--,H,I would choose slot machine B.,1,1,18,0,51
51,1,2,3,4,F,D,I,2,3,4,F,D,I,I would choose slot machine I.,1,0,15,34,52
52,2,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,13,0,83
53,3,7,8,9,A,G,J,9,8,7,J,G,A,I would choose slot machine J.,1,1,14,52,84
54,2,5,-99,6,C,--,E,5,-99,6,C,--,E,I would choose slot machine E.,1,0,16,0,89
55,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,12,0,49
56,3,7,8,9,A,G,J,9,7,8,J,A,G,I would choose slot machine J.,1,1,16,55,87
57,1,2,3,4,F,D,I,3,4,2,D,I,F,I would choose slot machine I.,1,0,14,30,48
58,0,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,16,0,51
59,1,2,3,4,F,D,I,3,2,4,D,F,I,I would choose slot machine I.,1,0,13,26,50
0,99,0,-99,1,H,--,B,0,-99,1,H,--,B,I would choose slot machine B.,1,0,0,0,0
1,99,0,-99,2,H,--,F,0,-99,2,H,--,F,I would choose slot machine H.,0,1,0,0,0
2,99,0,-99,3,H,--,D,3,-99,0,D,--,H,I would choose slot machine D.,1,1,0,0,0
3,99,0,-99,4,H,--,I,4,-99,0,I,--,H,I would choose slot machine I.,1,1,0,0,0
4,99,0,-99,5,H,--,C,5,-99,0,C,--,H,I would choose slot machine C.,1,1,0,0,0
5,99,0,-99,6,H,--,E,0,-99,6,H,--,E,I would choose slot machine E.,1,0,0,0,0
6,99,0,-99,7,H,--,A,0,-99,7,H,--,A,I would choose slot machine H.,0,1,0,0,0
7,99,0,-99,8,H,--,G,0,-99,8,H,--,G,I would choose slot machine G.,1,0,0,0,0
8,99,0,-99,9,H,--,J,0,-99,9,H,--,J,I would choose slot machine J.,1,0,0,0,0
9,99,1,-99,2,B,--,F,2,-99,1,F,--,B,I would choose slot machine F.,1,1,0,0,0
10,99,1,-99,3,B,--,D,1,-99,3,B,--,D,I would choose slot machine B.,0,1,0,0,0
11,99,1,-99,4,B,--,I,4,-99,1,I,--,B,I would choose slot machine I.,1,1,0,0,0
12,99,1,-99,5,B,--,C,5,-99,1,C,--,B,I would choose slot machine B.,0,0,0,0,0
13,99,1,-99,6,B,--,E,6,-99,1,E,--,B,I would choose slot machine E.,1,1,0,0,0
14,99,1,-99,7,B,--,A,7,-99,1,A,--,B,I would choose slot machine B.,0,0,0,0,0
15,99,1,-99,8,B,--,G,8,-99,1,G,--,B,I would choose slot machine G.,1,1,0,0,0
16,99,1,-99,9,B,--,J,9,-99,1,J,--,B,I would choose slot machine J.,1,1,0,0,0
17,99,2,-99,3,F,--,D,3,-99,2,D,--,F,I would choose slot machine D.,1,1,0,0,0
18,99,2,-99,4,F,--,I,2,-99,4,F,--,I,I would choose slot machine I.,1,0,0,0,0
19,99,2,-99,5,F,--,C,5,-99,2,C,--,F,I would choose slot machine C.,1,1,0,0,0
20,99,2,-99,6,F,--,E,2,-99,6,F,--,E,I would choose slot machine E.,1,0,0,0,0
21,99,2,-99,7,F,--,A,2,-99,7,F,--,A,I would choose slot machine F.,0,1,0,0,0
22,99,2,-99,8,F,--,G,8,-99,2,G,--,F,I would choose slot machine G.,1,1,0,0,0
23,99,2,-99,9,F,--,J,9,-99,2,J,--,F,I would choose slot machine J.,1,1,0,0,0
24,99,3,-99,4,D,--,I,4,-99,3,I,--,D,I would choose slot machine I.,1,1,0,0,0
25,99,3,-99,5,D,--,C,5,-99,3,C,--,D,I would choose slot machine D.,0,0,0,0,0
26,99,3,-99,6,D,--,E,3,-99,6,D,--,E,I would choose slot machine E.,1,0,0,0,0
27,99,3,-99,7,D,--,A,7,-99,3,A,--,D,I would choose slot machine D.,0,0,0,0,0
28,99,3,-99,8,D,--,G,3,-99,8,D,--,G,I would choose slot machine G.,1,0,0,0,0
29,99,3,-99,9,D,--,J,3,-99,9,D,--,J,I would choose slot machine J.,1,0,0,0,0
30,99,4,-99,5,I,--,C,5,-99,4,C,--,I,I would choose slot machine I.,0,0,0,0,0
31,99,4,-99,6,I,--,E,6,-99,4,E,--,I,I would choose slot machine E.,1,1,0,0,0
32,99,4,-99,7,I,--,A,7,-99,4,A,--,I,I would choose slot machine I.,0,0,0,0,0
33,99,4,-99,8,I,--,G,8,-99,4,G,--,I,I would choose slot machine G.,1,1,0,0,0
34,99,4,-99,9,I,--,J,4,-99,9,I,--,J,I would choose slot machine J.,1,0,0,0,0
35,99,5,-99,6,C,--,E,6,-99,5,E,--,C,I would choose slot machine E.,1,1,0,0,0
36,99,5,-99,7,C,--,A,5,-99,7,C,--,A,I would choose slot machine C.,0,1,0,0,0
37,99,5,-99,8,C,--,G,5,-99,8,C,--,G,I would choose slot machine G.,1,0,0,0,0
38,99,5,-99,9,C,--,J,9,-99,5,J,--,C,I would choose slot machine J.,1,1,0,0,0
39,99,6,-99,7,E,--,A,6,-99,7,E,--,A,I would choose slot machine E.,0,1,0,0,0
40,99,6,-99,8,E,--,G,8,-99,6,G,--,E,I would choose slot machine E.,0,0,0,0,0
41,99,6,-99,9,E,--,J,6,-99,9,E,--,J,I would choose slot machine E.,0,1,0,0,0
42,99,7,-99,8,A,--,G,8,-99,7,G,--,A,I would choose slot machine G.,1,1,0,0,0
43,99,7,-99,9,A,--,J,7,-99,9,A,--,J,I would choose slot machine J.,1,0,0,0,0
44,99,8,-99,9,G,--,J,8,-99,9,G,--,J,I would choose slot machine J.,1,0,0,0,0
