trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,I,H,G,4,3,2,G,H,I,I would choose slot machine G.,1,1,13,31,46
1,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,12,0,50
2,2,5,-99,6,A,--,C,5,-99,6,A,--,C,I would choose slot machine A.,0,1,14,0,90
3,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,14,0,52
4,1,2,3,4,I,H,G,4,3,2,G,H,I,I would choose slot machine G.,1,1,11,34,47
5,1,2,3,4,I,H,G,3,4,2,H,G,I,I would choose slot machine G.,1,0,15,35,53
6,1,2,3,4,I,H,G,3,2,4,H,I,G,I would choose slot machine G.,1,0,14,31,49
7,3,7,8,9,J,B,E,7,9,8,J,E,B,I would choose slot machine J.,0,1,12,50,85
8,1,2,3,4,I,H,G,2,4,3,I,G,H,I would choose slot machine G.,1,0,14,29,49
9,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,11,0,52
10,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,13,0,52
11,1,2,3,4,I,H,G,2,3,4,I,H,G,I would choose slot machine G.,1,0,11,32,50
12,1,2,3,4,I,H,G,3,2,4,H,I,G,I would choose slot machine G.,1,0,12,34,50
13,1,2,3,4,I,H,G,4,2,3,G,I,H,I would choose slot machine G.,1,1,14,28,49
14,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,11,0,52
15,0,0,-99,1,F,--,D,1,-99,0,D,--,F,I would choose slot machine D.,1,1,13,0,54
16,2,5,-99,6,A,--,C,5,-99,6,A,--,C,I would choose slot machine C.,1,0,15,0,86
17,0,0,-99,1,F,--,D,0,-99,1,F,--,D,I would choose slot machine D.,1,0,16,0,52
18,3,7,8,9,J,B,E,9,8,7,E,B,J,I would choose slot machine E.,1,1,16,52,82
19,3,7,8,9,J,B,E,7,9,8,J,E,B,I would choose slot machine E.,1,0,12,46,84
20,2,5,-99,6,A,--,C,6,-99,5,C,--,A,I would choose slot machine C.,1,1,16,0,83
