trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,A,E,7,6,E,A,I would choose slot machine E.,1,1,32,34
1,2,4,5,G,C,4,5,G,C,I would choose slot machine G.,0,1,25,28
2,2,4,5,G,C,5,4,C,G,I would choose slot machine C.,1,1,27,30
3,2,4,5,G,C,4,5,G,C,I would choose slot machine C.,1,0,27,29
4,3,6,7,A,E,7,6,E,A,I would choose slot machine E.,1,1,33,35
5,2,4,5,G,C,5,4,C,G,I would choose slot machine C.,1,1,26,30
6,0,0,1,F,B,1,0,B,F,I would choose slot machine B.,1,1,14,19
7,1,2,3,D,H,3,2,H,D,I would choose slot machine D.,0,0,22,24
8,2,4,5,G,C,5,4,C,G,I would choose slot machine C.,1,1,25,29
9,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,21,24
10,3,6,7,A,E,6,7,A,E,I would choose slot machine E.,1,0,32,36
11,0,0,1,F,B,0,1,F,B,I would choose slot machine B.,1,0,16,19
12,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,21,24
13,1,2,3,D,H,2,3,D,H,I would choose slot machine H.,1,0,21,25
14,3,6,7,A,E,7,6,E,A,I would choose slot machine E.,1,1,32,35
15,1,2,3,D,H,3,2,H,D,I would choose slot machine H.,1,1,22,23
16,0,0,1,F,B,1,0,B,F,I would choose slot machine B.,1,1,15,16
17,2,4,5,G,C,5,4,C,G,I would choose slot machine C.,1,1,25,31
18,3,6,7,A,E,6,7,A,E,I would choose slot machine E.,1,0,32,35
19,0,0,1,F,B,0,1,F,B,I would choose slot machine B.,1,0,14,16
20,3,6,7,A,E,7,6,E,A,I would choose slot machine E.,1,1,31,36
21,0,0,1,F,B,0,1,F,B,I would choose slot machine B.,1,0,14,18
22,2,4,5,G,C,4,5,G,C,I would choose slot machine C.,1,0,25,32
23,1,2,3,D,H,2,3,D,H,I would choose slot machine H.,1,0,21,23
