trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,2,4,5,F,H,4,5,F,H,I would choose slot machine F.,0,1,26,29
1,1,2,3,G,D,2,3,G,D,I would choose slot machine G.,0,1,21,23
2,3,6,7,E,C,6,7,E,C,I would choose slot machine E.,0,1,32,34
3,1,2,3,G,D,3,2,D,G,I would choose slot machine D.,1,1,21,23
4,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,26,31
5,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,32,36
6,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,15,16
7,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,34,37
8,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,33,37
9,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,34,37
10,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,32,35
11,0,0,1,B,A,1,0,A,B,I would choose slot machine A.,1,1,14,18
12,1,2,3,G,D,3,2,D,G,I would choose slot machine D.,1,1,21,21
13,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,29,29
14,0,0,1,B,A,1,0,A,B,I would choose slot machine A.,1,1,15,15
15,1,2,3,G,D,2,3,G,D,I would choose slot machine D.,1,0,19,24
16,1,2,3,G,D,3,2,D,G,I would choose slot machine D.,1,1,22,21
17,0,0,1,B,A,1,0,A,B,I would choose slot machine A.,1,1,15,17
18,2,4,5,F,H,4,5,F,H,I would choose slot machine H.,1,0,26,30
19,1,2,3,G,D,2,3,G,D,I would choose slot machine G.,0,1,20,24
20,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,33,36
21,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,26,30
22,2,4,5,F,H,4,5,F,H,I would choose slot machine H.,1,0,26,30
23,0,0,1,B,A,1,0,A,B,I would choose slot machine A.,1,1,15,19
24,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,16,19
25,0,0,1,B,A,1,0,A,B,I would choose slot machine A.,1,1,14,18
26,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,26,29
27,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,27,29
28,1,2,3,G,D,3,2,D,G,I would choose slot machine D.,1,1,20,24
29,2,4,5,F,H,4,5,F,H,I would choose slot machine H.,1,0,26,31
30,0,0,1,B,A,1,0,A,B,I would choose slot machine A.,1,1,16,18
31,2,4,5,F,H,4,5,F,H,I would choose slot machine H.,1,0,27,29
32,1,2,3,G,D,2,3,G,D,I would choose slot machine D.,1,0,22,23
33,1,2,3,G,D,2,3,G,D,I would choose slot machine D.,1,0,22,22
34,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,27,30
35,1,2,3,G,D,2,3,G,D,I would choose slot machine G.,0,1,20,23
36,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,31,36
37,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,26,30
38,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,31,36
39,1,2,3,G,D,2,3,G,D,I would choose slot machine D.,1,0,22,24
40,0,0,1,B,A,1,0,A,B,I would choose slot machine A.,1,1,13,16
41,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,33,35
42,1,2,3,G,D,3,2,D,G,I would choose slot machine D.,1,1,19,24
43,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,14,18
44,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,15,18
45,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,14,18
46,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,13,18
47,3,6,7,E,C,7,6,C,E,I would choose slot machine C.,1,1,33,34
48,2,4,5,F,H,5,4,H,F,I would choose slot machine H.,1,1,27,29
49,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,14,15
50,0,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,15,18
51,2,4,5,F,H,4,5,F,H,I would choose slot machine H.,1,0,27,30
52,1,2,3,G,D,2,3,G,D,I would choose slot machine D.,1,0,20,23
53,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,31,38
54,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,32,36
55,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,31,36
56,1,2,3,G,D,2,3,G,D,I would choose slot machine D.,1,0,21,26
57,2,4,5,F,H,4,5,F,H,I would choose slot machine H.,1,0,26,30
58,1,2,3,G,D,3,2,D,G,I would choose slot machine D.,1,1,22,25
59,3,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,32,37
0,99,0,1,B,A,0,1,B,A,I would choose slot machine A.,1,0,0,0
1,99,0,2,B,G,2,0,G,B,I would choose slot machine G.,1,1,0,0
2,99,0,3,B,D,0,3,B,D,I would choose slot machine D.,1,0,0,0
3,99,0,4,B,F,4,0,F,B,I would choose slot machine F.,1,1,0,0
4,99,0,5,B,H,0,5,B,H,I would choose slot machine H.,1,0,0,0
5,99,0,6,B,E,0,6,B,E,I would choose slot machine E.,1,0,0,0
6,99,0,7,B,C,7,0,C,B,I would choose slot machine C.,1,1,0,0
7,99,1,2,A,G,2,1,G,A,I would choose slot machine G.,1,1,0,0
8,99,1,3,A,D,3,1,D,A,I would choose slot machine D.,1,1,0,0
9,99,1,4,A,F,1,4,A,F,I would choose slot machine A.,0,1,0,0
10,99,1,5,A,H,5,1,H,A,I would choose slot machine H.,1,1,0,0
11,99,1,6,A,E,1,6,A,E,I would choose slot machine E.,1,0,0,0
12,99,1,7,A,C,7,1,C,A,I would choose slot machine C.,1,1,0,0
13,99,2,3,G,D,2,3,G,D,I would choose slot machine D.,1,0,0,0
14,99,2,4,G,F,4,2,F,G,I would choose slot machine F.,1,1,0,0
15,99,2,5,G,H,2,5,G,H,I would choose slot machine H.,1,0,0,0
16,99,2,6,G,E,2,6,G,E,I would choose slot machine G.,0,1,0,0
17,99,2,7,G,C,7,2,C,G,I would choose slot machine C.,1,1,0,0
18,99,3,4,D,F,4,3,F,D,I would choose slot machine D.,0,0,0,0
19,99,3,5,D,H,5,3,H,D,I would choose slot machine H.,1,1,0,0
20,99,3,6,D,E,3,6,D,E,I would choose slot machine D.,0,1,0,0
21,99,3,7,D,C,7,3,C,D,I would choose slot machine C.,1,1,0,0
22,99,4,5,F,H,4,5,F,H,I would choose slot machine H.,1,0,0,0
23,99,4,6,F,E,4,6,F,E,I would choose slot machine F.,0,1,0,0
24,99,4,7,F,C,4,7,F,C,I would choose slot machine C.,1,0,0,0
25,99,5,6,H,E,6,5,E,H,I would choose slot machine H.,0,0,0,0
26,99,5,7,H,C,5,7,H,C,I would choose slot machine C.,1,0,0,0
27,99,6,7,E,C,6,7,E,C,I would choose slot machine C.,1,0,0,0
