trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,12.0,26.0
1,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,42.0
2,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,42.0
3,2,4,5,B,C,4,5,B,C,I would choose slot machine C.,1,0,28.0,27.0
4,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
5,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
6,0,0,1,F,A,0,1,F,A,I would choose slot machine F.,0,1,20.0,25.0
7,0,0,1,F,A,0,1,F,A,I would choose slot machine A.,1,0,20.0,10.0
8,0,0,1,F,A,0,1,F,A,I would choose slot machine F.,0,1,20.0,25.0
9,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,25.0
10,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
11,1,2,3,D,E,2,3,D,E,I would choose slot machine E.,1,0,27.0,26.0
12,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
13,1,2,3,D,E,2,3,D,E,I would choose slot machine E.,1,0,27.0,26.0
14,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,10.0
15,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
16,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,27.0,26.0
17,3,6,7,G,H,6,7,G,H,I would choose slot machine G.,0,1,29.0,34.0
18,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
19,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,25.0
20,3,6,7,G,H,6,7,G,H,I would choose slot machine G.,0,1,29.0,34.0
21,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
22,1,2,3,D,E,2,3,D,E,I would choose slot machine D.,0,1,27.0,26.0
23,1,2,3,D,E,2,3,D,E,I would choose slot machine D.,0,1,27.0,26.0
24,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,25.0
25,1,2,3,D,E,2,3,D,E,I would choose slot machine D.,0,1,27.0,26.0
26,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
27,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,27.0,26.0
28,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,12.0,26.0
29,3,6,7,G,H,6,7,G,H,I would choose slot machine G.,0,1,29.0,34.0
30,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
31,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,25.0
32,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,10.0
33,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,27.0,26.0
34,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,25.0
35,1,2,3,D,E,2,3,D,E,I would choose slot machine E.,1,0,27.0,26.0
36,0,0,1,F,A,0,1,F,A,I would choose slot machine F.,0,1,20.0,25.0
37,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,27.0,26.0
38,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,42.0
39,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
40,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,44.0,34.0
41,0,0,1,F,A,0,1,F,A,I would choose slot machine F.,0,1,20.0,25.0
42,2,4,5,B,C,4,5,B,C,I would choose slot machine C.,1,0,28.0,27.0
43,1,2,3,D,E,2,3,D,E,I would choose slot machine E.,1,0,27.0,26.0
44,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,12.0,26.0
45,0,0,1,F,A,0,1,F,A,I would choose slot machine F.,0,1,20.0,25.0
46,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,25.0
47,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
48,0,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,20.0,25.0
49,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
50,2,4,5,B,C,4,5,B,C,I would choose slot machine B.,0,1,28.0,27.0
51,3,6,7,G,H,6,7,G,H,I would choose slot machine G.,0,1,44.0,34.0
52,1,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,27.0,26.0
53,2,4,5,B,C,4,5,B,C,I would choose slot machine B.,0,1,28.0,27.0
54,3,6,7,G,H,7,6,H,G,I would choose slot machine G.,0,0,29.0,34.0
55,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,44.0,34.0
56,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
57,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
58,2,4,5,B,C,4,5,B,C,I would choose slot machine B.,0,1,28.0,27.0
59,3,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,29.0,34.0
0,99,0,1,F,A,1,0,A,F,I would choose slot machine F.,0,0,0.0,0.0
1,99,0,2,F,D,2,0,D,F,I would choose slot machine D.,1,1,0.0,0.0
2,99,0,3,F,E,3,0,E,F,I would choose slot machine E.,1,1,0.0,0.0
3,99,0,4,F,B,4,0,B,F,I would choose slot machine B.,1,1,0.0,0.0
4,99,0,5,F,C,0,5,F,C,I would choose slot machine F.,0,1,0.0,0.0
5,99,0,6,F,G,6,0,G,F,I would choose slot machine G.,1,1,0.0,0.0
6,99,0,7,F,H,7,0,H,F,I would choose slot machine H.,1,1,0.0,0.0
7,99,1,2,A,D,2,1,D,A,I would choose slot machine D.,1,1,0.0,0.0
8,99,1,3,A,E,1,3,A,E,I would choose slot machine E.,1,0,0.0,0.0
9,99,1,4,A,B,4,1,B,A,I would choose slot machine B.,1,1,0.0,0.0
10,99,1,5,A,C,5,1,C,A,I would choose slot machine C.,1,1,0.0,0.0
11,99,1,6,A,G,1,6,A,G,I would choose slot machine G.,1,0,0.0,0.0
12,99,1,7,A,H,7,1,H,A,I would choose slot machine H.,1,1,0.0,0.0
13,99,2,3,D,E,3,2,E,D,I would choose slot machine E.,1,1,0.0,0.0
14,99,2,4,D,B,4,2,B,D,I would choose slot machine B.,1,1,0.0,0.0
15,99,2,5,D,C,2,5,D,C,I would choose slot machine D.,0,1,0.0,0.0
16,99,2,6,D,G,6,2,G,D,I would choose slot machine G.,1,1,0.0,0.0
17,99,2,7,D,H,2,7,D,H,I would choose slot machine H.,1,0,0.0,0.0
18,99,3,4,E,B,3,4,E,B,I would choose slot machine E.,0,1,0.0,0.0
19,99,3,5,E,C,3,5,E,C,I would choose slot machine E.,0,1,0.0,0.0
20,99,3,6,E,G,6,3,G,E,I would choose slot machine G.,1,1,0.0,0.0
21,99,3,7,E,H,3,7,E,H,I would choose slot machine E.,0,1,0.0,0.0
22,99,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.0,0.0
23,99,4,6,B,G,6,4,G,B,I would choose slot machine G.,1,1,0.0,0.0
24,99,4,7,B,H,7,4,H,B,I would choose slot machine H.,1,1,0.0,0.0
25,99,5,6,C,G,5,6,C,G,I would choose slot machine G.,1,0,0.0,0.0
26,99,5,7,C,H,7,5,H,C,I would choose slot machine H.,1,1,0.0,0.0
27,99,6,7,G,H,7,6,H,G,I would choose slot machine H.,1,1,0.0,0.0
