trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,B,H,3,2,H,B,I would choose slot machine H.,1,1,12.0,26.0
1,3,6,7,C,E,7,6,E,C,I would choose slot machine E.,1,1,44.0,34.0
2,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,25.0
3,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,10.0
4,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,12.0,26.0
5,3,6,7,C,E,6,7,C,E,I would choose slot machine C.,0,1,29.0,34.0
6,0,0,1,F,D,0,1,F,D,I would choose slot machine F.,0,1,20.0,25.0
7,1,2,3,B,H,3,2,H,B,I would choose slot machine H.,1,1,27.0,26.0
8,2,4,5,G,A,4,5,G,A,I would choose slot machine A.,1,0,28.0,27.0
9,3,6,7,C,E,7,6,E,C,I would choose slot machine E.,1,1,29.0,34.0
10,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,29.0,34.0
11,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,25.0
12,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,25.0
13,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,25.0
14,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,27.0,26.0
15,2,4,5,G,A,4,5,G,A,I would choose slot machine G.,0,1,28.0,27.0
16,2,4,5,G,A,4,5,G,A,I would choose slot machine G.,0,1,28.0,27.0
17,2,4,5,G,A,5,4,A,G,I would choose slot machine G.,0,0,28.0,42.0
18,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,10.0
19,3,6,7,C,E,7,6,E,C,I would choose slot machine E.,1,1,29.0,34.0
20,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,25.0
21,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,29.0,34.0
22,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,27.0,26.0
23,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,27.0,26.0
24,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,29.0,34.0
25,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,29.0,34.0
26,2,4,5,G,A,5,4,A,G,I would choose slot machine A.,1,1,28.0,42.0
27,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,29.0,34.0
28,3,6,7,C,E,7,6,E,C,I would choose slot machine E.,1,1,29.0,34.0
29,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,25.0
30,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,27.0,26.0
31,2,4,5,G,A,5,4,A,G,I would choose slot machine A.,1,1,28.0,27.0
32,2,4,5,G,A,4,5,G,A,I would choose slot machine A.,1,0,28.0,27.0
33,2,4,5,G,A,5,4,A,G,I would choose slot machine A.,1,1,28.0,27.0
34,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,27.0,26.0
35,2,4,5,G,A,4,5,G,A,I would choose slot machine G.,0,1,28.0,27.0
36,0,0,1,F,D,1,0,D,F,I would choose slot machine D.,1,1,20.0,25.0
37,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,29.0,34.0
38,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,20.0,25.0
39,2,4,5,G,A,5,4,A,G,I would choose slot machine A.,1,1,28.0,42.0
40,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,27.0,26.0
41,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,29.0,34.0
42,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,20.0,10.0
43,1,2,3,B,H,3,2,H,B,I would choose slot machine H.,1,1,27.0,26.0
44,2,4,5,G,A,5,4,A,G,I would choose slot machine A.,1,1,28.0,27.0
45,1,2,3,B,H,3,2,H,B,I would choose slot machine H.,1,1,12.0,26.0
46,3,6,7,C,E,6,7,C,E,I would choose slot machine E.,1,0,44.0,34.0
47,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,20.0,25.0
48,0,0,1,F,D,0,1,F,D,I would choose slot machine D.,1,0,20.0,25.0
49,2,4,5,G,A,5,4,A,G,I would choose slot machine A.,1,1,28.0,27.0
50,1,2,3,B,H,2,3,B,H,I would choose slot machine H.,1,0,27.0,26.0
51,2,4,5,G,A,5,4,A,G,I would choose slot machine A.,1,1,28.0,27.0
52,2,4,5,G,A,4,5,G,A,I would choose slot machine A.,1,0,28.0,27.0
53,2,4,5,G,A,4,5,G,A,I would choose slot machine A.,1,0,28.0,27.0
54,1,2,3,B,H,3,2,H,B,I would choose slot machine H.,1,1,27.0,26.0
