trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,B,E,2,3,B,E,I would choose slot machine E.,1,0,27.0,26.0
1,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,28.0,42.0
2,1,2,3,B,E,2,3,B,E,I would choose slot machine B.,0,1,27.0,26.0
3,1,2,3,B,E,3,2,E,B,I would choose slot machine B.,0,0,27.0,26.0
4,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,28.0,27.0
5,0,0,1,H,C,0,1,H,C,I would choose slot machine H.,0,1,20.0,25.0
6,1,2,3,B,E,3,2,E,B,I would choose slot machine B.,0,0,12.0,26.0
7,0,0,1,H,C,1,0,C,H,I would choose slot machine C.,1,1,20.0,25.0
8,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,28.0,42.0
9,3,6,7,A,D,6,7,A,D,I would choose slot machine A.,0,1,44.0,34.0
10,3,6,7,A,D,7,6,D,A,I would choose slot machine A.,0,0,29.0,34.0
11,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,28.0,27.0
12,3,6,7,A,D,7,6,D,A,I would choose slot machine D.,1,1,29.0,34.0
13,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,28.0,27.0
14,0,0,1,H,C,1,0,C,H,I would choose slot machine C.,1,1,20.0,10.0
15,3,6,7,A,D,7,6,D,A,I would choose slot machine D.,1,1,29.0,34.0
16,1,2,3,B,E,3,2,E,B,I would choose slot machine B.,0,0,12.0,26.0
17,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,28.0,27.0
18,1,2,3,B,E,3,2,E,B,I would choose slot machine B.,0,0,27.0,26.0
19,0,0,1,H,C,1,0,C,H,I would choose slot machine C.,1,1,20.0,25.0
20,1,2,3,B,E,2,3,B,E,I would choose slot machine B.,0,1,27.0,26.0
21,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,28.0,27.0
22,1,2,3,B,E,2,3,B,E,I would choose slot machine B.,0,1,27.0,26.0
23,0,0,1,H,C,1,0,C,H,I would choose slot machine C.,1,1,20.0,10.0
24,1,2,3,B,E,3,2,E,B,I would choose slot machine B.,0,0,27.0,26.0
25,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,28.0,27.0
