trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,C,H,7,6,H,C,"Slot machine H has a 30% chance of winning $10, a 60% chance of winning $0, and a 10% chance of losing $5.
Slot machine C has a 40% chance of winning $8, a 50% chance of winning $0, and a 10% chance of losing $2.

I would choose slot machine H.",1,1,1.0,1.0
1,2,4,5,D,F,4,5,D,F,I would choose slot machine D.,0,1,0.0,0.1
2,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,-0.1
3,0,0,1,B,E,1,0,E,B,I would choose slot machine E.,1,1,0.0,-1.0
4,3,6,7,C,H,6,7,C,H,I would choose slot machine H.,1,0,0.0,0.0
5,2,4,5,D,F,4,5,D,F,I would choose slot machine F.,1,0,0.0,0.0
6,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,1.0
7,0,0,1,B,E,0,1,B,E,I would choose slot machine B.,0,1,-1.0,-1.0
8,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
9,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,0.0,0.0
10,0,0,1,B,E,1,0,E,B,I would choose slot machine E.,1,1,0.0,0.0
11,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,1.0,0.0
12,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,1.0
13,0,0,1,B,E,1,0,E,B,I would choose slot machine E.,1,1,-1.0,0.0
14,0,0,1,B,E,1,0,E,B,I would choose slot machine E.,1,1,0.0,-1.0
15,2,4,5,D,F,4,5,D,F,I would choose slot machine D.,0,1,0.1,0.1
16,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
17,0,0,1,B,E,0,1,B,E,I would choose slot machine E.,1,0,-1.0,0.0
18,2,4,5,D,F,4,5,D,F,I would choose slot machine D.,0,1,0.0,0.1
19,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,1.0
20,2,4,5,D,F,4,5,D,F,I would choose slot machine D.,0,1,0.0,0.1
21,3,6,7,C,H,6,7,C,H,I would choose slot machine H.,1,0,0.0,0.0
22,2,4,5,D,F,4,5,D,F,I would choose slot machine D.,0,1,0.1,0.1
23,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,-0.1,0.0
24,2,4,5,D,F,4,5,D,F,I would choose slot machine D.,0,1,0.0,0.1
25,0,0,1,B,E,0,1,B,E,I would choose slot machine E.,1,0,-1.0,0.0
26,2,4,5,D,F,5,4,F,D,I would choose slot machine F.,1,1,0.0,0.1
27,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,0.0,0.0
28,0,0,1,B,E,0,1,B,E,I would choose slot machine E.,1,0,-1.0,0.0
29,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,1.0
30,0,0,1,B,E,1,0,E,B,I would choose slot machine E.,1,1,-1.0,0.0
31,0,0,1,B,E,0,1,B,E,I would choose slot machine E.,1,0,-1.0,0.0
32,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,-0.1
33,3,6,7,C,H,6,7,C,H,I would choose slot machine H.,1,0,1.0,1.0
34,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
35,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,0.0,0.0
36,2,4,5,D,F,4,5,D,F,I would choose slot machine D.,0,1,0.0,0.0
37,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,1.0
38,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,-0.1,0.0
39,2,4,5,D,F,5,4,F,D,I would choose slot machine F.,1,1,0.0,0.0
40,0,0,1,B,E,0,1,B,E,I would choose slot machine E.,1,0,-1.0,0.0
41,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,-0.1,0.0
42,2,4,5,D,F,5,4,F,D,I would choose slot machine F.,1,1,0.1,0.1
43,2,4,5,D,F,5,4,F,D,I would choose slot machine F.,1,1,0.0,0.1
44,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,1.0
45,0,0,1,B,E,0,1,B,E,I would choose slot machine E.,1,0,-1.0,0.0
46,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,1.0
47,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,-0.1,-0.1
0,99,0,1,B,E,0,1,B,E,I would choose slot machine E.,1,0,0.0,0.0
1,99,0,2,B,A,0,2,B,A,I would choose slot machine B.,0,1,0.0,0.0
2,99,0,3,B,G,0,3,B,G,I would choose slot machine G.,1,0,0.0,0.0
3,99,0,4,B,D,4,0,D,B,I would choose slot machine D.,1,1,0.0,0.0
4,99,0,5,B,F,5,0,F,B,I would choose slot machine F.,1,1,0.0,0.0
5,99,0,6,B,C,6,0,C,B,I would choose slot machine C.,1,1,0.0,0.0
6,99,0,7,B,H,0,7,B,H,I would choose slot machine H.,1,0,0.0,0.0
7,99,1,2,E,A,1,2,E,A,I would choose slot machine E.,0,1,0.0,0.0
8,99,1,3,E,G,1,3,E,G,I would choose slot machine E.,0,1,0.0,0.0
9,99,1,4,E,D,4,1,D,E,I would choose slot machine E.,0,0,0.0,0.0
10,99,1,5,E,F,5,1,F,E,I would choose slot machine F.,1,1,0.0,0.0
11,99,1,6,E,C,1,6,E,C,I would choose slot machine E.,0,1,0.0,0.0
12,99,1,7,E,H,7,1,H,E,I would choose slot machine H.,1,1,0.0,0.0
13,99,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,0.0,0.0
