trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,E,D,6,7,E,D,I would choose slot machine E.,0,1,29.0,34.0
1,2,4,5,H,B,5,4,B,H,I would choose slot machine B.,1,1,28.0,27.0
2,2,4,5,H,B,4,5,H,B,I would choose slot machine H.,0,1,28.0,27.0
3,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,20.0,25.0
4,3,6,7,E,D,6,7,E,D,I would choose slot machine D.,1,0,29.0,34.0
5,1,2,3,F,A,2,3,F,A,I would choose slot machine F.,0,1,27.0,26.0
6,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,20.0,25.0
7,2,4,5,H,B,5,4,B,H,I would choose slot machine H.,0,0,28.0,42.0
8,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,29.0,34.0
9,3,6,7,E,D,6,7,E,D,I would choose slot machine D.,1,0,29.0,34.0
10,1,2,3,F,A,2,3,F,A,I would choose slot machine F.,0,1,27.0,26.0
11,2,4,5,H,B,4,5,H,B,I would choose slot machine B.,1,0,28.0,27.0
12,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,29.0,34.0
13,1,2,3,F,A,3,2,A,F,I would choose slot machine F.,0,0,27.0,26.0
14,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,44.0,34.0
15,2,4,5,H,B,5,4,B,H,I would choose slot machine B.,1,1,28.0,27.0
16,2,4,5,H,B,5,4,B,H,I would choose slot machine H.,0,0,28.0,27.0
17,1,2,3,F,A,2,3,F,A,I would choose slot machine F.,0,1,27.0,26.0
18,2,4,5,H,B,5,4,B,H,I would choose slot machine B.,1,1,28.0,42.0
19,1,2,3,F,A,2,3,F,A,I would choose slot machine F.,0,1,27.0,26.0
20,1,2,3,F,A,3,2,A,F,I would choose slot machine F.,0,0,27.0,26.0
21,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,20.0,25.0
22,1,2,3,F,A,3,2,A,F,I would choose slot machine F.,0,0,27.0,26.0
23,1,2,3,F,A,3,2,A,F,I would choose slot machine F.,0,0,27.0,26.0
24,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,29.0,34.0
25,0,0,1,C,G,0,1,C,G,I would choose slot machine G.,1,0,20.0,25.0
26,2,4,5,H,B,5,4,B,H,I would choose slot machine B.,1,1,28.0,27.0
27,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,20.0,25.0
28,0,0,1,C,G,0,1,C,G,I would choose slot machine G.,1,0,20.0,10.0
29,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,44.0,34.0
30,3,6,7,E,D,7,6,D,E,I would choose slot machine E.,0,0,29.0,34.0
31,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,20.0,25.0
