trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,2,4,5,G,F,4,5,G,F,"Slot machine G has an expected payoff of $10 per spin.
Slot machine F has an expected payoff of $15 per spin.


I would choose slot machine F.",1,0,28.0,27.0
1,3,6,7,B,A,6,7,B,A,I would choose slot machine B.,0,1,29.0,34.0
2,3,6,7,B,A,6,7,B,A,I would choose slot machine A.,1,0,29.0,34.0
3,3,6,7,B,A,7,6,A,B,I would choose slot machine A.,1,1,29.0,34.0
4,1,2,3,E,C,3,2,C,E,I would choose slot machine C.,1,1,27.0,26.0
5,0,0,1,D,H,1,0,H,D,I would choose slot machine H.,1,1,20.0,10.0
6,1,2,3,E,C,3,2,C,E,I would choose slot machine E.,0,0,27.0,26.0
7,2,4,5,G,F,4,5,G,F,I would choose slot machine G.,0,1,28.0,27.0
8,0,0,1,D,H,1,0,H,D,I would choose slot machine D.,0,0,20.0,25.0
9,0,0,1,D,H,1,0,H,D,I would choose slot machine H.,1,1,20.0,25.0
10,1,2,3,E,C,2,3,E,C,I would choose slot machine E.,0,1,27.0,26.0
11,0,0,1,D,H,1,0,H,D,I would choose slot machine H.,1,1,20.0,25.0
12,1,2,3,E,C,2,3,E,C,I would choose slot machine E.,0,1,27.0,26.0
13,2,4,5,G,F,5,4,F,G,I would choose slot machine G.,0,0,28.0,27.0
14,1,2,3,E,C,3,2,C,E,I would choose slot machine E.,0,0,27.0,26.0
15,0,0,1,D,H,1,0,H,D,I would choose slot machine H.,1,1,20.0,25.0
16,2,4,5,G,F,4,5,G,F,I would choose slot machine G.,0,1,28.0,27.0
17,1,2,3,E,C,2,3,E,C,I would choose slot machine E.,0,1,12.0,26.0
18,1,2,3,E,C,3,2,C,E,I would choose slot machine E.,0,0,12.0,26.0
19,2,4,5,G,F,5,4,F,G,I would choose slot machine G.,0,0,28.0,27.0
20,2,4,5,G,F,5,4,F,G,I would choose slot machine G.,0,0,28.0,42.0
21,3,6,7,B,A,6,7,B,A,I would choose slot machine A.,1,0,29.0,34.0
22,2,4,5,G,F,4,5,G,F,I would choose slot machine G.,0,1,28.0,27.0
23,3,6,7,B,A,6,7,B,A,I would choose slot machine A.,1,0,44.0,34.0
24,0,0,1,D,H,1,0,H,D,I would choose slot machine H.,1,1,20.0,25.0
25,1,2,3,E,C,2,3,E,C,I would choose slot machine E.,0,1,27.0,26.0
26,2,4,5,G,F,5,4,F,G,I would choose slot machine G.,0,0,28.0,42.0
27,1,2,3,E,C,3,2,C,E,I would choose slot machine E.,0,0,27.0,26.0
28,1,2,3,E,C,3,2,C,E,I would choose slot machine E.,0,0,27.0,26.0
29,3,6,7,B,A,7,6,A,B,I would choose slot machine B.,0,0,29.0,34.0
30,3,6,7,B,A,7,6,A,B,I would choose slot machine A.,1,1,29.0,34.0
31,0,0,1,D,H,0,1,D,H,I would choose slot machine H.,1,0,20.0,25.0
32,3,6,7,B,A,7,6,A,B,I would choose slot machine A.,1,1,44.0,34.0
33,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,28.0,27.0
34,1,2,3,E,C,3,2,C,E,I would choose slot machine E.,0,0,27.0,26.0
35,3,6,7,B,A,7,6,A,B,I would choose slot machine A.,1,1,29.0,34.0
36,0,0,1,D,H,0,1,D,H,I would choose slot machine H.,1,0,20.0,25.0
