trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,2,4,5,D,C,5,4,C,D,,-99,-99,27,30
1,0,0,1,F,A,1,0,A,F,,-99,-99,15,17
2,3,6,7,H,G,6,7,H,G,,-99,-99,32,35
3,0,0,1,F,A,1,0,A,F,,-99,-99,15,17
4,0,0,1,F,A,1,0,A,F,,-99,-99,14,18
5,1,2,3,B,E,3,2,E,B,,-99,-99,21,20
6,1,2,3,B,E,2,3,B,E,,-99,-99,20,23
7,0,0,1,F,A,0,1,F,A,,-99,-99,16,17
8,3,6,7,H,G,6,7,H,G,,-99,-99,32,36
9,1,2,3,B,E,2,3,B,E,,-99,-99,21,25
10,3,6,7,H,G,7,6,G,H,,-99,-99,32,37
11,1,2,3,B,E,3,2,E,B,,-99,-99,22,22
12,3,6,7,H,G,6,7,H,G,,-99,-99,32,36
13,1,2,3,B,E,3,2,E,B,,-99,-99,20,23
14,2,4,5,D,C,5,4,C,D,,-99,-99,27,30
15,3,6,7,H,G,7,6,G,H,,-99,-99,31,35
16,2,4,5,D,C,5,4,C,D,,-99,-99,27,30
17,2,4,5,D,C,5,4,C,D,,-99,-99,28,29
18,2,4,5,D,C,5,4,C,D,,-99,-99,26,28
19,3,6,7,H,G,6,7,H,G,,-99,-99,33,35
20,1,2,3,B,E,3,2,E,B,,-99,-99,20,23
21,2,4,5,D,C,5,4,C,D,,-99,-99,27,30
22,1,2,3,B,E,3,2,E,B,,-99,-99,20,25
23,3,6,7,H,G,7,6,G,H,,-99,-99,34,34
24,0,0,1,F,A,1,0,A,F,,-99,-99,15,18
25,3,6,7,H,G,6,7,H,G,,-99,-99,34,37
26,0,0,1,F,A,0,1,F,A,,-99,-99,16,18
27,0,0,1,F,A,1,0,A,F,,-99,-99,13,16
28,3,6,7,H,G,6,7,H,G,,-99,-99,35,35
29,1,2,3,B,E,2,3,B,E,,-99,-99,22,25
30,0,0,1,F,A,1,0,A,F,,-99,-99,16,17
31,0,0,1,F,A,1,0,A,F,,-99,-99,12,18
32,2,4,5,D,C,4,5,D,C,,-99,-99,27,30
33,1,2,3,B,E,3,2,E,B,,-99,-99,21,23
34,1,2,3,B,E,3,2,E,B,,-99,-99,21,24
35,0,0,1,F,A,0,1,F,A,,-99,-99,13,19
36,2,4,5,D,C,5,4,C,D,,-99,-99,28,28
37,2,4,5,D,C,4,5,D,C,,-99,-99,28,29
38,2,4,5,D,C,5,4,C,D,,-99,-99,26,27
39,3,6,7,H,G,7,6,G,H,,-99,-99,31,36
0,99,0,1,F,A,1,0,A,F,A,1,1,0,0
1,99,0,2,F,B,0,2,F,B,F,0,1,0,0
2,99,0,3,F,E,3,0,E,F,E,1,1,0,0
3,99,0,4,F,D,4,0,D,F,D,1,1,0,0
4,99,0,5,F,C,0,5,F,C,F,0,1,0,0
5,99,0,6,F,H,6,0,H,F,H,1,1,0,0
6,99,0,7,F,G,0,7,F,G,F,0,1,0,0
7,99,1,2,A,B,1,2,A,B,A,0,1,0,0
8,99,1,3,A,E,3,1,E,A,E,1,1,0,0
9,99,1,4,A,D,4,1,D,A,D,1,1,0,0
10,99,1,5,A,C,1,5,A,C,C,1,0,0,0
11,99,1,6,A,H,6,1,H,A,H,1,1,0,0
12,99,1,7,A,G,7,1,G,A,G,1,1,0,0
13,99,2,3,B,E,2,3,B,E,B,0,1,0,0
14,99,2,4,B,D,2,4,B,D,B,0,1,0,0
15,99,2,5,B,C,2,5,B,C,B,0,1,0,0
16,99,2,6,B,H,2,6,B,H,H,1,0,0,0
17,99,2,7,B,G,7,2,G,B,G,1,1,0,0
18,99,3,4,E,D,3,4,E,D,E,0,1,0,0
19,99,3,5,E,C,5,3,C,E,C,1,1,0,0
20,99,3,6,E,H,3,6,E,H,H,1,0,0,0
21,99,3,7,E,G,7,3,G,E,G,1,1,0,0
22,99,4,5,D,C,4,5,D,C,C,1,0,0,0
23,99,4,6,D,H,6,4,H,D,H,1,1,0,0
24,99,4,7,D,G,4,7,D,G,G,1,0,0,0
25,99,5,6,C,H,6,5,H,C,H,1,1,0,0
26,99,5,7,C,G,7,5,G,C,G,1,1,0,0
27,99,6,7,H,G,7,6,G,H,G,1,1,0,0
