trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,2,4,5,E,A,5,4,A,E,,-99,-99,26,28
1,1,2,3,B,G,2,3,B,G,,-99,-99,20,24
2,0,0,1,D,F,1,0,F,D,,-99,-99,14,18
3,3,6,7,H,C,6,7,H,C,,-99,-99,34,36
4,2,4,5,E,A,5,4,A,E,,-99,-99,26,29
5,0,0,1,D,F,0,1,D,F,,-99,-99,15,17
6,2,4,5,E,A,5,4,A,E,,-99,-99,24,28
7,3,6,7,H,C,7,6,C,H,,-99,-99,32,33
8,3,6,7,H,C,7,6,C,H,,-99,-99,31,36
9,0,0,1,D,F,0,1,D,F,,-99,-99,14,17
10,0,0,1,D,F,0,1,D,F,,-99,-99,15,18
11,2,4,5,E,A,5,4,A,E,,-99,-99,28,30
12,1,2,3,B,G,3,2,G,B,,-99,-99,19,25
13,1,2,3,B,G,2,3,B,G,,-99,-99,20,24
14,3,6,7,H,C,7,6,C,H,,-99,-99,32,35
15,3,6,7,H,C,7,6,C,H,,-99,-99,33,35
16,1,2,3,B,G,2,3,B,G,,-99,-99,20,23
17,2,4,5,E,A,5,4,A,E,,-99,-99,25,31
18,1,2,3,B,G,2,3,B,G,,-99,-99,22,22
19,1,2,3,B,G,2,3,B,G,,-99,-99,21,24
20,0,0,1,D,F,1,0,F,D,,-99,-99,15,18
21,0,0,1,D,F,1,0,F,D,,-99,-99,15,18
22,0,0,1,D,F,1,0,F,D,,-99,-99,16,18
23,1,2,3,B,G,2,3,B,G,,-99,-99,21,23
24,3,6,7,H,C,6,7,H,C,,-99,-99,33,36
25,2,4,5,E,A,4,5,E,A,,-99,-99,27,28
26,3,6,7,H,C,7,6,C,H,,-99,-99,31,35
27,3,6,7,H,C,7,6,C,H,,-99,-99,32,35
28,3,6,7,H,C,6,7,H,C,,-99,-99,32,35
29,2,4,5,E,A,5,4,A,E,,-99,-99,26,30
30,0,0,1,D,F,0,1,D,F,,-99,-99,15,17
31,1,2,3,B,G,2,3,B,G,,-99,-99,21,24
32,3,6,7,H,C,7,6,C,H,,-99,-99,32,36
33,1,2,3,B,G,3,2,G,B,,-99,-99,19,23
34,1,2,3,B,G,3,2,G,B,,-99,-99,20,24
35,0,0,1,D,F,1,0,F,D,,-99,-99,15,17
36,2,4,5,E,A,5,4,A,E,,-99,-99,26,29
37,2,4,5,E,A,5,4,A,E,,-99,-99,26,29
38,2,4,5,E,A,4,5,E,A,,-99,-99,27,29
39,0,0,1,D,F,1,0,F,D,,-99,-99,14,18
0,99,0,1,D,F,1,0,F,D,F,1,1,0,0
1,99,0,2,D,B,0,2,D,B,B,1,0,0,0
2,99,0,3,D,G,0,3,D,G,G,1,0,0,0
3,99,0,4,D,E,0,4,D,E,D,0,1,0,0
4,99,0,5,D,A,0,5,D,A,A,1,0,0,0
5,99,0,6,D,H,6,0,H,D,H,1,1,0,0
6,99,0,7,D,C,7,0,C,D,C,1,1,0,0
7,99,1,2,F,B,1,2,F,B,F,0,1,0,0
8,99,1,3,F,G,3,1,G,F,G,1,1,0,0
9,99,1,4,F,E,1,4,F,E,F,0,1,0,0
10,99,1,5,F,A,1,5,F,A,F,0,1,0,0
11,99,1,6,F,H,6,1,H,F,H,1,1,0,0
12,99,1,7,F,C,7,1,C,F,C,1,1,0,0
13,99,2,3,B,G,3,2,G,B,G,1,1,0,0
14,99,2,4,B,E,4,2,E,B,E,1,1,0,0
15,99,2,5,B,A,2,5,B,A,B,0,1,0,0
16,99,2,6,B,H,6,2,H,B,H,1,1,0,0
17,99,2,7,B,C,7,2,C,B,C,1,1,0,0
18,99,3,4,G,E,4,3,E,G,E,1,1,0,0
19,99,3,5,G,A,5,3,A,G,A,1,1,0,0
20,99,3,6,G,H,6,3,H,G,H,1,1,0,0
21,99,3,7,G,C,7,3,C,G,C,1,1,0,0
22,99,4,5,E,A,5,4,A,E,A,1,1,0,0
23,99,4,6,E,H,6,4,H,E,H,1,1,0,0
24,99,4,7,E,C,7,4,C,E,C,1,1,0,0
25,99,5,6,A,H,6,5,H,A,H,1,1,0,0
26,99,5,7,A,C,5,7,A,C,C,1,0,0,0
27,99,6,7,H,C,6,7,H,C,H,0,1,0,0
