trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,H,B,6,7,H,B,,-99,-99,31,36
1,1,2,3,C,A,2,3,C,A,,-99,-99,22,25
2,2,4,5,F,G,4,5,F,G,,-99,-99,26,30
3,0,0,1,D,E,0,1,D,E,,-99,-99,16,17
4,0,0,1,D,E,0,1,D,E,,-99,-99,14,17
5,3,6,7,H,B,7,6,B,H,,-99,-99,32,36
6,3,6,7,H,B,7,6,B,H,,-99,-99,32,35
7,0,0,1,D,E,0,1,D,E,,-99,-99,15,16
8,0,0,1,D,E,0,1,D,E,,-99,-99,15,18
9,0,0,1,D,E,0,1,D,E,,-99,-99,15,15
10,3,6,7,H,B,6,7,H,B,,-99,-99,31,34
11,2,4,5,F,G,4,5,F,G,,-99,-99,25,30
12,2,4,5,F,G,4,5,F,G,,-99,-99,28,28
13,1,2,3,C,A,3,2,A,C,,-99,-99,21,23
14,1,2,3,C,A,3,2,A,C,,-99,-99,21,22
15,2,4,5,F,G,5,4,G,F,,-99,-99,27,31
16,1,2,3,C,A,2,3,C,A,,-99,-99,23,24
17,1,2,3,C,A,2,3,C,A,,-99,-99,22,23
18,3,6,7,H,B,6,7,H,B,,-99,-99,30,36
19,3,6,7,H,B,6,7,H,B,,-99,-99,31,35
20,2,4,5,F,G,5,4,G,F,,-99,-99,28,30
21,0,0,1,D,E,0,1,D,E,,-99,-99,13,17
22,2,4,5,F,G,5,4,G,F,,-99,-99,25,28
23,1,2,3,C,A,2,3,C,A,,-99,-99,23,24
24,1,2,3,C,A,2,3,C,A,,-99,-99,22,25
25,2,4,5,F,G,5,4,G,F,,-99,-99,29,29
26,3,6,7,H,B,6,7,H,B,,-99,-99,33,35
27,0,0,1,D,E,0,1,D,E,,-99,-99,15,16
28,1,2,3,C,A,2,3,C,A,,-99,-99,21,25
29,3,6,7,H,B,6,7,H,B,,-99,-99,33,35
30,0,0,1,D,E,1,0,E,D,,-99,-99,12,19
31,2,4,5,F,G,5,4,G,F,,-99,-99,26,30
32,3,6,7,H,B,6,7,H,B,,-99,-99,33,36
33,2,4,5,F,G,5,4,G,F,,-99,-99,28,29
34,1,2,3,C,A,2,3,C,A,,-99,-99,22,24
35,1,2,3,C,A,2,3,C,A,,-99,-99,19,23
36,3,6,7,H,B,6,7,H,B,,-99,-99,33,36
37,2,4,5,F,G,4,5,F,G,,-99,-99,26,29
38,0,0,1,D,E,0,1,D,E,,-99,-99,15,17
39,0,0,1,D,E,1,0,E,D,,-99,-99,15,19
0,99,0,1,D,E,0,1,D,E,E,1,0,0,0
1,99,0,2,D,C,0,2,D,C,C,1,0,0,0
2,99,0,3,D,A,0,3,D,A,A,1,0,0,0
3,99,0,4,D,F,4,0,F,D,F,1,1,0,0
4,99,0,5,D,G,0,5,D,G,G,1,0,0,0
5,99,0,6,D,H,6,0,H,D,H,1,1,0,0
6,99,0,7,D,B,7,0,B,D,B,1,1,0,0
7,99,1,2,E,C,1,2,E,C,E,0,1,0,0
8,99,1,3,E,A,3,1,A,E,A,1,1,0,0
9,99,1,4,E,F,4,1,F,E,E,0,0,0,0
10,99,1,5,E,G,5,1,G,E,G,1,1,0,0
11,99,1,6,E,H,6,1,H,E,E,0,0,0,0
12,99,1,7,E,B,1,7,E,B,E,0,1,0,0
13,99,2,3,C,A,3,2,A,C,A,1,1,0,0
14,99,2,4,C,F,4,2,F,C,F,1,1,0,0
15,99,2,5,C,G,2,5,C,G,C,0,1,0,0
16,99,2,6,C,H,2,6,C,H,C,0,1,0,0
17,99,2,7,C,B,2,7,C,B,B,1,0,0,0
18,99,3,4,A,F,4,3,F,A,F,1,1,0,0
19,99,3,5,A,G,5,3,G,A,G,1,1,0,0
20,99,3,6,A,H,6,3,H,A,H,1,1,0,0
21,99,3,7,A,B,7,3,B,A,B,1,1,0,0
22,99,4,5,F,G,5,4,G,F,G,1,1,0,0
23,99,4,6,F,H,4,6,F,H,F,0,1,0,0
24,99,4,7,F,B,4,7,F,B,B,1,0,0,0
25,99,5,6,G,H,5,6,G,H,G,0,1,0,0
26,99,5,7,G,B,7,5,B,G,B,1,1,0,0
27,99,6,7,H,B,7,6,B,H,B,1,1,0,0
