trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,0.0,0.0
1,3,6,7,H,G,7,6,G,H,I would choose slot machine G.,1,1,0.0,1.0
2,3,6,7,H,G,7,6,G,H,I would choose slot machine G.,1,1,1.0,1.0
3,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,-0.1,0.0
4,0,0,1,E,B,0,1,E,B,I would choose slot machine E.,0,1,-1.0,0.0
5,2,4,5,F,A,4,5,F,A,I would choose slot machine F.,0,1,0.0,0.1
6,0,0,1,E,B,1,0,B,E,I would choose slot machine B.,1,1,-1.0,0.0
7,3,6,7,H,G,7,6,G,H,I would choose slot machine G.,1,1,0.0,0.0
8,2,4,5,F,A,5,4,A,F,I would choose slot machine A.,1,1,0.0,0.1
9,2,4,5,F,A,5,4,A,F,I would choose slot machine A.,1,1,0.1,0.0
10,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,-0.1,0.0
11,0,0,1,E,B,1,0,B,E,I would choose slot machine B.,1,1,0.0,0.0
12,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,-0.1,0.0
13,2,4,5,F,A,4,5,F,A,I would choose slot machine A.,1,0,0.1,0.1
14,0,0,1,E,B,1,0,B,E,I would choose slot machine B.,1,1,-1.0,0.0
15,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,-0.1,-0.1
16,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,-0.1,0.0
17,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,-0.1,0.0
18,0,0,1,E,B,0,1,E,B,I would choose slot machine B.,1,0,-1.0,0.0
19,2,4,5,F,A,4,5,F,A,I would choose slot machine F.,0,1,0.0,0.1
20,3,6,7,H,G,7,6,G,H,I would choose slot machine G.,1,1,0.0,1.0
21,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,0.0,-0.1
22,0,0,1,E,B,0,1,E,B,I would choose slot machine B.,1,0,-1.0,0.0
23,2,4,5,F,A,4,5,F,A,I would choose slot machine A.,1,0,0.0,0.1
24,2,4,5,F,A,5,4,A,F,I would choose slot machine A.,1,1,0.0,0.1
25,3,6,7,H,G,7,6,G,H,I would choose slot machine G.,1,1,0.0,1.0
26,3,6,7,H,G,7,6,G,H,I would choose slot machine G.,1,1,0.0,1.0
27,1,2,3,D,C,2,3,D,C,I would choose slot machine C.,1,0,0.0,-0.1
28,1,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,-0.1,0.0
29,0,0,1,E,B,0,1,E,B,I would choose slot machine B.,1,0,0.0,0.0
30,3,6,7,H,G,6,7,H,G,I would choose slot machine G.,1,0,1.0,1.0
31,3,6,7,H,G,6,7,H,G,I would choose slot machine G.,1,0,0.0,0.0
32,0,0,1,E,B,1,0,B,E,I would choose slot machine B.,1,1,-1.0,-1.0
33,0,0,1,E,B,0,1,E,B,I would choose slot machine B.,1,0,0.0,0.0
34,3,6,7,H,G,6,7,H,G,I would choose slot machine G.,1,0,0.0,0.0
35,3,6,7,H,G,6,7,H,G,I would choose slot machine G.,1,0,0.0,1.0
36,0,0,1,E,B,0,1,E,B,I would choose slot machine B.,1,0,-1.0,-1.0
