trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,E,C,2,3,E,C,I would choose slot machine E.,0,1,-0.1,0.0
1,1,2,3,E,C,3,2,C,E,I would choose slot machine C.,1,1,0.0,-0.1
2,3,6,7,B,F,6,7,B,F,I would choose slot machine B.,0,1,0.0,1.0
3,1,2,3,E,C,2,3,E,C,I would choose slot machine C.,1,0,-0.1,-0.1
4,0,0,1,G,D,1,0,D,G,I would choose slot machine D.,1,1,-1.0,-1.0
5,1,2,3,E,C,2,3,E,C,I would choose slot machine C.,1,0,-0.1,0.0
6,2,4,5,A,H,4,5,A,H,I would choose slot machine A.,0,1,0.0,0.1
7,2,4,5,A,H,5,4,H,A,I would choose slot machine H.,1,1,0.0,0.1
8,0,0,1,G,D,0,1,G,D,I would choose slot machine G.,0,1,-1.0,0.0
9,2,4,5,A,H,4,5,A,H,I would choose slot machine H.,1,0,0.0,0.0
10,3,6,7,B,F,6,7,B,F,I would choose slot machine F.,1,0,0.0,1.0
11,3,6,7,B,F,7,6,F,B,I would choose slot machine F.,1,1,0.0,1.0
12,0,0,1,G,D,0,1,G,D,I would choose slot machine D.,1,0,-1.0,0.0
13,0,0,1,G,D,1,0,D,G,I would choose slot machine D.,1,1,0.0,0.0
14,1,2,3,E,C,3,2,C,E,I would choose slot machine C.,1,1,-0.1,0.0
15,2,4,5,A,H,4,5,A,H,I would choose slot machine H.,1,0,0.0,0.1
16,3,6,7,B,F,6,7,B,F,I would choose slot machine F.,1,0,0.0,1.0
17,2,4,5,A,H,5,4,H,A,I would choose slot machine H.,1,1,0.0,0.1
18,3,6,7,B,F,6,7,B,F,I would choose slot machine F.,1,0,1.0,1.0
19,2,4,5,A,H,5,4,H,A,I would choose slot machine H.,1,1,0.1,0.1
20,3,6,7,B,F,7,6,F,B,I would choose slot machine F.,1,1,1.0,1.0
21,0,0,1,G,D,1,0,D,G,I would choose slot machine D.,1,1,-1.0,0.0
22,2,4,5,A,H,4,5,A,H,I would choose slot machine H.,1,0,0.1,0.1
23,1,2,3,E,C,2,3,E,C,I would choose slot machine C.,1,0,0.0,0.0
24,0,0,1,G,D,1,0,D,G,I would choose slot machine D.,1,1,-1.0,-1.0
25,0,0,1,G,D,0,1,G,D,I would choose slot machine D.,1,0,-1.0,0.0
26,1,2,3,E,C,3,2,C,E,I would choose slot machine C.,1,1,0.0,0.0
27,2,4,5,A,H,5,4,H,A,I would choose slot machine H.,1,1,0.0,0.0
28,2,4,5,A,H,4,5,A,H,I would choose slot machine H.,1,0,0.0,0.1
29,1,2,3,E,C,3,2,C,E,I would choose slot machine C.,1,1,-0.1,0.0
30,1,2,3,E,C,3,2,C,E,I would choose slot machine C.,1,1,-0.1,-0.1
31,1,2,3,E,C,2,3,E,C,I would choose slot machine C.,1,0,-0.1,0.0
32,2,4,5,A,H,5,4,H,A,I would choose slot machine H.,1,1,0.0,0.1
