trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,F,A,1,0,A,F,F,0,0,13,17
1,2,4,5,B,C,5,4,C,B,C,1,1,26,29
2,1,2,3,E,H,2,3,E,H,E,0,1,19,24
3,2,4,5,B,C,5,4,C,B,C,1,1,26,30
4,1,2,3,E,H,3,2,H,E,H,1,1,19,24
5,2,4,5,B,C,4,5,B,C,C,1,0,26,29
6,2,4,5,B,C,5,4,C,B,C,1,1,26,30
7,1,2,3,E,H,2,3,E,H,E,0,1,22,24
8,2,4,5,B,C,5,4,C,B,C,1,1,28,30
9,2,4,5,B,C,5,4,C,B,C,1,1,26,29
10,1,2,3,E,H,2,3,E,H,H,1,0,22,23
11,0,0,1,F,A,1,0,A,F,A,1,1,15,17
12,1,2,3,E,H,3,2,H,E,E,0,0,21,24
13,3,6,7,G,D,6,7,G,D,G,0,1,31,37
14,3,6,7,G,D,7,6,D,G,D,1,1,34,36
15,1,2,3,E,H,2,3,E,H,H,1,0,21,23
16,1,2,3,E,H,3,2,H,E,H,1,1,22,24
17,0,0,1,F,A,1,0,A,F,A,1,1,12,15
18,0,0,1,F,A,1,0,A,F,A,1,1,15,17
19,0,0,1,F,A,0,1,F,A,A,1,0,14,19
20,0,0,1,F,A,1,0,A,F,A,1,1,15,18
21,1,2,3,E,H,2,3,E,H,H,1,0,21,22
22,3,6,7,G,D,6,7,G,D,D,1,0,32,34
23,3,6,7,G,D,6,7,G,D,D,1,0,31,34
24,3,6,7,G,D,7,6,D,G,D,1,1,32,36
25,0,0,1,F,A,1,0,A,F,A,1,1,14,18
26,2,4,5,B,C,4,5,B,C,C,1,0,26,28
27,2,4,5,B,C,5,4,C,B,C,1,1,27,27
28,0,0,1,F,A,0,1,F,A,A,1,0,14,17
29,3,6,7,G,D,6,7,G,D,D,1,0,32,36
30,0,0,1,F,A,1,0,A,F,A,1,1,15,17
31,3,6,7,G,D,6,7,G,D,D,1,0,33,35
32,0,0,1,F,A,0,1,F,A,A,1,0,14,19
33,1,2,3,E,H,2,3,E,H,E,0,1,22,25
34,3,6,7,G,D,7,6,D,G,D,1,1,32,36
35,2,4,5,B,C,5,4,C,B,C,1,1,26,28
36,0,0,1,F,A,1,0,A,F,A,1,1,15,16
37,1,2,3,E,H,3,2,H,E,H,1,1,19,24
38,2,4,5,B,C,4,5,B,C,C,1,0,27,30
39,3,6,7,G,D,6,7,G,D,D,1,0,33,35
40,3,6,7,G,D,7,6,D,G,D,1,1,32,36
41,3,6,7,G,D,6,7,G,D,D,1,0,32,36
42,0,0,1,F,A,1,0,A,F,A,1,1,12,20
43,1,2,3,E,H,2,3,E,H,H,1,0,21,24
44,1,2,3,E,H,3,2,H,E,H,1,1,21,24
45,3,6,7,G,D,6,7,G,D,D,1,0,31,37
46,3,6,7,G,D,6,7,G,D,G,0,1,31,36
47,2,4,5,B,C,4,5,B,C,C,1,0,25,30
48,2,4,5,B,C,5,4,C,B,C,1,1,27,31
49,3,6,7,G,D,7,6,D,G,D,1,1,34,36
50,2,4,5,B,C,5,4,C,B,C,1,1,27,30
51,0,0,1,F,A,1,0,A,F,A,1,1,15,18
52,2,4,5,B,C,5,4,C,B,C,1,1,27,28
53,0,0,1,F,A,1,0,A,F,A,1,1,17,18
54,2,4,5,B,C,5,4,C,B,C,1,1,27,30
55,1,2,3,E,H,2,3,E,H,E,0,1,20,23
56,1,2,3,E,H,3,2,H,E,H,1,1,22,22
57,3,6,7,G,D,7,6,D,G,D,1,1,33,35
58,1,2,3,E,H,2,3,E,H,E,0,1,19,21
59,0,0,1,F,A,1,0,A,F,A,1,1,15,17
0,99,0,1,F,A,1,0,A,F,A,1,1,0,0
1,99,0,2,F,E,2,0,E,F,E,1,1,0,0
2,99,0,3,F,H,0,3,F,H,H,1,0,0,0
3,99,0,4,F,B,4,0,B,F,B,1,1,0,0
4,99,0,5,F,C,0,5,F,C,C,1,0,0,0
5,99,0,6,F,G,6,0,G,F,G,1,1,0,0
6,99,0,7,F,D,7,0,D,F,D,1,1,0,0
7,99,1,2,A,E,1,2,A,E,A,0,1,0,0
8,99,1,3,A,H,3,1,H,A,A,0,0,0,0
9,99,1,4,A,B,1,4,A,B,A,0,1,0,0
10,99,1,5,A,C,1,5,A,C,A,0,1,0,0
11,99,1,6,A,G,1,6,A,G,A,0,1,0,0
12,99,1,7,A,D,7,1,D,A,A,0,0,0,0
13,99,2,3,E,H,3,2,H,E,H,1,1,0,0
14,99,2,4,E,B,4,2,B,E,B,1,1,0,0
15,99,2,5,E,C,2,5,E,C,C,1,0,0,0
16,99,2,6,E,G,6,2,G,E,E,0,0,0,0
17,99,2,7,E,D,7,2,D,E,D,1,1,0,0
18,99,3,4,H,B,4,3,B,H,B,1,1,0,0
19,99,3,5,H,C,3,5,H,C,C,1,0,0,0
20,99,3,6,H,G,6,3,G,H,H,0,0,0,0
21,99,3,7,H,D,3,7,H,D,H,0,1,0,0
22,99,4,5,B,C,5,4,C,B,C,1,1,0,0
23,99,4,6,B,G,6,4,G,B,B,0,0,0,0
24,99,4,7,B,D,4,7,B,D,B,0,1,0,0
25,99,5,6,C,G,5,6,C,G,C,0,1,0,0
26,99,5,7,C,D,7,5,D,C,C,0,0,0,0
27,99,6,7,G,D,6,7,G,D,D,1,0,0,0
