trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,F,E,0,1,F,E,F,0,1,16,17
1,1,2,3,D,C,3,2,C,D,C,1,1,22,23
2,3,6,7,A,G,7,6,G,A,G,1,1,33,35
3,2,4,5,H,B,4,5,H,B,H,0,1,26,31
4,2,4,5,H,B,5,4,B,H,B,1,1,27,29
5,3,6,7,A,G,6,7,A,G,A,0,1,31,35
6,3,6,7,A,G,6,7,A,G,A,0,1,32,35
7,3,6,7,A,G,7,6,G,A,G,1,1,33,37
8,3,6,7,A,G,7,6,G,A,G,1,1,32,33
9,1,2,3,D,C,3,2,C,D,C,1,1,22,22
10,0,0,1,F,E,1,0,E,F,F,0,0,11,17
11,0,0,1,F,E,1,0,E,F,E,1,1,13,16
12,3,6,7,A,G,7,6,G,A,G,1,1,31,36
13,0,0,1,F,E,1,0,E,F,E,1,1,16,18
14,0,0,1,F,E,0,1,F,E,F,0,1,16,19
15,3,6,7,A,G,7,6,G,A,A,0,0,34,37
16,1,2,3,D,C,2,3,D,C,C,1,0,19,25
17,1,2,3,D,C,2,3,D,C,C,1,0,20,24
18,0,0,1,F,E,1,0,E,F,E,1,1,14,17
19,2,4,5,H,B,4,5,H,B,H,0,1,27,29
20,2,4,5,H,B,4,5,H,B,B,1,0,26,32
21,1,2,3,D,C,2,3,D,C,C,1,0,20,24
22,2,4,5,H,B,5,4,B,H,B,1,1,27,29
23,3,6,7,A,G,7,6,G,A,G,1,1,33,34
24,3,6,7,A,G,6,7,A,G,G,1,0,33,36
25,2,4,5,H,B,4,5,H,B,B,1,0,27,30
26,3,6,7,A,G,6,7,A,G,G,1,0,30,34
27,1,2,3,D,C,3,2,C,D,C,1,1,21,23
28,1,2,3,D,C,3,2,C,D,C,1,1,21,25
29,1,2,3,D,C,3,2,C,D,C,1,1,20,26
30,2,4,5,H,B,4,5,H,B,B,1,0,27,29
31,2,4,5,H,B,4,5,H,B,H,0,1,28,29
32,2,4,5,H,B,4,5,H,B,B,1,0,28,29
33,1,2,3,D,C,2,3,D,C,C,1,0,20,22
34,0,0,1,F,E,0,1,F,E,F,0,1,15,18
35,2,4,5,H,B,4,5,H,B,B,1,0,27,29
36,1,2,3,D,C,3,2,C,D,C,1,1,21,24
37,3,6,7,A,G,6,7,A,G,G,1,0,32,35
38,3,6,7,A,G,6,7,A,G,G,1,0,32,35
39,0,0,1,F,E,0,1,F,E,E,1,0,14,16
40,1,2,3,D,C,2,3,D,C,D,0,1,22,25
41,2,4,5,H,B,4,5,H,B,B,1,0,26,29
42,3,6,7,A,G,7,6,G,A,G,1,1,33,37
43,0,0,1,F,E,0,1,F,E,F,0,1,14,17
44,2,4,5,H,B,4,5,H,B,B,1,0,29,30
45,0,0,1,F,E,1,0,E,F,F,0,0,14,18
46,2,4,5,H,B,4,5,H,B,B,1,0,26,30
47,3,6,7,A,G,6,7,A,G,G,1,0,33,35
48,0,0,1,F,E,0,1,F,E,F,0,1,15,18
49,1,2,3,D,C,3,2,C,D,C,1,1,21,24
50,0,0,1,F,E,1,0,E,F,F,0,0,14,17
51,0,0,1,F,E,0,1,F,E,F,0,1,15,17
52,0,0,1,F,E,1,0,E,F,E,1,1,14,18
53,3,6,7,A,G,6,7,A,G,A,0,1,32,33
54,1,2,3,D,C,3,2,C,D,C,1,1,21,24
55,0,0,1,F,E,1,0,E,F,E,1,1,13,17
56,2,4,5,H,B,4,5,H,B,B,1,0,27,30
57,2,4,5,H,B,4,5,H,B,B,1,0,26,27
58,1,2,3,D,C,2,3,D,C,C,1,0,21,22
59,1,2,3,D,C,2,3,D,C,C,1,0,21,25
0,99,0,1,F,E,0,1,F,E,F,0,1,0,0
1,99,0,2,F,D,2,0,D,F,D,1,1,0,0
2,99,0,3,F,C,3,0,C,F,C,1,1,0,0
3,99,0,4,F,H,4,0,H,F,F,0,0,0,0
4,99,0,5,F,B,0,5,F,B,B,1,0,0,0
5,99,0,6,F,A,6,0,A,F,A,1,1,0,0
6,99,0,7,F,G,7,0,G,F,G,1,1,0,0
7,99,1,2,E,D,2,1,D,E,D,1,1,0,0
8,99,1,3,E,C,3,1,C,E,C,1,1,0,0
9,99,1,4,E,H,4,1,H,E,H,1,1,0,0
10,99,1,5,E,B,5,1,B,E,B,1,1,0,0
11,99,1,6,E,A,6,1,A,E,A,1,1,0,0
12,99,1,7,E,G,7,1,G,E,G,1,1,0,0
13,99,2,3,D,C,3,2,C,D,C,1,1,0,0
14,99,2,4,D,H,2,4,D,H,D,0,1,0,0
15,99,2,5,D,B,2,5,D,B,B,1,0,0,0
16,99,2,6,D,A,6,2,A,D,A,1,1,0,0
17,99,2,7,D,G,7,2,G,D,G,1,1,0,0
18,99,3,4,C,H,3,4,C,H,C,0,1,0,0
19,99,3,5,C,B,3,5,C,B,C,0,1,0,0
20,99,3,6,C,A,6,3,A,C,C,0,0,0,0
21,99,3,7,C,G,3,7,C,G,C,0,1,0,0
22,99,4,5,H,B,4,5,H,B,H,0,1,0,0
23,99,4,6,H,A,4,6,H,A,H,0,1,0,0
24,99,4,7,H,G,7,4,G,H,H,0,0,0,0
25,99,5,6,B,A,5,6,B,A,A,1,0,0,0
26,99,5,7,B,G,5,7,B,G,B,0,1,0,0
27,99,6,7,A,G,6,7,A,G,G,1,0,0,0
