trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,2,5,-99,6,D,--,F,5,-99,6,D,--,F,"Slot machine D pays off $10 on average per play.
Slot machine F pays off $15 on average per play.

Which slot machine do you choose?",-99,-99,14,0,82
1,1,2,3,4,I,C,H,3,2,4,C,I,H,Please respond with the letter of the slot machine you choose.,-99,-99,16,30,47
2,1,2,3,4,I,C,H,4,3,2,H,C,I,I would choose slot machine H.,1,1,13,33,50
3,2,5,-99,6,D,--,F,5,-99,6,D,--,F,I would choose slot machine F.,1,0,13,0,86
4,3,7,8,9,B,J,A,8,7,9,J,B,A,"I would choose slot machine 

Please fill in the blank with the letter of the slot machine you choose.",-99,-99,15,49,85
5,0,0,-99,1,E,--,G,1,-99,0,G,--,E,I would choose slot machine G.,1,1,12,0,49
6,1,2,3,4,I,C,H,3,4,2,C,H,I,I would choose slot machine H.,1,0,15,34,50
7,0,0,-99,1,E,--,G,1,-99,0,G,--,E,I would choose slot machine G.,1,1,12,0,50
8,2,5,-99,6,D,--,F,5,-99,6,D,--,F,I would choose slot machine F.,1,0,14,0,86
9,2,5,-99,6,D,--,F,6,-99,5,F,--,D,I would choose slot machine F.,1,1,15,0,85
10,3,7,8,9,B,J,A,7,8,9,B,J,A,I would choose slot machine ____________.,0,0,13,50,85
11,1,2,3,4,I,C,H,3,2,4,C,I,H,I would choose slot machine H.,1,0,15,35,49
12,0,0,-99,1,E,--,G,1,-99,0,G,--,E,I would choose slot machine G.,1,1,15,0,51
13,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,12,0,53
14,3,7,8,9,B,J,A,7,8,9,B,J,A,"I would choose slot machine 

Please select one of the following options:
A
B
J",-99,-99,12,49,84
15,2,5,-99,6,D,--,F,5,-99,6,D,--,F,I would choose slot machine F.,1,0,13,0,90
16,1,2,3,4,I,C,H,2,3,4,I,C,H,I would choose slot machine C.,0,0,14,29,49
17,3,7,8,9,B,J,A,9,7,8,A,B,J,I would choose slot machine A.,1,1,12,50,84
18,1,2,3,4,I,C,H,4,3,2,H,C,I,I would choose slot machine H.,1,1,15,33,46
19,3,7,8,9,B,J,A,9,8,7,A,J,B,I would choose slot machine A.,1,1,17,51,88
20,3,7,8,9,B,J,A,9,7,8,A,B,J,I would choose slot machine A.,1,1,14,48,85
21,1,2,3,4,I,C,H,3,2,4,C,I,H,I would choose slot machine H.,1,0,15,29,52
22,1,2,3,4,I,C,H,4,2,3,H,I,C,I would choose slot machine H.,1,1,14,34,50
23,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,13,0,51
24,1,2,3,4,I,C,H,4,3,2,H,C,I,I would choose slot machine H.,1,1,16,35,48
25,1,2,3,4,I,C,H,3,4,2,C,H,I,I would choose slot machine H.,1,0,14,30,49
26,2,5,-99,6,D,--,F,6,-99,5,F,--,D,I would choose slot machine F.,1,1,10,0,88
27,2,5,-99,6,D,--,F,5,-99,6,D,--,F,I would choose slot machine F.,1,0,10,0,85
28,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,11,0,50
29,3,7,8,9,B,J,A,7,9,8,B,A,J,I would choose slot machine A.,1,0,15,49,88
30,1,2,3,4,I,C,H,4,2,3,H,I,C,I would choose slot machine H.,1,1,14,31,51
31,3,7,8,9,B,J,A,9,8,7,A,J,B,I would choose slot machine A.,1,1,15,47,86
32,3,7,8,9,B,J,A,7,8,9,B,J,A,I would choose slot machine A.,1,0,12,51,88
33,1,2,3,4,I,C,H,4,2,3,H,I,C,I would choose slot machine H.,1,1,15,36,48
34,3,7,8,9,B,J,A,8,7,9,J,B,A,I would choose slot machine A.,1,0,13,53,90
35,1,2,3,4,I,C,H,4,2,3,H,I,C,I would choose slot machine H.,1,1,16,30,49
36,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,13,0,51
37,3,7,8,9,B,J,A,7,9,8,B,A,J,I would choose slot machine A.,1,0,13,51,89
38,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,17,0,49
39,2,5,-99,6,D,--,F,5,-99,6,D,--,F,I would choose slot machine F.,1,0,13,0,83
40,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,16,0,52
41,0,0,-99,1,E,--,G,1,-99,0,G,--,E,I would choose slot machine G.,1,1,11,0,50
42,3,7,8,9,B,J,A,9,8,7,A,J,B,I would choose slot machine A.,1,1,11,52,86
43,2,5,-99,6,D,--,F,6,-99,5,F,--,D,I would choose slot machine F.,1,1,14,0,82
44,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,17,0,48
45,2,5,-99,6,D,--,F,5,-99,6,D,--,F,I would choose slot machine F.,1,0,16,0,86
46,0,0,-99,1,E,--,G,1,-99,0,G,--,E,I would choose slot machine G.,1,1,13,0,51
47,1,2,3,4,I,C,H,4,2,3,H,I,C,I would choose slot machine H.,1,1,13,34,48
48,3,7,8,9,B,J,A,9,7,8,A,B,J,I would choose slot machine A.,1,1,16,51,85
49,0,0,-99,1,E,--,G,0,-99,1,E,--,G,I would choose slot machine G.,1,0,14,0,51
50,2,5,-99,6,D,--,F,5,-99,6,D,--,F,I would choose slot machine F.,1,0,11,0,86
51,2,5,-99,6,D,--,F,6,-99,5,F,--,D,I would choose slot machine F.,1,1,14,0,87
52,3,7,8,9,B,J,A,8,7,9,J,B,A,I would choose slot machine A.,1,0,10,48,85
53,2,5,-99,6,D,--,F,6,-99,5,F,--,D,I would choose slot machine F.,1,1,16,0,83
54,2,5,-99,6,D,--,F,6,-99,5,F,--,D,I would choose slot machine F.,1,1,15,0,87
55,2,5,-99,6,D,--,F,6,-99,5,F,--,D,I would choose slot machine F.,1,1,12,0,87
56,3,7,8,9,B,J,A,8,9,7,J,A,B,I would choose slot machine A.,1,0,15,48,82
