trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,B,J,F,9,8,7,F,J,B,I would choose slot machine F.,1,1,15,49,85
1,2,5,-99,6,A,--,E,6,-99,5,E,--,A,I would choose slot machine E.,1,1,14,0,87
2,2,5,-99,6,A,--,E,6,-99,5,E,--,A,I would choose slot machine E.,1,1,11,0,84
3,3,7,8,9,B,J,F,7,8,9,B,J,F,I would choose slot machine F.,1,0,15,52,82
4,0,0,-99,1,I,--,D,1,-99,0,D,--,I,I would choose slot machine D.,1,1,15,0,46
5,1,2,3,4,G,H,C,4,3,2,C,H,G,I would choose slot machine _____________.,0,0,10,33,51
6,3,7,8,9,B,J,F,7,8,9,B,J,F,I would choose slot machine F.,1,0,16,51,82
7,2,5,-99,6,A,--,E,6,-99,5,E,--,A,I would choose slot machine E.,1,1,17,0,85
8,3,7,8,9,B,J,F,9,8,7,F,J,B,I would choose slot machine F.,1,1,11,49,85
9,1,2,3,4,G,H,C,3,4,2,H,C,G,I would choose slot machine C.,1,0,14,32,50
10,2,5,-99,6,A,--,E,5,-99,6,A,--,E,I would choose slot machine E.,1,0,16,0,81
11,0,0,-99,1,I,--,D,1,-99,0,D,--,I,I would choose slot machine D.,1,1,16,0,52
12,2,5,-99,6,A,--,E,5,-99,6,A,--,E,I would choose slot machine E.,1,0,11,0,91
13,1,2,3,4,G,H,C,4,3,2,C,H,G,I would choose slot machine _________.,0,0,14,32,50
14,0,0,-99,1,I,--,D,1,-99,0,D,--,I,I would choose slot machine D.,1,1,11,0,50
15,1,2,3,4,G,H,C,3,4,2,H,C,G,I would choose slot machine H.,0,1,15,28,49
16,0,0,-99,1,I,--,D,0,-99,1,I,--,D,I would choose slot machine D.,1,0,14,0,49
17,1,2,3,4,G,H,C,4,3,2,C,H,G,I would choose slot machine C.,1,1,13,28,48
18,3,7,8,9,B,J,F,9,8,7,F,J,B,I would choose slot machine F.,1,1,16,51,87
19,3,7,8,9,B,J,F,9,7,8,F,B,J,I would choose slot machine F.,1,1,14,47,86
20,1,2,3,4,G,H,C,2,3,4,G,H,C,I would choose slot machine C.,1,0,14,34,52
21,0,0,-99,1,I,--,D,0,-99,1,I,--,D,I would choose slot machine D.,1,0,13,0,51
22,2,5,-99,6,A,--,E,5,-99,6,A,--,E,I would choose slot machine E.,1,0,14,0,84
23,3,7,8,9,B,J,F,7,8,9,B,J,F,I would choose slot machine F.,1,0,10,48,83
24,0,0,-99,1,I,--,D,0,-99,1,I,--,D,Please respond with your choice.,-99,-99,17,0,49
25,1,2,3,4,G,H,C,2,3,4,G,H,C,I would choose slot machine  G.,0,0,13,34,48
26,0,0,-99,1,I,--,D,0,-99,1,I,--,D,I would choose slot machine D.,1,0,12,0,49
27,0,0,-99,1,I,--,D,0,-99,1,I,--,D,I would choose slot machine D.,1,0,13,0,50
28,2,5,-99,6,A,--,E,5,-99,6,A,--,E,I would choose slot machine E.,1,0,15,0,86
29,0,0,-99,1,I,--,D,1,-99,0,D,--,I,Please respond with your choice.,-99,-99,15,0,51
30,0,0,-99,1,I,--,D,0,-99,1,I,--,D,I would choose slot machine D.,1,0,16,0,50
31,2,5,-99,6,A,--,E,5,-99,6,A,--,E,I would choose slot machine E.,1,0,12,0,84
32,2,5,-99,6,A,--,E,6,-99,5,E,--,A,I would choose slot machine E.,1,1,14,0,85
33,2,5,-99,6,A,--,E,5,-99,6,A,--,E,I would choose slot machine E.,1,0,14,0,85
