trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,G,C,I,9,8,7,I,C,G,"Slot machine I has a 20% chance of paying $10, a 30% chance of paying $5, and a 50% chance of paying $0.
Slot machine C has a 40% chance of paying $8, a 30% chance of paying $4, and a 30% chance of paying $0.
Slot machine G has a 25% chance",-99,-99,16,52,87
1,3,7,8,9,G,C,I,7,8,9,G,C,I,I would choose slot machine I.,1,0,10,50,82
2,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,15,0,46
3,2,5,-99,6,J,--,F,6,-99,5,F,--,J,I would choose slot machine F.,1,1,15,0,86
4,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,12,0,83
5,1,2,3,4,A,D,H,4,2,3,H,A,D,I would choose slot machine H.,1,1,14,32,45
6,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,14,0,50
7,2,5,-99,6,J,--,F,6,-99,5,F,--,J,I would choose slot machine F.,1,1,14,0,86
8,3,7,8,9,G,C,I,7,9,8,G,I,C,I would choose slot machine I.,1,0,11,49,84
9,1,2,3,4,A,D,H,2,3,4,A,D,H,I would choose slot machine H.,1,0,16,30,48
10,1,2,3,4,A,D,H,2,3,4,A,D,H,I would choose slot machine H.,1,0,12,27,47
11,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,10,0,87
12,1,2,3,4,A,D,H,3,2,4,D,A,H,I would choose slot machine H.,1,0,13,33,47
13,3,7,8,9,G,C,I,7,8,9,G,C,I,I would choose slot machine I.,1,0,13,52,84
14,2,5,-99,6,J,--,F,6,-99,5,F,--,J,I would choose slot machine F.,1,1,15,0,85
15,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,14,0,51
16,1,2,3,4,A,D,H,2,4,3,A,H,D,I would choose slot machine H.,1,0,12,31,48
17,3,7,8,9,G,C,I,9,7,8,I,G,C,I would choose slot machine I.,1,1,14,48,87
18,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,12,0,47
19,1,2,3,4,A,D,H,2,3,4,A,D,H,I would choose slot machine H.,1,0,12,30,50
20,1,2,3,4,A,D,H,2,3,4,A,D,H,I would choose slot machine H.,1,0,14,32,51
21,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,12,0,50
22,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,17,0,86
23,3,7,8,9,G,C,I,7,8,9,G,C,I,Please respond with the letter of the slot machine you choose.,-99,-99,9,48,86
24,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,13,0,53
25,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,11,0,51
26,1,2,3,4,A,D,H,3,4,2,D,H,A,I would choose slot machine D.,0,1,13,33,46
27,3,7,8,9,G,C,I,7,8,9,G,C,I,Please respond with the letter of the slot machine you choose.,-99,-99,12,50,87
28,3,7,8,9,G,C,I,9,8,7,I,C,G,Please respond with the letter of the slot machine you choose.,-99,-99,12,48,86
29,1,2,3,4,A,D,H,3,2,4,D,A,H,Please respond with the number of the slot machine you choose.,-99,-99,13,32,51
30,3,7,8,9,G,C,I,8,7,9,C,G,I,Please respond with the letter of the slot machine you choose.,-99,-99,11,50,86
31,3,7,8,9,G,C,I,9,7,8,I,G,C,Please respond with the letter of the slot machine you choose.,-99,-99,17,52,84
32,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,16,0,47
33,1,2,3,4,A,D,H,4,2,3,H,A,D,Please respond with the number of the slot machine you choose.,-99,-99,12,32,48
34,3,7,8,9,G,C,I,7,8,9,G,C,I,Please respond with the letter of the slot machine you choose.,-99,-99,12,50,84
35,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,14,0,87
36,2,5,-99,6,J,--,F,5,-99,6,J,--,F,Please respond with your choice.,-99,-99,16,0,85
37,3,7,8,9,G,C,I,8,7,9,C,G,I,"Please choose a slot machine:

I would choose slot machine I.",1,0,16,47,84
38,1,2,3,4,A,D,H,2,4,3,A,H,D,Please respond with the number of the slot machine you choose.,-99,-99,10,30,54
39,2,5,-99,6,J,--,F,6,-99,5,F,--,J,I would choose slot machine F.,1,1,15,0,86
40,3,7,8,9,G,C,I,7,8,9,G,C,I,Please choose a slot machine.,-99,-99,13,49,85
41,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,15,0,86
42,1,2,3,4,A,D,H,4,2,3,H,A,D,I would choose slot machine H.,1,1,11,30,50
43,1,2,3,4,A,D,H,3,4,2,D,H,A,I would choose slot machine D.,0,1,14,36,45
44,2,5,-99,6,J,--,F,6,-99,5,F,--,J,I would choose slot machine F.,1,1,10,0,85
45,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,12,0,82
46,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,14,0,52
47,1,2,3,4,A,D,H,3,2,4,D,A,H,I would choose slot machine D.,0,1,14,31,48
48,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,15,0,54
49,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,15,0,49
50,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,16,0,50
51,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,17,0,84
52,3,7,8,9,G,C,I,8,9,7,C,I,G,Please choose a slot machine.,-99,-99,17,52,84
53,3,7,8,9,G,C,I,8,7,9,C,G,I,Please choose a slot machine.,-99,-99,15,51,90
54,2,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,15,0,86
55,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,16,0,46
56,2,5,-99,6,J,--,F,6,-99,5,F,--,J,Please choose a slot machine.,-99,-99,15,0,83
57,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,9,0,50
58,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,14,0,52
59,1,2,3,4,A,D,H,2,3,4,A,D,H,Please respond with the letter of the slot machine you choose.,-99,-99,16,30,49
0,99,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,0,0,0
1,99,0,-99,2,B,--,A,2,-99,0,A,--,B,I would choose slot machine A.,1,1,0,0,0
2,99,0,-99,3,B,--,D,3,-99,0,D,--,B,I would choose slot machine D.,1,1,0,0,0
3,99,0,-99,4,B,--,H,4,-99,0,H,--,B,I would choose slot machine H.,1,1,0,0,0
4,99,0,-99,5,B,--,J,5,-99,0,J,--,B,I would choose slot machine J.,1,1,0,0,0
5,99,0,-99,6,B,--,F,0,-99,6,B,--,F,I would choose slot machine F.,1,0,0,0,0
6,99,0,-99,7,B,--,G,0,-99,7,B,--,G,I would choose slot machine B.,0,1,0,0,0
7,99,0,-99,8,B,--,C,0,-99,8,B,--,C,I would choose slot machine B.,0,1,0,0,0
8,99,0,-99,9,B,--,I,0,-99,9,B,--,I,Please choose a slot machine.,-99,-99,0,0,0
9,99,1,-99,2,E,--,A,2,-99,1,A,--,E,I would choose slot machine E.,0,0,0,0,0
10,99,1,-99,3,E,--,D,1,-99,3,E,--,D,I would choose slot machine E.,0,1,0,0,0
11,99,1,-99,4,E,--,H,1,-99,4,E,--,H,I would choose slot machine E.,0,1,0,0,0
12,99,1,-99,5,E,--,J,5,-99,1,J,--,E,I would choose slot machine E.,0,0,0,0,0
13,99,1,-99,6,E,--,F,6,-99,1,F,--,E,I would choose slot machine F.,1,1,0,0,0
14,99,1,-99,7,E,--,G,7,-99,1,G,--,E,I would choose slot machine E.,0,0,0,0,0
15,99,1,-99,8,E,--,C,8,-99,1,C,--,E,I would choose slot machine E.,0,0,0,0,0
16,99,1,-99,9,E,--,I,9,-99,1,I,--,E,"Please choose one of the following options:

I would choose slot machine I.
I would choose slot machine E.",1,1,0,0,0
17,99,2,-99,3,A,--,D,2,-99,3,A,--,D,I would choose slot machine A.,0,1,0,0,0
18,99,2,-99,4,A,--,H,4,-99,2,H,--,A,I would choose slot machine H.,1,1,0,0,0
19,99,2,-99,5,A,--,J,5,-99,2,J,--,A,I would choose slot machine J.,1,1,0,0,0
20,99,2,-99,6,A,--,F,6,-99,2,F,--,A,I would choose slot machine F.,1,1,0,0,0
21,99,2,-99,7,A,--,G,7,-99,2,G,--,A,I would choose slot machine G.,1,1,0,0,0
22,99,2,-99,8,A,--,C,8,-99,2,C,--,A,I would choose slot machine C.,1,1,0,0,0
23,99,2,-99,9,A,--,I,9,-99,2,I,--,A,"Please choose one of the following options:

I would choose slot machine I.
I would choose slot machine A.",1,1,0,0,0
24,99,3,-99,4,D,--,H,3,-99,4,D,--,H,"Please select one of the following options:

I would choose slot machine D.
I would choose slot machine H.",0,1,0,0,0
25,99,3,-99,5,D,--,J,5,-99,3,J,--,D,I would choose slot machine J.,1,1,0,0,0
26,99,3,-99,6,D,--,F,6,-99,3,F,--,D,I would choose slot machine F.,1,1,0,0,0
27,99,3,-99,7,D,--,G,3,-99,7,D,--,G,Please choose a slot machine.,-99,-99,0,0,0
28,99,3,-99,8,D,--,C,8,-99,3,C,--,D,I would choose slot machine C.,1,1,0,0,0
29,99,3,-99,9,D,--,I,3,-99,9,D,--,I,Please choose a slot machine.,-99,-99,0,0,0
30,99,4,-99,5,H,--,J,4,-99,5,H,--,J,I would choose slot machine H.,0,1,0,0,0
31,99,4,-99,6,H,--,F,4,-99,6,H,--,F,I would choose slot machine F.,1,0,0,0,0
32,99,4,-99,7,H,--,G,4,-99,7,H,--,G,I would choose slot machine H.,0,1,0,0,0
33,99,4,-99,8,H,--,C,4,-99,8,H,--,C,I would choose slot machine H.,0,1,0,0,0
34,99,4,-99,9,H,--,I,9,-99,4,I,--,H,"Please choose one of the following options:

I would choose slot machine I.
I would choose slot machine H.",1,1,0,0,0
35,99,5,-99,6,J,--,F,5,-99,6,J,--,F,I would choose slot machine F.,1,0,0,0,0
36,99,5,-99,7,J,--,G,7,-99,5,G,--,J,I would choose slot machine G.,1,1,0,0,0
37,99,5,-99,8,J,--,C,8,-99,5,C,--,J,I would choose slot machine C.,1,1,0,0,0
38,99,5,-99,9,J,--,I,9,-99,5,I,--,J,"Please choose one of the following options:

I would choose slot machine I.
I would choose slot machine J.",1,1,0,0,0
39,99,6,-99,7,F,--,G,6,-99,7,F,--,G,I would choose slot machine F.,0,1,0,0,0
40,99,6,-99,8,F,--,C,8,-99,6,C,--,F,I would choose slot machine F.,0,0,0,0,0
41,99,6,-99,9,F,--,I,6,-99,9,F,--,I,"Please choose one of the following options:

- Slot machine F
- Slot machine I",-99,-99,0,0,0
42,99,7,-99,8,G,--,C,7,-99,8,G,--,C,I would choose slot machine G.,0,1,0,0,0
43,99,7,-99,9,G,--,I,9,-99,7,I,--,G,"Please choose one of the following options:

I would choose slot machine I.
I would choose slot machine G.",1,1,0,0,0
44,99,8,-99,9,C,--,I,9,-99,8,I,--,C,"Please choose one of the following options:

I would choose slot machine I.
I would choose slot machine C.",1,1,0,0,0
