trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,2,5,-99,6,F,--,G,5,-99,6,F,--,G,"Slot machine F has a 20% chance of paying $10, a 30% chance of paying $5, and a 50% chance of paying $2.
Slot machine G has a 40% chance of paying $8, a 30% chance of paying $4, and a 30% chance of paying $1.

Please enter your choice:",-99,-99,15,0,86
1,1,2,3,4,I,H,B,2,4,3,I,B,H,I would choose slot machine B.,1,0,13,29,51
2,2,5,-99,6,F,--,G,6,-99,5,G,--,F,I would choose slot machine G.,1,1,11,0,84
3,3,7,8,9,J,D,E,9,7,8,E,J,D,I would choose slot machine E.,1,1,17,53,85
4,3,7,8,9,J,D,E,9,8,7,E,D,J,I would choose slot machine E.,1,1,14,51,86
5,0,0,-99,1,C,--,A,1,-99,0,A,--,C,I would choose slot machine _____________.,0,0,12,0,50
6,0,0,-99,1,C,--,A,0,-99,1,C,--,A,I would choose slot machine A.,1,0,14,0,52
7,3,7,8,9,J,D,E,9,7,8,E,J,D,I would choose slot machine E.,1,1,13,49,87
8,3,7,8,9,J,D,E,8,9,7,D,E,J,I would choose slot machine E.,1,0,15,50,88
9,0,0,-99,1,C,--,A,1,-99,0,A,--,C,I would choose slot machine A.,1,1,13,0,50
10,2,5,-99,6,F,--,G,5,-99,6,F,--,G,I would choose slot machine _.,0,0,13,0,81
11,1,2,3,4,I,H,B,4,2,3,B,I,H,I would choose slot machine B.,1,1,16,34,49
12,3,7,8,9,J,D,E,8,9,7,D,E,J,I would choose slot machine E.,1,0,13,51,87
13,0,0,-99,1,C,--,A,0,-99,1,C,--,A,I would choose slot machine _________.,0,0,11,0,49
14,3,7,8,9,J,D,E,9,8,7,E,D,J,I would choose slot machine E.,1,1,13,44,86
15,1,2,3,4,I,H,B,3,4,2,H,B,I,I would choose slot machine B.,1,0,13,28,50
16,1,2,3,4,I,H,B,2,4,3,I,B,H,I would choose slot machine B.,1,0,10,30,49
17,1,2,3,4,I,H,B,2,3,4,I,H,B,I would choose slot machine B.,1,0,9,29,51
18,2,5,-99,6,F,--,G,6,-99,5,G,--,F,I would choose slot machine G.,1,1,14,0,83
19,2,5,-99,6,F,--,G,5,-99,6,F,--,G,I would choose slot machine G.,1,0,13,0,89
20,1,2,3,4,I,H,B,2,3,4,I,H,B,Please respond with the letter of the slot machine you choose.,-99,-99,14,31,51
21,0,0,-99,1,C,--,A,0,-99,1,C,--,A,I would choose slot machine A.,1,0,14,0,46
22,3,7,8,9,J,D,E,9,8,7,E,D,J,I would choose slot machine E.,1,1,16,50,85
23,0,0,-99,1,C,--,A,1,-99,0,A,--,C,I would choose slot machine A.,1,1,15,0,48
24,3,7,8,9,J,D,E,9,7,8,E,J,D,I would choose slot machine E.,1,1,15,49,88
25,2,5,-99,6,F,--,G,6,-99,5,G,--,F,I would choose slot machine G.,1,1,11,0,85
26,2,5,-99,6,F,--,G,5,-99,6,F,--,G,I would choose slot machine G.,1,0,15,0,85
27,1,2,3,4,I,H,B,3,2,4,H,I,B,Please respond with the number of the slot machine you choose.,-99,-99,13,34,54
28,2,5,-99,6,F,--,G,5,-99,6,F,--,G,I would choose slot machine _.,0,0,14,0,82
29,3,7,8,9,J,D,E,9,8,7,E,D,J,I would choose slot machine E.,1,1,14,53,86
30,1,2,3,4,I,H,B,4,3,2,B,H,I,I would choose slot machine B.,1,1,15,31,50
31,2,5,-99,6,F,--,G,6,-99,5,G,--,F,I would choose slot machine G.,1,1,13,0,86
32,1,2,3,4,I,H,B,3,2,4,H,I,B,Please respond with the number of the slot machine you choose.,-99,-99,16,29,52
33,3,7,8,9,J,D,E,8,9,7,D,E,J,I would choose slot machine E.,1,0,13,52,83
34,3,7,8,9,J,D,E,7,8,9,J,D,E,I would choose slot machine E.,1,0,15,48,83
35,0,0,-99,1,C,--,A,0,-99,1,C,--,A,I would choose slot machine A.,1,0,13,0,49
36,2,5,-99,6,F,--,G,6,-99,5,G,--,F,I would choose slot machine G.,1,1,17,0,85
