trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,B,A,F,3,4,2,A,F,B,I would choose slot machine A.,0,1,11,28,47
1,1,2,3,4,B,A,F,2,3,4,B,A,F,I would choose slot machine F.,1,0,15,29,53
2,2,5,-99,6,G,--,I,5,-99,6,G,--,I,I would choose slot machine G.,0,1,16,0,86
3,1,2,3,4,B,A,F,4,2,3,F,B,A,I would choose slot machine F.,1,1,12,32,51
4,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,11,0,48
5,2,5,-99,6,G,--,I,5,-99,6,G,--,I,I would choose slot machine I.,1,0,13,0,86
6,2,5,-99,6,G,--,I,6,-99,5,I,--,G,I would choose slot machine I.,1,1,15,0,91
7,0,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine J.,1,0,9,0,52
8,0,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine J.,1,0,16,0,44
9,3,7,8,9,D,E,C,8,9,7,E,C,D,I would choose slot machine E.,0,1,12,47,88
10,2,5,-99,6,G,--,I,6,-99,5,I,--,G,I would choose slot machine I.,1,1,15,0,84
11,1,2,3,4,B,A,F,3,4,2,A,F,B,I would choose slot machine F.,1,0,13,30,48
12,3,7,8,9,D,E,C,9,7,8,C,D,E,I would choose slot machine E.,0,0,12,49,84
13,0,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine _.,0,0,15,0,49
14,1,2,3,4,B,A,F,4,3,2,F,A,B,I would choose slot machine F.,1,1,15,30,51
15,1,2,3,4,B,A,F,2,3,4,B,A,F,I would choose slot machine F.,1,0,16,33,50
16,2,5,-99,6,G,--,I,6,-99,5,I,--,G,I would choose slot machine I.,1,1,11,0,84
17,2,5,-99,6,G,--,I,5,-99,6,G,--,I,I would choose slot machine I.,1,0,10,0,85
18,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,14,0,52
19,3,7,8,9,D,E,C,8,7,9,E,D,C,I would choose slot machine E.,0,1,13,49,80
20,1,2,3,4,B,A,F,3,2,4,A,B,F,I would choose slot machine ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,0,0,16,36,47
21,0,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine J.,1,0,16,0,49
22,2,5,-99,6,G,--,I,5,-99,6,G,--,I,Please respond with your choice.,-99,-99,12,0,85
23,0,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine J.,1,0,14,0,49
24,1,2,3,4,B,A,F,2,4,3,B,F,A,I would choose slot machine F.,1,0,14,29,48
25,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,12,0,49
26,1,2,3,4,B,A,F,4,2,3,F,B,A,I would choose slot machine F.,1,1,11,29,53
27,1,2,3,4,B,A,F,4,3,2,F,A,B,I would choose slot machine F.,1,1,13,31,50
28,3,7,8,9,D,E,C,9,8,7,C,E,D,"I would choose slot machine 

Please select one of the following options:

C
E
D",-99,-99,12,49,89
29,1,2,3,4,B,A,F,4,3,2,F,A,B,I would choose slot machine F.,1,1,15,33,45
30,3,7,8,9,D,E,C,7,9,8,D,C,E,I would choose slot machine E.,0,0,13,50,86
31,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,12,0,49
32,1,2,3,4,B,A,F,3,4,2,A,F,B,I would choose slot machine F.,1,0,15,31,51
33,3,7,8,9,D,E,C,8,9,7,E,C,D,I would choose slot machine E.,0,1,16,50,85
34,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,11,0,51
35,3,7,8,9,D,E,C,9,7,8,C,D,E,I would choose slot machine E.,0,0,16,50,82
36,3,7,8,9,D,E,C,9,7,8,C,D,E,I would choose slot machine C.,1,1,17,49,86
37,2,5,-99,6,G,--,I,5,-99,6,G,--,I,I would choose slot machine G.,0,1,18,0,89
38,1,2,3,4,B,A,F,4,2,3,F,B,A,I would choose slot machine F.,1,1,17,33,48
39,2,5,-99,6,G,--,I,6,-99,5,I,--,G,I would choose slot machine I.,1,1,14,0,86
40,3,7,8,9,D,E,C,9,8,7,C,E,D,I would choose slot machine C.,1,1,15,50,86
41,3,7,8,9,D,E,C,8,9,7,E,C,D,I would choose slot machine E.,0,1,12,49,85
42,0,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine J.,1,0,16,0,50
43,3,7,8,9,D,E,C,7,9,8,D,C,E,I would choose slot machine E.,0,0,12,50,82
44,0,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine J.,1,0,15,0,52
45,2,5,-99,6,G,--,I,5,-99,6,G,--,I,Please choose a slot machine.,-99,-99,11,0,86
46,3,7,8,9,D,E,C,9,7,8,C,D,E,I would choose slot machine C.,1,1,12,49,84
47,3,7,8,9,D,E,C,9,8,7,C,E,D,I would choose slot machine C.,1,1,13,48,83
48,2,5,-99,6,G,--,I,6,-99,5,I,--,G,Please choose a slot machine.,-99,-99,10,0,89
49,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,16,0,48
50,3,7,8,9,D,E,C,7,9,8,D,C,E,I would choose slot machine C.,1,0,13,49,88
51,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,15,0,48
52,2,5,-99,6,G,--,I,6,-99,5,I,--,G,Please choose a slot machine.,-99,-99,10,0,85
53,3,7,8,9,D,E,C,7,9,8,D,C,E,I would choose slot machine C.,1,0,15,50,84
54,1,2,3,4,B,A,F,3,4,2,A,F,B,I would choose slot machine F.,1,0,15,32,48
55,2,5,-99,6,G,--,I,6,-99,5,I,--,G,Please choose a slot machine.,-99,-99,13,0,85
56,1,2,3,4,B,A,F,3,4,2,A,F,B,Please respond with the number of the slot machine you choose.,-99,-99,16,32,46
57,2,5,-99,6,G,--,I,6,-99,5,I,--,G,Please choose a slot machine.,-99,-99,14,0,88
58,2,5,-99,6,G,--,I,5,-99,6,G,--,I,Please choose a slot machine.,-99,-99,15,0,89
59,0,0,-99,1,H,--,J,1,-99,0,J,--,H,I would choose slot machine J.,1,1,12,0,49
0,99,0,-99,1,H,--,J,0,-99,1,H,--,J,I would choose slot machine J.,1,0,0,0,0
1,99,0,-99,2,H,--,B,0,-99,2,H,--,B,I would choose slot machine H.,0,1,0,0,0
2,99,0,-99,3,H,--,A,0,-99,3,H,--,A,I would choose slot machine A.,1,0,0,0,0
3,99,0,-99,4,H,--,F,0,-99,4,H,--,F,I would choose slot machine F.,1,0,0,0,0
4,99,0,-99,5,H,--,G,0,-99,5,H,--,G,I would choose slot machine H.,0,1,0,0,0
5,99,0,-99,6,H,--,I,0,-99,6,H,--,I,Please choose a slot machine.,-99,-99,0,0,0
6,99,0,-99,7,H,--,D,0,-99,7,H,--,D,I would choose slot machine H.,0,1,0,0,0
7,99,0,-99,8,H,--,E,8,-99,0,E,--,H,I would choose slot machine E.,1,1,0,0,0
8,99,0,-99,9,H,--,C,9,-99,0,C,--,H,I would choose slot machine C.,1,1,0,0,0
9,99,1,-99,2,J,--,B,2,-99,1,B,--,J,I would choose slot machine J.,0,0,0,0,0
10,99,1,-99,3,J,--,A,3,-99,1,A,--,J,I would choose slot machine J.,0,0,0,0,0
11,99,1,-99,4,J,--,F,1,-99,4,J,--,F,"Please select one of the following options:
I would choose slot machine J.
I would choose slot machine F.",0,1,0,0,0
12,99,1,-99,5,J,--,G,5,-99,1,G,--,J,I would choose slot machine J.,0,0,0,0,0
13,99,1,-99,6,J,--,I,6,-99,1,I,--,J,"Please choose one of the following options:

I would choose slot machine I.
I would choose slot machine J.",1,1,0,0,0
14,99,1,-99,7,J,--,D,7,-99,1,D,--,J,"Please select one of the following options:

I would choose slot machine D.
I would choose slot machine J.",1,1,0,0,0
15,99,1,-99,8,J,--,E,8,-99,1,E,--,J,I would choose slot machine E.,1,1,0,0,0
16,99,1,-99,9,J,--,C,1,-99,9,J,--,C,I would choose slot machine J.,0,1,0,0,0
17,99,2,-99,3,B,--,A,2,-99,3,B,--,A,I would choose slot machine A.,1,0,0,0,0
18,99,2,-99,4,B,--,F,2,-99,4,B,--,F,I would choose slot machine F.,1,0,0,0,0
19,99,2,-99,5,B,--,G,2,-99,5,B,--,G,I would choose slot machine B.,0,1,0,0,0
20,99,2,-99,6,B,--,I,6,-99,2,I,--,B,Please choose a slot machine.,-99,-99,0,0,0
21,99,2,-99,7,B,--,D,2,-99,7,B,--,D,I would choose slot machine B.,0,1,0,0,0
22,99,2,-99,8,B,--,E,2,-99,8,B,--,E,I would choose slot machine E.,1,0,0,0,0
23,99,2,-99,9,B,--,C,9,-99,2,C,--,B,I would choose slot machine C.,1,1,0,0,0
24,99,3,-99,4,A,--,F,4,-99,3,F,--,A,I would choose slot machine F.,1,1,0,0,0
25,99,3,-99,5,A,--,G,5,-99,3,G,--,A,I would choose slot machine G.,1,1,0,0,0
26,99,3,-99,6,A,--,I,3,-99,6,A,--,I,Please choose a slot machine.,-99,-99,0,0,0
27,99,3,-99,7,A,--,D,3,-99,7,A,--,D,I would choose slot machine A.,0,1,0,0,0
28,99,3,-99,8,A,--,E,3,-99,8,A,--,E,I would choose slot machine A.,0,1,0,0,0
29,99,3,-99,9,A,--,C,3,-99,9,A,--,C,I would choose slot machine A.,0,1,0,0,0
30,99,4,-99,5,F,--,G,5,-99,4,G,--,F,I would choose slot machine F.,0,0,0,0,0
31,99,4,-99,6,F,--,I,4,-99,6,F,--,I,"Please choose one of the following options:

- Slot machine F
- Slot machine I",-99,-99,0,0,0
32,99,4,-99,7,F,--,D,7,-99,4,D,--,F,"Please select one of the following options:

I would choose slot machine D.
I would choose slot machine F.",1,1,0,0,0
33,99,4,-99,8,F,--,E,4,-99,8,F,--,E,"Please choose one of the following options:

I would choose slot machine F.
I would choose slot machine E.",0,1,0,0,0
34,99,4,-99,9,F,--,C,9,-99,4,C,--,F,I would choose slot machine F.,0,0,0,0,0
35,99,5,-99,6,G,--,I,5,-99,6,G,--,I,Please choose a slot machine.,-99,-99,0,0,0
36,99,5,-99,7,G,--,D,5,-99,7,G,--,D,I would choose slot machine G.,0,1,0,0,0
