trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,F,D,J,3,2,4,D,F,J,I would choose slot machine D.,0,1,12,32,52
1,2,5,-99,6,I,--,H,6,-99,5,H,--,I,I would choose slot machine H.,1,1,12,0,87
2,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine B.,0,1,16,0,49
3,1,2,3,4,F,D,J,3,4,2,D,J,F,I would choose slot machine J.,1,0,14,32,47
4,1,2,3,4,F,D,J,3,2,4,D,F,J,I would choose slot machine J.,1,0,12,31,51
5,1,2,3,4,F,D,J,3,2,4,D,F,J,I would choose slot machine J.,1,0,12,30,48
6,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,16,0,50
7,1,2,3,4,F,D,J,4,3,2,J,D,F,I would choose slot machine J.,1,1,11,35,49
8,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,15,0,85
9,3,7,8,9,C,G,A,7,8,9,C,G,A,I would choose slot machine C.,0,1,11,48,82
10,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,16,0,47
11,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,14,0,86
12,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,14,0,53
13,3,7,8,9,C,G,A,8,9,7,G,A,C,I would choose slot machine A.,1,0,16,48,80
14,3,7,8,9,C,G,A,8,9,7,G,A,C,I would choose slot machine A.,1,0,10,49,83
15,3,7,8,9,C,G,A,9,8,7,A,G,C,I would choose slot machine A.,1,1,14,47,85
16,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,13,0,49
17,1,2,3,4,F,D,J,4,2,3,J,F,D,I would choose slot machine J.,1,1,16,33,53
18,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,13,0,52
19,3,7,8,9,C,G,A,9,7,8,A,C,G,I would choose slot machine A.,1,1,15,48,85
20,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,13,0,48
21,1,2,3,4,F,D,J,4,2,3,J,F,D,I would choose slot machine J.,1,1,12,34,49
22,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,13,0,87
23,3,7,8,9,C,G,A,9,7,8,A,C,G,I would choose slot machine A.,1,1,12,48,83
24,3,7,8,9,C,G,A,9,8,7,A,G,C,I would choose slot machine A.,1,1,12,50,83
25,2,5,-99,6,I,--,H,6,-99,5,H,--,I,I would choose slot machine H.,1,1,12,0,86
26,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,12,0,49
27,1,2,3,4,F,D,J,3,2,4,D,F,J,I would choose slot machine J.,1,0,12,32,48
28,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,16,0,53
29,2,5,-99,6,I,--,H,6,-99,5,H,--,I,I would choose slot machine H.,1,1,10,0,83
30,3,7,8,9,C,G,A,9,7,8,A,C,G,I would choose slot machine A.,1,1,13,49,82
31,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,17,0,83
32,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,13,0,50
33,1,2,3,4,F,D,J,4,3,2,J,D,F,I would choose slot machine J.,1,1,14,32,50
34,1,2,3,4,F,D,J,2,3,4,F,D,J,I would choose slot machine J.,1,0,15,32,53
35,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,12,0,49
36,3,7,8,9,C,G,A,9,7,8,A,C,G,I would choose slot machine A.,1,1,12,52,86
37,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,11,0,48
38,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,14,0,86
39,1,2,3,4,F,D,J,4,3,2,J,D,F,I would choose slot machine J.,1,1,10,33,50
40,3,7,8,9,C,G,A,8,7,9,G,C,A,I would choose slot machine A.,1,0,13,50,85
41,1,2,3,4,F,D,J,2,3,4,F,D,J,I would choose slot machine J.,1,0,17,28,47
42,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,11,0,88
43,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,11,0,83
44,1,2,3,4,F,D,J,2,3,4,F,D,J,I would choose slot machine J.,1,0,14,32,50
45,3,7,8,9,C,G,A,7,8,9,C,G,A,I would choose slot machine A.,1,0,11,47,84
46,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,12,0,85
47,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,15,0,89
48,3,7,8,9,C,G,A,7,9,8,C,A,G,I would choose slot machine A.,1,0,17,51,85
49,3,7,8,9,C,G,A,8,9,7,G,A,C,I would choose slot machine A.,1,0,13,49,83
50,1,2,3,4,F,D,J,3,4,2,D,J,F,I would choose slot machine J.,1,0,20,32,47
51,0,0,-99,1,B,--,E,1,-99,0,E,--,B,I would choose slot machine E.,1,1,10,0,50
52,1,2,3,4,F,D,J,2,3,4,F,D,J,I would choose slot machine J.,1,0,14,34,46
53,3,7,8,9,C,G,A,7,8,9,C,G,A,I would choose slot machine A.,1,0,15,52,83
54,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,16,0,48
55,3,7,8,9,C,G,A,7,9,8,C,A,G,I would choose slot machine A.,1,0,16,49,86
56,2,5,-99,6,I,--,H,5,-99,6,I,--,H,I would choose slot machine H.,1,0,14,0,88
57,0,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,14,0,49
58,2,5,-99,6,I,--,H,6,-99,5,H,--,I,I would choose slot machine H.,1,1,15,0,86
59,2,5,-99,6,I,--,H,6,-99,5,H,--,I,I would choose slot machine H.,1,1,12,0,83
0,99,0,-99,1,B,--,E,0,-99,1,B,--,E,I would choose slot machine E.,1,0,0,0,0
1,99,0,-99,2,B,--,F,0,-99,2,B,--,F,I would choose slot machine B.,0,1,0,0,0
2,99,0,-99,3,B,--,D,0,-99,3,B,--,D,I would choose slot machine D.,1,0,0,0,0
3,99,0,-99,4,B,--,J,0,-99,4,B,--,J,I would choose slot machine J.,1,0,0,0,0
4,99,0,-99,5,B,--,I,5,-99,0,I,--,B,I would choose slot machine B.,0,0,0,0,0
5,99,0,-99,6,B,--,H,0,-99,6,B,--,H,I would choose slot machine H.,1,0,0,0,0
6,99,0,-99,7,B,--,C,7,-99,0,C,--,B,I would choose slot machine C.,1,1,0,0,0
7,99,0,-99,8,B,--,G,8,-99,0,G,--,B,I would choose slot machine G.,1,1,0,0,0
8,99,0,-99,9,B,--,A,0,-99,9,B,--,A,I would choose slot machine A.,1,0,0,0,0
9,99,1,-99,2,E,--,F,2,-99,1,F,--,E,I would choose slot machine E.,0,0,0,0,0
10,99,1,-99,3,E,--,D,3,-99,1,D,--,E,I would choose slot machine E.,0,0,0,0,0
11,99,1,-99,4,E,--,J,4,-99,1,J,--,E,I would choose slot machine J.,1,1,0,0,0
12,99,1,-99,5,E,--,I,1,-99,5,E,--,I,I would choose slot machine E.,0,1,0,0,0
13,99,1,-99,6,E,--,H,1,-99,6,E,--,H,I would choose slot machine H.,1,0,0,0,0
