trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,C,A,B,9,8,7,B,A,C,,-99,-99,11,50,85
1,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine D.,0,1,13,0,50
2,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine G.,0,1,14,0,80
3,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine J.,1,0,17,0,47
4,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine J.,1,0,11,0,48
5,1,2,3,4,F,E,I,4,3,2,I,E,F,I would choose slot machine I.,1,1,19,31,49
6,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,13,0,84
7,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,13,0,87
8,3,7,8,9,C,A,B,7,9,8,C,B,A,I would choose slot machine B.,1,0,10,50,83
9,1,2,3,4,F,E,I,2,4,3,F,I,E,I would choose slot machine I.,1,0,14,32,51
10,3,7,8,9,C,A,B,8,9,7,A,B,C,I would choose slot machine B.,1,0,13,50,88
11,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine J.,1,0,17,0,52
12,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine J.,1,0,11,0,48
13,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine J.,1,0,12,0,52
14,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,14,0,84
15,3,7,8,9,C,A,B,7,8,9,C,A,B,I would choose slot machine B.,1,0,13,47,83
16,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine J.,1,0,12,0,47
17,0,0,-99,1,D,--,J,1,-99,0,J,--,D,I would choose slot machine J.,1,1,14,0,50
18,3,7,8,9,C,A,B,7,9,8,C,B,A,I would choose slot machine B.,1,0,13,48,85
19,1,2,3,4,F,E,I,2,3,4,F,E,I,I would choose slot machine I.,1,0,13,36,51
20,0,0,-99,1,D,--,J,1,-99,0,J,--,D,I would choose slot machine J.,1,1,15,0,50
21,3,7,8,9,C,A,B,9,8,7,B,A,C,I would choose slot machine B.,1,1,15,52,87
22,3,7,8,9,C,A,B,7,8,9,C,A,B,I would choose slot machine B.,1,0,10,53,84
23,1,2,3,4,F,E,I,3,2,4,E,F,I,I would choose slot machine I.,1,0,14,34,52
24,1,2,3,4,F,E,I,3,2,4,E,F,I,I would choose slot machine I.,1,0,15,33,47
25,2,5,-99,6,G,--,H,5,-99,6,G,--,H,I would choose slot machine H.,1,0,13,0,83
26,1,2,3,4,F,E,I,4,3,2,I,E,F,I would choose slot machine I.,1,1,15,33,53
27,3,7,8,9,C,A,B,9,7,8,B,C,A,I would choose slot machine B.,1,1,16,51,81
28,1,2,3,4,F,E,I,4,3,2,I,E,F,I would choose slot machine I.,1,1,15,34,46
29,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,14,0,86
30,1,2,3,4,F,E,I,2,4,3,F,I,E,I would choose slot machine I.,1,0,14,33,51
31,1,2,3,4,F,E,I,4,3,2,I,E,F,I would choose slot machine I.,1,1,12,31,52
32,1,2,3,4,F,E,I,2,3,4,F,E,I,I would choose slot machine I.,1,0,17,30,50
33,3,7,8,9,C,A,B,9,8,7,B,A,C,I would choose slot machine B.,1,1,14,49,88
34,0,0,-99,1,D,--,J,1,-99,0,J,--,D,I would choose slot machine J.,1,1,13,0,49
35,1,2,3,4,F,E,I,3,2,4,E,F,I,I would choose slot machine I.,1,0,13,32,47
36,3,7,8,9,C,A,B,9,7,8,B,C,A,I would choose slot machine B.,1,1,13,53,84
37,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,13,0,91
38,0,0,-99,1,D,--,J,0,-99,1,D,--,J,I would choose slot machine J.,1,0,12,0,52
39,0,0,-99,1,D,--,J,1,-99,0,J,--,D,I would choose slot machine J.,1,1,15,0,47
40,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,13,0,89
41,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,15,0,84
42,0,0,-99,1,D,--,J,1,-99,0,J,--,D,I would choose slot machine J.,1,1,14,0,48
43,1,2,3,4,F,E,I,2,4,3,F,I,E,I would choose slot machine I.,1,0,12,28,49
44,2,5,-99,6,G,--,H,6,-99,5,H,--,G,I would choose slot machine H.,1,1,10,0,87
