trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,J,A,D,4,2,3,D,J,A,I would choose slot machine D.,1,1,14,30,50
1,3,7,8,9,E,I,B,8,7,9,I,E,B,I would choose slot machine I.,0,1,12,49,86
2,0,0,-99,1,F,--,C,1,-99,0,C,--,F,I would choose slot machine C.,1,1,13,0,49
3,2,5,-99,6,H,--,G,5,-99,6,H,--,G,I would choose slot machine H.,0,1,11,0,81
4,3,7,8,9,E,I,B,9,8,7,B,I,E,I would choose slot machine B.,1,1,9,47,85
5,1,2,3,4,J,A,D,3,4,2,A,D,J,I would choose slot machine D.,1,0,13,31,50
6,3,7,8,9,E,I,B,8,7,9,I,E,B,I would choose slot machine B.,1,0,13,49,86
7,1,2,3,4,J,A,D,4,3,2,D,A,J,I would choose slot machine D.,1,1,15,32,49
8,1,2,3,4,J,A,D,2,3,4,J,A,D,I would choose slot machine D.,1,0,14,32,49
9,2,5,-99,6,H,--,G,6,-99,5,G,--,H,I would choose slot machine G.,1,1,11,0,87
10,1,2,3,4,J,A,D,3,4,2,A,D,J,I would choose slot machine D.,1,0,15,34,47
11,3,7,8,9,E,I,B,7,9,8,E,B,I,I would choose slot machine B.,1,0,12,49,84
12,3,7,8,9,E,I,B,8,9,7,I,B,E,I would choose slot machine B.,1,0,12,47,90
13,1,2,3,4,J,A,D,3,4,2,A,D,J,I would choose slot machine D.,1,0,13,32,52
14,3,7,8,9,E,I,B,8,7,9,I,E,B,I would choose slot machine B.,1,0,13,48,82
15,1,2,3,4,J,A,D,3,4,2,A,D,J,I would choose slot machine D.,1,0,14,31,47
16,0,0,-99,1,F,--,C,0,-99,1,F,--,C,I would choose slot machine C.,1,0,11,0,48
17,0,0,-99,1,F,--,C,1,-99,0,C,--,F,I would choose slot machine C.,1,1,15,0,51
18,3,7,8,9,E,I,B,9,7,8,B,E,I,I would choose slot machine B.,1,1,15,48,86
19,3,7,8,9,E,I,B,9,7,8,B,E,I,I would choose slot machine B.,1,1,11,50,87
20,3,7,8,9,E,I,B,9,8,7,B,I,E,I would choose slot machine B.,1,1,11,50,86
21,0,0,-99,1,F,--,C,1,-99,0,C,--,F,I would choose slot machine C.,1,1,14,0,51
22,3,7,8,9,E,I,B,8,9,7,I,B,E,I would choose slot machine B.,1,0,13,45,86
23,2,5,-99,6,H,--,G,5,-99,6,H,--,G,I would choose slot machine G.,1,0,14,0,87
24,1,2,3,4,J,A,D,3,4,2,A,D,J,I would choose slot machine D.,1,0,12,30,54
25,2,5,-99,6,H,--,G,5,-99,6,H,--,G,I would choose slot machine G.,1,0,11,0,83
26,0,0,-99,1,F,--,C,0,-99,1,F,--,C,I would choose slot machine C.,1,0,11,0,51
27,0,0,-99,1,F,--,C,0,-99,1,F,--,C,I would choose slot machine C.,1,0,12,0,54
28,3,7,8,9,E,I,B,8,7,9,I,E,B,I would choose slot machine B.,1,0,14,54,88
29,2,5,-99,6,H,--,G,6,-99,5,G,--,H,I would choose slot machine G.,1,1,18,0,84
30,2,5,-99,6,H,--,G,5,-99,6,H,--,G,I would choose slot machine G.,1,0,17,0,84
31,2,5,-99,6,H,--,G,5,-99,6,H,--,G,I would choose slot machine G.,1,0,12,0,87
32,1,2,3,4,J,A,D,3,4,2,A,D,J,I would choose slot machine D.,1,0,11,30,49
