trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,B,D,2,3,B,D,I would choose slot machine B.,0,1,0.0,1.0
1,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,1.0
2,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
3,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,0.0
4,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,0.0
5,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
6,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,0.0
7,0,0,1,C,A,1,0,A,C,I would choose slot machine C.,0,0,0.0,0.0
8,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,0.0,1.0
9,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,1.0
10,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
11,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,1.0
12,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
13,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
14,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,1.0
15,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,1.0
16,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
17,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
18,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,1.0
19,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
20,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
21,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,1.0,1.0
22,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,1.0
23,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
24,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,1.0
25,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
26,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,1.0
27,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
28,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
29,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
30,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
31,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
32,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,1.0
33,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,0.0
34,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,0.0
35,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
36,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
37,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,1.0
38,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,1.0
39,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,1.0
40,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,0.0
41,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,1.0
42,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,0.0
43,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
44,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
45,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
46,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
47,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,1.0
48,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
49,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,1.0
50,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,1.0,0.0
51,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,0.0
52,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
53,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,1.0
54,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
55,1,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,1.0,1.0
56,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,1.0,1.0
57,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,0.0
58,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
59,1,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,1.0,1.0
0,99,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,0.0,0.0
1,99,0,2,C,B,0,2,C,B,I would choose slot machine B.,1,0,0.0,0.0
2,99,0,3,C,D,0,3,C,D,I would choose slot machine D.,1,0,0.0,0.0
3,99,1,2,A,B,1,2,A,B,I would choose slot machine B.,1,0,0.0,0.0
4,99,1,3,A,D,1,3,A,D,I would choose slot machine D.,1,0,0.0,0.0
5,99,2,3,B,D,2,3,B,D,I would choose slot machine D.,1,0,0.0,0.0
0,99,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,0.0,0.0
1,99,0,2,C,B,2,0,B,C,I would choose slot machine B.,1,1,0.0,0.0
2,99,0,3,C,D,3,0,D,C,I would choose slot machine D.,1,1,0.0,0.0
3,99,1,2,A,B,2,1,B,A,I would choose slot machine A.,0,0,0.0,0.0
4,99,1,3,A,D,3,1,D,A,I would choose slot machine D.,1,1,0.0,0.0
5,99,2,3,B,D,3,2,D,B,I would choose slot machine D.,1,1,0.0,0.0
