trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,A,G,2,3,A,G,I would choose slot machine A.,0,1,0.0,0.0
1,2,4,5,H,E,5,4,E,H,I would choose slot machine E.,1,1,0.0,0.1
2,1,2,3,A,G,2,3,A,G,I would choose slot machine A.,0,1,-0.1,-0.1
3,0,0,1,D,F,1,0,F,D,I would choose slot machine F.,1,1,-1.0,0.0
4,2,4,5,H,E,4,5,H,E,I would choose slot machine E.,1,0,0.0,0.1
5,2,4,5,H,E,5,4,E,H,I would choose slot machine E.,1,1,0.0,0.1
6,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
7,3,6,7,C,B,6,7,C,B,I would choose slot machine C.,0,1,0.0,1.0
8,0,0,1,D,F,1,0,F,D,I would choose slot machine F.,1,1,0.0,0.0
9,2,4,5,H,E,5,4,E,H,I would choose slot machine E.,1,1,0.0,0.1
10,2,4,5,H,E,5,4,E,H,I would choose slot machine E.,1,1,0.1,0.1
11,2,4,5,H,E,4,5,H,E,I would choose slot machine E.,1,0,0.1,0.1
12,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
13,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
14,3,6,7,C,B,6,7,C,B,I would choose slot machine B.,1,0,1.0,1.0
15,3,6,7,C,B,6,7,C,B,I would choose slot machine C.,0,1,0.0,1.0
16,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,-0.1,-0.1
17,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,0.0
18,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,0.0
19,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,-0.1,0.0
20,3,6,7,C,B,6,7,C,B,I would choose slot machine B.,1,0,0.0,1.0
21,2,4,5,H,E,4,5,H,E,I would choose slot machine E.,1,0,0.0,0.0
22,3,6,7,C,B,7,6,B,C,I would choose slot machine B.,1,1,1.0,1.0
23,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,0.0
24,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,0.0,-1.0
25,3,6,7,C,B,6,7,C,B,I would choose slot machine B.,1,0,0.0,1.0
26,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,0.0,0.0
27,3,6,7,C,B,6,7,C,B,I would choose slot machine B.,1,0,0.0,0.0
28,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,0.0
29,3,6,7,C,B,7,6,B,C,I would choose slot machine B.,1,1,1.0,0.0
30,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,0.0,0.0
31,2,4,5,H,E,5,4,E,H,I would choose slot machine E.,1,1,0.0,0.0
32,2,4,5,H,E,4,5,H,E,I would choose slot machine E.,1,0,0.1,0.1
33,1,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,-0.1,-0.1
34,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,0.0
35,3,6,7,C,B,6,7,C,B,I would choose slot machine B.,1,0,0.0,1.0
36,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,0.0,0.0
37,2,4,5,H,E,5,4,E,H,I would choose slot machine E.,1,1,0.0,0.0
38,3,6,7,C,B,6,7,C,B,I would choose slot machine B.,1,0,0.0,0.0
39,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
40,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,-1.0
41,3,6,7,C,B,7,6,B,C,I would choose slot machine B.,1,1,0.0,1.0
42,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,0.0
43,2,4,5,H,E,4,5,H,E,I would choose slot machine E.,1,0,0.0,0.1
44,3,6,7,C,B,7,6,B,C,I would choose slot machine B.,1,1,0.0,1.0
45,0,0,1,D,F,0,1,D,F,I would choose slot machine F.,1,0,-1.0,-1.0
46,2,4,5,H,E,5,4,E,H,I would choose slot machine E.,1,1,0.0,0.1
47,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,-0.1,0.0
0,99,0,1,D,F,1,0,F,D,I would choose slot machine F.,1,1,0.0,0.0
1,99,0,2,D,A,2,0,A,D,I would choose slot machine A.,1,1,0.0,0.0
2,99,0,3,D,G,3,0,G,D,I would choose slot machine G.,1,1,0.0,0.0
3,99,0,4,D,H,4,0,H,D,I would choose slot machine H.,1,1,0.0,0.0
4,99,0,5,D,E,0,5,D,E,I would choose slot machine E.,1,0,0.0,0.0
5,99,0,6,D,C,6,0,C,D,I would choose slot machine C.,1,1,0.0,0.0
6,99,0,7,D,B,7,0,B,D,I would choose slot machine B.,1,1,0.0,0.0
7,99,1,2,F,A,2,1,A,F,I would choose slot machine F.,0,0,0.0,0.0
8,99,1,3,F,G,3,1,G,F,I would choose slot machine G.,1,1,0.0,0.0
9,99,1,4,F,H,1,4,F,H,I would choose slot machine F.,0,1,0.0,0.0
10,99,1,5,F,E,1,5,F,E,I would choose slot machine E.,1,0,0.0,0.0
11,99,1,6,F,C,1,6,F,C,I would choose slot machine F.,0,1,0.0,0.0
12,99,1,7,F,B,7,1,B,F,I would choose slot machine B.,1,1,0.0,0.0
13,99,2,3,A,G,2,3,A,G,I would choose slot machine G.,1,0,0.0,0.0
14,99,2,4,A,H,4,2,H,A,I would choose slot machine H.,1,1,0.0,0.0
15,99,2,5,A,E,2,5,A,E,I would choose slot machine E.,1,0,0.0,0.0
16,99,2,6,A,C,6,2,C,A,I would choose slot machine C.,1,1,0.0,0.0
17,99,2,7,A,B,2,7,A,B,I would choose slot machine B.,1,0,0.0,0.0
18,99,3,4,G,H,4,3,H,G,I would choose slot machine H.,1,1,0.0,0.0
19,99,3,5,G,E,3,5,G,E,I would choose slot machine E.,1,0,0.0,0.0
20,99,3,6,G,C,3,6,G,C,I would choose slot machine G.,0,1,0.0,0.0
21,99,3,7,G,B,7,3,B,G,I would choose slot machine B.,1,1,0.0,0.0
22,99,4,5,H,E,4,5,H,E,I would choose slot machine E.,1,0,0.0,0.0
23,99,4,6,H,C,4,6,H,C,I would choose slot machine H.,0,1,0.0,0.0
24,99,4,7,H,B,7,4,B,H,I would choose slot machine B.,1,1,0.0,0.0
25,99,5,6,E,C,5,6,E,C,I would choose slot machine E.,0,1,0.0,0.0
26,99,5,7,E,B,7,5,B,E,I would choose slot machine B.,1,1,0.0,0.0
27,99,6,7,C,B,6,7,C,B,I would choose slot machine B.,1,0,0.0,0.0
