trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,E,F,7,6,F,E,I would choose slot machine F.,1,1,29.0,34.0
1,2,4,5,B,C,4,5,B,C,I would choose slot machine B.,0,1,28.0,27.0
2,3,6,7,E,F,6,7,E,F,I would choose slot machine F.,1,0,29.0,34.0
3,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,27.0,26.0
4,2,4,5,B,C,5,4,C,B,I would choose slot machine B.,0,0,28.0,42.0
5,3,6,7,E,F,6,7,E,F,I would choose slot machine F.,1,0,29.0,34.0
6,1,2,3,A,G,3,2,G,A,I would choose slot machine A.,0,0,12.0,26.0
7,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
8,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,27.0,26.0
9,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
10,0,0,1,H,D,0,1,H,D,I would choose slot machine H.,0,1,20.0,25.0
11,2,4,5,B,C,4,5,B,C,I would choose slot machine C.,1,0,28.0,27.0
12,2,4,5,B,C,4,5,B,C,I would choose slot machine B.,0,1,28.0,42.0
13,3,6,7,E,F,7,6,F,E,I would choose slot machine F.,1,1,29.0,34.0
14,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
15,0,0,1,H,D,0,1,H,D,I would choose slot machine D.,1,0,20.0,25.0
16,3,6,7,E,F,6,7,E,F,I would choose slot machine F.,1,0,44.0,34.0
17,3,6,7,E,F,7,6,F,E,I would choose slot machine F.,1,1,29.0,34.0
18,2,4,5,B,C,4,5,B,C,I would choose slot machine C.,1,0,28.0,27.0
19,3,6,7,E,F,7,6,F,E,I would choose slot machine F.,1,1,44.0,34.0
20,1,2,3,A,G,3,2,G,A,I would choose slot machine G.,1,1,27.0,26.0
21,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
