trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,3,6,7,G,B,7,6,B,G,I would choose slot machine G.,0,0,29.0,34.0
1,3,6,7,G,B,7,6,B,G,I would choose slot machine B.,1,1,29.0,34.0
2,3,6,7,G,B,7,6,B,G,I would choose slot machine B.,1,1,29.0,34.0
3,2,4,5,A,D,4,5,A,D,I would choose slot machine A.,0,1,28.0,27.0
4,3,6,7,G,B,6,7,G,B,I would choose slot machine B.,1,0,29.0,34.0
5,2,4,5,A,D,5,4,D,A,I would choose slot machine A.,0,0,28.0,27.0
6,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
7,3,6,7,G,B,7,6,B,G,I would choose slot machine B.,1,1,29.0,34.0
8,3,6,7,G,B,7,6,B,G,I would choose slot machine B.,1,1,44.0,34.0
9,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
10,1,2,3,E,C,2,3,E,C,I would choose slot machine E.,0,1,27.0,26.0
11,2,4,5,A,D,5,4,D,A,I would choose slot machine A.,0,0,28.0,27.0
12,1,2,3,E,C,3,2,C,E,I would choose slot machine E.,0,0,12.0,26.0
13,0,0,1,H,F,0,1,H,F,I would choose slot machine F.,1,0,20.0,25.0
14,0,0,1,H,F,1,0,F,H,I would choose slot machine F.,1,1,20.0,25.0
15,0,0,1,H,F,0,1,H,F,I would choose slot machine F.,1,0,20.0,10.0
16,3,6,7,G,B,7,6,B,G,I would choose slot machine B.,1,1,29.0,34.0
17,3,6,7,G,B,6,7,G,B,I would choose slot machine B.,1,0,29.0,34.0
18,1,2,3,E,C,3,2,C,E,I would choose slot machine C.,1,1,27.0,26.0
19,3,6,7,G,B,6,7,G,B,I would choose slot machine B.,1,0,29.0,34.0
20,2,4,5,A,D,4,5,A,D,I would choose slot machine A.,0,1,28.0,42.0
21,3,6,7,G,B,6,7,G,B,I would choose slot machine B.,1,0,29.0,34.0
22,3,6,7,G,B,6,7,G,B,I would choose slot machine B.,1,0,29.0,34.0
