trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,2,5,-99,6,H,--,B,5,-99,6,H,--,B,"Slot machine H pays off $10 on average per play.
Slot machine B pays off $8 on average per play.

Please respond.",-99,-99,15,0,86
1,1,2,3,4,A,G,C,3,2,4,G,A,C,I would choose slot machine G.,0,1,14,31,50
2,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine I.,0,1,14,0,50
3,1,2,3,4,A,G,C,4,3,2,C,G,A,I would choose slot machine G.,0,0,12,34,49
4,2,5,-99,6,H,--,B,6,-99,5,B,--,H,I would choose slot machine B.,1,1,13,0,87
5,3,7,8,9,F,D,E,7,9,8,F,E,D,I would choose slot machine E.,1,0,16,47,87
6,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine J.,1,0,15,0,47
7,3,7,8,9,F,D,E,9,8,7,E,D,F,I would choose slot machine E.,1,1,14,49,84
8,1,2,3,4,A,G,C,3,2,4,G,A,C,I would choose slot machine G.,0,1,14,29,49
9,3,7,8,9,F,D,E,9,8,7,E,D,F,I would choose slot machine E.,1,1,15,49,84
10,2,5,-99,6,H,--,B,6,-99,5,B,--,H,I would choose slot machine B.,1,1,16,0,85
11,1,2,3,4,A,G,C,2,4,3,A,C,G,I would choose slot machine G.,0,0,15,34,51
12,2,5,-99,6,H,--,B,5,-99,6,H,--,B,I would choose slot machine B.,1,0,12,0,84
13,2,5,-99,6,H,--,B,6,-99,5,B,--,H,I would choose slot machine B.,1,1,9,0,88
14,0,0,-99,1,I,--,J,0,-99,1,I,--,J,I would choose slot machine J.,1,0,11,0,52
15,2,5,-99,6,H,--,B,5,-99,6,H,--,B,I would choose slot machine B.,1,0,15,0,84
16,1,2,3,4,A,G,C,2,4,3,A,C,G,I would choose slot machine G.,0,0,15,34,49
