trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,G,J,D,8,7,9,J,G,D,I would choose slot machine J.,0,1,17,50,88
1,2,5,-99,6,F,--,A,6,-99,5,A,--,F,I would choose slot machine A.,1,1,14,0,86
2,0,0,-99,1,H,--,I,0,-99,1,H,--,I,I would choose slot machine H.,0,1,12,0,49
3,0,0,-99,1,H,--,I,0,-99,1,H,--,I,I would choose slot machine I.,1,0,16,0,53
4,1,2,3,4,B,C,E,3,2,4,C,B,E,I would choose slot machine C.,0,1,16,36,49
5,2,5,-99,6,F,--,A,5,-99,6,F,--,A,I would choose slot machine A.,1,0,14,0,86
6,3,7,8,9,G,J,D,8,7,9,J,G,D,I would choose slot machine D.,1,0,13,48,88
7,2,5,-99,6,F,--,A,5,-99,6,F,--,A,I would choose slot machine  A.,0,0,16,0,86
8,3,7,8,9,G,J,D,9,8,7,D,J,G,I would choose slot machine D.,1,1,14,47,86
9,0,0,-99,1,H,--,I,0,-99,1,H,--,I,I would choose slot machine H.,0,1,11,0,49
10,1,2,3,4,B,C,E,2,3,4,B,C,E,I would choose slot machine E.,1,0,15,31,51
11,0,0,-99,1,H,--,I,0,-99,1,H,--,I,I would choose slot machine H.,0,1,9,0,48
12,2,5,-99,6,F,--,A,6,-99,5,A,--,F,I would choose slot machine A.,1,1,17,0,87
13,2,5,-99,6,F,--,A,5,-99,6,F,--,A,I would choose slot machine A.,1,0,13,0,82
14,3,7,8,9,G,J,D,9,7,8,D,G,J,I would choose slot machine J.,0,0,17,46,82
15,3,7,8,9,G,J,D,7,9,8,G,D,J,I would choose slot machine G.,0,1,16,47,87
16,0,0,-99,1,H,--,I,0,-99,1,H,--,I,I would choose slot machine H.,0,1,14,0,52
17,3,7,8,9,G,J,D,7,9,8,G,D,J,I would choose slot machine G.,0,1,16,51,84
18,3,7,8,9,G,J,D,7,9,8,G,D,J,I would choose slot machine G.,0,1,16,50,83
19,3,7,8,9,G,J,D,8,7,9,J,G,D,I would choose slot machine J.,0,1,15,51,88
20,1,2,3,4,B,C,E,4,2,3,E,B,C,I would choose slot machine E.,1,1,15,32,52
21,1,2,3,4,B,C,E,4,3,2,E,C,B,I would choose slot machine E.,1,1,14,33,51
22,1,2,3,4,B,C,E,2,3,4,B,C,E,I would choose slot machine E.,1,0,13,31,47
23,0,0,-99,1,H,--,I,0,-99,1,H,--,I,I would choose slot machine H.,0,1,11,0,47
24,1,2,3,4,B,C,E,4,3,2,E,C,B,I would choose slot machine E.,1,1,10,34,51
25,1,2,3,4,B,C,E,3,4,2,C,E,B,I would choose slot machine E.,1,0,15,34,48
