trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,3,7,8,9,G,D,J,8,9,7,D,J,G,I would choose slot machine D.,0,1,13,50,86
1,1,2,3,4,F,E,I,3,4,2,E,I,F,Please respond with the letter of the slot machine you choose.,-99,-99,12,33,45
2,1,2,3,4,F,E,I,2,3,4,F,E,I,I would choose slot machine E.,0,0,14,33,51
3,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,12,0,85
4,3,7,8,9,G,D,J,9,7,8,J,G,D,I would choose slot machine J.,1,1,10,48,83
5,3,7,8,9,G,D,J,8,7,9,D,G,J,I would choose slot machine J.,1,0,11,47,88
6,1,2,3,4,F,E,I,2,4,3,F,I,E,I would choose slot machine E.,0,0,14,30,51
7,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,16,0,83
8,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,9,0,84
9,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,14,0,52
10,1,2,3,4,F,E,I,3,4,2,E,I,F,I would choose slot machine E.,0,1,10,30,49
11,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,17,0,83
12,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine C.,1,0,13,0,88
13,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine B.,1,0,12,0,46
14,1,2,3,4,F,E,I,3,2,4,E,F,I,I would choose slot machine E.,0,1,12,28,46
15,1,2,3,4,F,E,I,2,4,3,F,I,E,I would choose slot machine E.,0,0,16,32,48
16,3,7,8,9,G,D,J,9,8,7,J,D,G,I would choose slot machine J.,1,1,16,52,84
17,1,2,3,4,F,E,I,2,4,3,F,I,E,I would choose slot machine E.,0,0,13,34,51
18,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine H.,0,1,10,0,85
19,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,12,0,50
20,0,0,-99,1,A,--,B,1,-99,0,B,--,A,I would choose slot machine B.,1,1,12,0,50
21,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,15,0,84
22,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine H.,0,1,13,0,86
23,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,13,0,53
24,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,12,0,85
25,3,7,8,9,G,D,J,8,7,9,D,G,J,I would choose slot machine J.,1,0,12,49,87
26,0,0,-99,1,A,--,B,1,-99,0,B,--,A,I would choose slot machine B.,1,1,13,0,51
27,1,2,3,4,F,E,I,2,3,4,F,E,I,Please respond with the letter of the slot machine you choose.,-99,-99,16,31,49
28,3,7,8,9,G,D,J,9,7,8,J,G,D,I would choose slot machine J.,1,1,14,50,88
29,0,0,-99,1,A,--,B,1,-99,0,B,--,A,I would choose slot machine B.,1,1,13,0,49
30,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,13,0,52
31,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,15,0,48
32,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,15,0,50
33,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine H.,0,1,16,0,85
34,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine H.,0,1,15,0,86
35,3,7,8,9,G,D,J,8,9,7,D,J,G,I would choose slot machine D.,0,1,17,49,86
36,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,12,0,46
37,0,0,-99,1,A,--,B,0,-99,1,A,--,B,I would choose slot machine A.,0,1,14,0,49
38,0,0,-99,1,A,--,B,1,-99,0,B,--,A,I would choose slot machine B.,1,1,14,0,52
39,1,2,3,4,F,E,I,4,3,2,I,E,F,Please respond with the letter of the slot machine you choose.,-99,-99,13,29,48
40,1,2,3,4,F,E,I,4,2,3,I,F,E,Please respond with the letter of the slot machine you choose.,-99,-99,16,32,49
41,3,7,8,9,G,D,J,9,7,8,J,G,D,I would choose slot machine J.,1,1,11,49,86
42,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,12,0,86
43,1,2,3,4,F,E,I,4,3,2,I,E,F,Please respond with the letter of the slot machine you choose.,-99,-99,10,33,47
44,1,2,3,4,F,E,I,4,3,2,I,E,F,Please respond with the letter of the slot machine you choose.,-99,-99,12,30,49
45,1,2,3,4,F,E,I,3,2,4,E,F,I,Please respond with the letter of the slot machine you choose.,-99,-99,15,29,53
46,2,5,-99,6,H,--,C,5,-99,6,H,--,C,I would choose slot machine H.,0,1,13,0,84
47,3,7,8,9,G,D,J,7,8,9,G,D,J,Please respond with the letter of the slot machine you choose.,-99,-99,15,52,88
48,1,2,3,4,F,E,I,3,4,2,E,I,F,Please respond with the letter of the slot machine you choose.,-99,-99,14,32,54
49,0,0,-99,1,A,--,B,1,-99,0,B,--,A,I would choose slot machine B.,1,1,13,0,47
50,1,2,3,4,F,E,I,3,2,4,E,F,I,Please respond with the letter of the slot machine you choose.,-99,-99,12,32,50
51,2,5,-99,6,H,--,C,6,-99,5,C,--,H,I would choose slot machine C.,1,1,11,0,86
52,3,7,8,9,G,D,J,9,7,8,J,G,D,I would choose slot machine J.,1,1,16,47,87
