trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,H,B,D,2,3,4,H,B,D,I would choose slot machine H.,0,1,15,29,51
1,3,7,8,9,I,A,G,8,9,7,A,G,I,I would choose slot machine G.,1,0,12,52,87
2,1,2,3,4,H,B,D,4,2,3,D,H,B,I would choose slot machine D.,1,1,15,31,48
3,0,0,-99,1,J,--,C,1,-99,0,C,--,J,I would choose slot machine C.,1,1,17,0,49
4,0,0,-99,1,J,--,C,1,-99,0,C,--,J,I would choose slot machine C.,1,1,13,0,48
5,3,7,8,9,I,A,G,8,7,9,A,I,G,I would choose slot machine G.,1,0,15,48,85
6,3,7,8,9,I,A,G,9,7,8,G,I,A,I would choose slot machine G.,1,1,12,49,85
7,1,2,3,4,H,B,D,3,2,4,B,H,D,I would choose slot machine B.,0,1,15,33,52
8,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine C.,1,0,16,0,49
9,3,7,8,9,I,A,G,8,7,9,A,I,G,I would choose slot machine G.,1,0,15,48,82
10,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,15,0,86
11,2,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,14,0,88
12,3,7,8,9,I,A,G,9,8,7,G,A,I,I would choose slot machine G.,1,1,14,54,83
13,3,7,8,9,I,A,G,8,7,9,A,I,G,I would choose slot machine G.,1,0,17,48,89
14,0,0,-99,1,J,--,C,1,-99,0,C,--,J,I would choose slot machine C.,1,1,16,0,50
15,1,2,3,4,H,B,D,3,4,2,B,D,H,I would choose slot machine B.,0,1,15,34,49
16,3,7,8,9,I,A,G,9,7,8,G,I,A,I would choose slot machine G.,1,1,15,52,86
17,0,0,-99,1,J,--,C,1,-99,0,C,--,J,I would choose slot machine C.,1,1,16,0,44
18,0,0,-99,1,J,--,C,1,-99,0,C,--,J,I would choose slot machine C.,1,1,13,0,49
19,1,2,3,4,H,B,D,3,2,4,B,H,D,I would choose slot machine B.,0,1,12,29,49
20,3,7,8,9,I,A,G,9,7,8,G,I,A,I would choose slot machine G.,1,1,17,47,89
21,2,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,14,0,85
22,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine C.,1,0,14,0,52
23,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine C.,1,0,12,0,50
24,1,2,3,4,H,B,D,4,2,3,D,H,B,I would choose slot machine D.,1,1,15,33,52
25,2,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,14,0,84
26,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,13,0,84
27,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine C.,1,0,16,0,50
28,3,7,8,9,I,A,G,9,7,8,G,I,A,Please respond with the number of the slot machine you choose.,-99,-99,11,49,84
29,3,7,8,9,I,A,G,7,9,8,I,G,A,Please respond with the letter of the slot machine you choose.,-99,-99,15,50,85
30,3,7,8,9,I,A,G,8,9,7,A,G,I,Please respond with the number of the slot machine you choose.,-99,-99,11,47,85
31,3,7,8,9,I,A,G,8,7,9,A,I,G,Please respond with the number of the slot machine you choose.,-99,-99,13,47,83
32,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine J.,0,1,13,0,50
33,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,15,0,85
34,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,14,0,86
35,3,7,8,9,I,A,G,9,8,7,G,A,I,Please respond with the letter of the slot machine you choose.,-99,-99,12,49,90
36,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine J.,0,1,12,0,48
37,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,11,0,85
38,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine J.,0,1,12,0,57
39,1,2,3,4,H,B,D,2,3,4,H,B,D,I would choose slot machine H.,0,1,10,33,51
40,2,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,13,0,83
41,1,2,3,4,H,B,D,2,4,3,H,D,B,I would choose slot machine H.,0,1,13,29,49
42,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine J.,0,1,12,0,49
43,1,2,3,4,H,B,D,4,3,2,D,B,H,I would choose slot machine D.,1,1,17,34,48
44,2,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,16,0,86
45,3,7,8,9,I,A,G,9,8,7,G,A,I,Please respond with the letter of the slot machine you choose.,-99,-99,15,49,87
46,0,0,-99,1,J,--,C,0,-99,1,J,--,C,I would choose slot machine J.,0,1,9,0,50
47,3,7,8,9,I,A,G,8,7,9,A,I,G,Please respond with the number of the slot machine you choose.,-99,-99,15,51,84
48,1,2,3,4,H,B,D,3,2,4,B,H,D,I would choose slot machine B.,0,1,14,32,50
49,2,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,17,0,86
50,0,0,-99,1,J,--,C,1,-99,0,C,--,J,I would choose slot machine C.,1,1,14,0,51
51,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,15,0,85
52,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,15,0,90
53,1,2,3,4,H,B,D,3,4,2,B,D,H,I would choose slot machine B.,0,1,15,35,51
54,1,2,3,4,H,B,D,4,2,3,D,H,B,I would choose slot machine D.,1,1,16,30,46
55,2,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,16,0,87
56,1,2,3,4,H,B,D,3,2,4,B,H,D,I would choose slot machine B.,0,1,13,31,48
57,1,2,3,4,H,B,D,2,3,4,H,B,D,I would choose slot machine H.,0,1,16,31,50
58,1,2,3,4,H,B,D,4,2,3,D,H,B,I would choose slot machine D.,1,1,12,29,51
59,2,5,-99,6,E,--,F,5,-99,6,E,--,F,I would choose slot machine E.,0,1,14,0,82
0,99,0,-99,1,J,--,C,1,-99,0,C,--,J,I would choose slot machine C.,1,1,0,0,0
1,99,0,-99,2,J,--,H,2,-99,0,H,--,J,I would choose slot machine H.,1,1,0,0,0
2,99,0,-99,3,J,--,B,0,-99,3,J,--,B,I would choose slot machine J.,0,1,0,0,0
3,99,0,-99,4,J,--,D,0,-99,4,J,--,D,I would choose slot machine J.,0,1,0,0,0
4,99,0,-99,5,J,--,E,0,-99,5,J,--,E,I would choose slot machine E.,1,0,0,0,0
5,99,0,-99,6,J,--,F,6,-99,0,F,--,J,I would choose slot machine F.,1,1,0,0,0
6,99,0,-99,7,J,--,I,7,-99,0,I,--,J,I would choose slot machine I.,1,1,0,0,0
7,99,0,-99,8,J,--,A,0,-99,8,J,--,A,I would choose slot machine A.,1,0,0,0,0
8,99,0,-99,9,J,--,G,9,-99,0,G,--,J,I would choose slot machine G.,1,1,0,0,0
9,99,1,-99,2,C,--,H,2,-99,1,H,--,C,I would choose slot machine H.,1,1,0,0,0
10,99,1,-99,3,C,--,B,3,-99,1,B,--,C,I would choose slot machine B.,1,1,0,0,0
11,99,1,-99,4,C,--,D,1,-99,4,C,--,D,I would choose slot machine C.,0,1,0,0,0
12,99,1,-99,5,C,--,E,1,-99,5,C,--,E,I would choose slot machine C.,0,1,0,0,0
13,99,1,-99,6,C,--,F,6,-99,1,F,--,C,I would choose slot machine F.,1,1,0,0,0
14,99,1,-99,7,C,--,I,7,-99,1,I,--,C,I would choose slot machine I.,1,1,0,0,0
15,99,1,-99,8,C,--,A,8,-99,1,A,--,C,I would choose slot machine A.,1,1,0,0,0
16,99,1,-99,9,C,--,G,1,-99,9,C,--,G,I would choose slot machine G.,1,0,0,0,0
17,99,2,-99,3,H,--,B,2,-99,3,H,--,B,I would choose slot machine H.,0,1,0,0,0
18,99,2,-99,4,H,--,D,2,-99,4,H,--,D,I would choose slot machine H.,0,1,0,0,0
19,99,2,-99,5,H,--,E,2,-99,5,H,--,E,I would choose slot machine H.,0,1,0,0,0
20,99,2,-99,6,H,--,F,6,-99,2,F,--,H,I would choose slot machine F.,1,1,0,0,0
21,99,2,-99,7,H,--,I,7,-99,2,I,--,H,I would choose slot machine I.,1,1,0,0,0
22,99,2,-99,8,H,--,A,8,-99,2,A,--,H,I would choose slot machine A.,1,1,0,0,0
23,99,2,-99,9,H,--,G,2,-99,9,H,--,G,I would choose slot machine H.,0,1,0,0,0
24,99,3,-99,4,B,--,D,4,-99,3,D,--,B,I would choose slot machine D.,1,1,0,0,0
25,99,3,-99,5,B,--,E,5,-99,3,E,--,B,I would choose slot machine E.,1,1,0,0,0
26,99,3,-99,6,B,--,F,6,-99,3,F,--,B,I would choose slot machine F.,1,1,0,0,0
27,99,3,-99,7,B,--,I,7,-99,3,I,--,B,I would choose slot machine I.,1,1,0,0,0
28,99,3,-99,8,B,--,A,8,-99,3,A,--,B,I would choose slot machine A.,1,1,0,0,0
29,99,3,-99,9,B,--,G,3,-99,9,B,--,G,I would choose slot machine G.,1,0,0,0,0
30,99,4,-99,5,D,--,E,5,-99,4,E,--,D,I would choose slot machine E.,1,1,0,0,0
31,99,4,-99,6,D,--,F,4,-99,6,D,--,F,I would choose slot machine D.,0,1,0,0,0
32,99,4,-99,7,D,--,I,4,-99,7,D,--,I,I would choose slot machine D.,0,1,0,0,0
33,99,4,-99,8,D,--,A,4,-99,8,D,--,A,I would choose slot machine D.,0,1,0,0,0
34,99,4,-99,9,D,--,G,4,-99,9,D,--,G,I would choose slot machine D.,0,1,0,0,0
35,99,5,-99,6,E,--,F,6,-99,5,F,--,E,I would choose slot machine F.,1,1,0,0,0
36,99,5,-99,7,E,--,I,5,-99,7,E,--,I,I would choose slot machine E.,0,1,0,0,0
37,99,5,-99,8,E,--,A,5,-99,8,E,--,A,I would choose slot machine E.,0,1,0,0,0
38,99,5,-99,9,E,--,G,5,-99,9,E,--,G,I would choose slot machine G.,1,0,0,0,0
39,99,6,-99,7,F,--,I,6,-99,7,F,--,I,I would choose slot machine F.,0,1,0,0,0
40,99,6,-99,8,F,--,A,6,-99,8,F,--,A,I would choose slot machine F.,0,1,0,0,0
41,99,6,-99,9,F,--,G,9,-99,6,G,--,F,I would choose slot machine G.,1,1,0,0,0
42,99,7,-99,8,I,--,A,7,-99,8,I,--,A,Please respond with your choice.,-99,-99,0,0,0
43,99,7,-99,9,I,--,G,7,-99,9,I,--,G,Please respond with your choice.,-99,-99,0,0,0
44,99,8,-99,9,A,--,G,8,-99,9,A,--,G,I would choose slot machine G.,1,0,0,0,0
