trial,context,L_index,M_index,H_index,L_option,M_option,H_option,left_index,middle_index,right_index,left_option,middle_option,right_option,choice,accuracy,chose_left,L_outcome,M_outcome,H_outcome
0,1,2,3,4,E,D,A,4,2,3,A,E,D,I would choose slot machine A.,1,1,10,31,49
1,0,0,-99,1,I,--,H,0,-99,1,I,--,H,I would choose slot machine I.,0,1,16,0,49
2,0,0,-99,1,I,--,H,1,-99,0,H,--,I,I would choose slot machine H.,1,1,11,0,49
3,1,2,3,4,E,D,A,2,3,4,E,D,A,I would choose slot machine A.,1,0,12,32,52
4,3,7,8,9,F,B,G,7,9,8,F,G,B,I would choose slot machine G.,1,0,13,47,84
5,1,2,3,4,E,D,A,3,2,4,D,E,A,"I would choose slot machine 

Please fill in the blank with the letter of the slot machine you choose.",-99,-99,10,35,49
6,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine _________.,0,0,15,0,90
7,3,7,8,9,F,B,G,8,7,9,B,F,G,I would choose slot machine G.,1,0,14,48,86
8,3,7,8,9,F,B,G,7,9,8,F,G,B,I would choose slot machine G.,1,0,16,51,83
9,2,5,-99,6,C,--,J,6,-99,5,J,--,C,I would choose slot machine J.,1,1,13,0,86
10,0,0,-99,1,I,--,H,1,-99,0,H,--,I,I would choose slot machine H.,1,1,13,0,51
11,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine J.,1,0,14,0,86
12,2,5,-99,6,C,--,J,6,-99,5,J,--,C,I would choose slot machine J.,1,1,12,0,85
13,1,2,3,4,E,D,A,2,3,4,E,D,A,"I would choose slot machine 

Please fill in the blank with the letter of the slot machine you choose.",-99,-99,15,31,50
14,1,2,3,4,E,D,A,2,4,3,E,A,D,I would choose slot machine E.,0,1,12,30,51
15,2,5,-99,6,C,--,J,6,-99,5,J,--,C,I would choose slot machine J.,1,1,14,0,84
16,1,2,3,4,E,D,A,2,3,4,E,D,A,I would choose slot machine E.,0,1,12,31,53
17,1,2,3,4,E,D,A,3,2,4,D,E,A,"I would choose slot machine 

Please fill in the blank with the letter of the slot machine you choose.",-99,-99,10,30,50
18,1,2,3,4,E,D,A,4,3,2,A,D,E,I would choose slot machine A.,1,1,10,30,46
19,0,0,-99,1,I,--,H,1,-99,0,H,--,I,I would choose slot machine H.,1,1,11,0,47
20,3,7,8,9,F,B,G,8,9,7,B,G,F,I would choose slot machine G.,1,0,12,51,85
21,1,2,3,4,E,D,A,4,2,3,A,E,D,I would choose slot machine A.,1,1,11,32,49
22,1,2,3,4,E,D,A,2,4,3,E,A,D,I would choose slot machine E.,0,1,12,38,50
23,3,7,8,9,F,B,G,7,9,8,F,G,B,I would choose slot machine G.,1,0,10,48,84
24,0,0,-99,1,I,--,H,1,-99,0,H,--,I,I would choose slot machine H.,1,1,10,0,49
25,1,2,3,4,E,D,A,4,3,2,A,D,E,I would choose slot machine A.,1,1,14,35,49
26,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine C.,0,1,14,0,83
27,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine C.,0,1,10,0,86
28,2,5,-99,6,C,--,J,6,-99,5,J,--,C,I would choose slot machine J.,1,1,15,0,87
29,3,7,8,9,F,B,G,9,7,8,G,F,B,I would choose slot machine G.,1,1,12,49,88
30,2,5,-99,6,C,--,J,6,-99,5,J,--,C,I would choose slot machine J.,1,1,17,0,86
31,1,2,3,4,E,D,A,4,2,3,A,E,D,I would choose slot machine A.,1,1,14,30,49
32,3,7,8,9,F,B,G,7,9,8,F,G,B,I would choose slot machine G.,1,0,16,50,84
33,2,5,-99,6,C,--,J,6,-99,5,J,--,C,I would choose slot machine J.,1,1,13,0,86
34,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine J.,1,0,9,0,84
35,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine J.,1,0,16,0,87
36,1,2,3,4,E,D,A,3,2,4,D,E,A,I would choose slot machine E.,0,0,15,32,46
37,0,0,-99,1,I,--,H,0,-99,1,I,--,H,Please respond with your choice.,-99,-99,12,0,52
38,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine C.,0,1,13,0,86
39,0,0,-99,1,I,--,H,0,-99,1,I,--,H,Please respond with the letter of the slot machine you choose.,-99,-99,14,0,48
40,0,0,-99,1,I,--,H,1,-99,0,H,--,I,I would choose slot machine H.,1,1,10,0,51
41,3,7,8,9,F,B,G,8,7,9,B,F,G,I would choose slot machine G.,1,0,14,51,85
42,0,0,-99,1,I,--,H,0,-99,1,I,--,H,Please respond with the number of the slot machine you choose.,-99,-99,12,0,49
43,3,7,8,9,F,B,G,9,7,8,G,F,B,I would choose slot machine G.,1,1,14,44,88
44,3,7,8,9,F,B,G,7,8,9,F,B,G,I would choose slot machine G.,1,0,15,51,86
45,0,0,-99,1,I,--,H,1,-99,0,H,--,I,Please respond with the number of the slot machine you choose.,-99,-99,12,0,49
46,2,5,-99,6,C,--,J,5,-99,6,C,--,J,I would choose slot machine C.,0,1,12,0,82
47,3,7,8,9,F,B,G,9,8,7,G,B,F,Please respond with the letter of the slot machine you choose.,-99,-99,10,50,83
48,1,2,3,4,E,D,A,3,2,4,D,E,A,I would choose slot machine E.,0,0,13,31,48
49,3,7,8,9,F,B,G,7,8,9,F,B,G,I would choose slot machine G.,1,0,9,51,82
50,3,7,8,9,F,B,G,8,9,7,B,G,F,I would choose slot machine G.,1,0,16,48,87
51,1,2,3,4,E,D,A,3,4,2,D,A,E,I would choose slot machine E.,0,0,14,32,53
52,0,0,-99,1,I,--,H,0,-99,1,I,--,H,I would choose slot machine H.,1,0,15,0,47
53,0,0,-99,1,I,--,H,0,-99,1,I,--,H,I would choose slot machine H.,1,0,13,0,52
