trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,19
1,2,4,5,B,E,4,5,B,E,I would choose slot machine B.,0,1,27,30
2,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,28,28
3,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,34,34
4,1,2,3,F,A,2,3,F,A,I would choose slot machine F.,0,1,20,24
5,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,32,35
6,0,0,1,C,G,0,1,C,G,I would choose slot machine G.,1,0,14,17
7,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,31,36
8,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,16
9,1,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,20,22
10,0,0,1,C,G,0,1,C,G,I would choose slot machine G.,1,0,15,19
11,1,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,21,24
12,1,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,22,24
13,0,0,1,C,G,0,1,C,G,I would choose slot machine G.,1,0,15,17
14,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,34,35
15,1,2,3,F,A,2,3,F,A,I would choose slot machine A.,1,0,21,24
16,1,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,19,24
17,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,32,36
18,0,0,1,C,G,0,1,C,G,I would choose slot machine G.,1,0,15,18
19,1,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,20,24
20,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,28,29
21,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,27,29
22,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,26,30
23,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,33,34
24,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,26,33
25,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,32,36
26,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,32,36
27,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,17
28,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,27,29
29,1,2,3,F,A,2,3,F,A,I would choose slot machine A.,1,0,21,24
30,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,16
31,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,17
32,1,2,3,F,A,2,3,F,A,I would choose slot machine A.,1,0,20,23
33,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,14,17
34,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,34,35
35,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,17
36,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,34,37
37,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,25,29
38,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,13,16
39,0,0,1,C,G,0,1,C,G,I would choose slot machine G.,1,0,15,18
40,1,2,3,F,A,2,3,F,A,I would choose slot machine A.,1,0,20,24
41,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,33,36
42,1,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,21,23
43,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,33,36
44,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,34,36
45,1,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,20,24
46,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,25,30
47,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,27,28
48,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,26,29
49,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,28,30
50,1,2,3,F,A,2,3,F,A,I would choose slot machine A.,1,0,19,23
51,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,18
52,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,26,28
53,2,4,5,B,E,4,5,B,E,I would choose slot machine E.,1,0,28,28
54,1,2,3,F,A,2,3,F,A,I would choose slot machine A.,1,0,19,24
55,2,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,26,28
56,0,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,15,19
57,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,33,35
58,3,6,7,H,D,6,7,H,D,I would choose slot machine H.,0,1,32,36
59,1,2,3,F,A,2,3,F,A,I would choose slot machine A.,1,0,20,24
0,99,0,1,C,G,1,0,G,C,I would choose slot machine G.,1,1,0,0
1,99,0,2,C,F,2,0,F,C,I would choose slot machine F.,1,1,0,0
2,99,0,3,C,A,3,0,A,C,I would choose slot machine A.,1,1,0,0
3,99,0,4,C,B,0,4,C,B,I would choose slot machine C.,0,1,0,0
4,99,0,5,C,E,5,0,E,C,I would choose slot machine E.,1,1,0,0
5,99,0,6,C,H,6,0,H,C,I would choose slot machine H.,1,1,0,0
6,99,0,7,C,D,0,7,C,D,I would choose slot machine D.,1,0,0,0
7,99,1,2,G,F,1,2,G,F,I would choose slot machine G.,0,1,0,0
8,99,1,3,G,A,3,1,A,G,I would choose slot machine G.,0,0,0,0
9,99,1,4,G,B,4,1,B,G,I would choose slot machine G.,0,0,0,0
10,99,1,5,G,E,1,5,G,E,I would choose slot machine G.,0,1,0,0
11,99,1,6,G,H,6,1,H,G,I would choose slot machine G.,0,0,0,0
12,99,1,7,G,D,7,1,D,G,I would choose slot machine G.,0,0,0,0
13,99,2,3,F,A,3,2,A,F,I would choose slot machine A.,1,1,0,0
14,99,2,4,F,B,4,2,B,F,I would choose slot machine B.,1,1,0,0
15,99,2,5,F,E,5,2,E,F,I would choose slot machine E.,1,1,0,0
16,99,2,6,F,H,2,6,F,H,I would choose slot machine H.,1,0,0,0
17,99,2,7,F,D,2,7,F,D,I would choose slot machine D.,1,0,0,0
18,99,3,4,A,B,4,3,B,A,I would choose slot machine A.,0,0,0,0
19,99,3,5,A,E,3,5,A,E,I would choose slot machine A.,0,1,0,0
20,99,3,6,A,H,6,3,H,A,I would choose slot machine A.,0,0,0,0
21,99,3,7,A,D,7,3,D,A,I would choose slot machine A.,0,0,0,0
22,99,4,5,B,E,5,4,E,B,I would choose slot machine E.,1,1,0,0
23,99,4,6,B,H,4,6,B,H,I would choose slot machine H.,1,0,0,0
24,99,4,7,B,D,7,4,D,B,I would choose slot machine D.,1,1,0,0
25,99,5,6,E,H,5,6,E,H,I would choose slot machine E.,0,1,0,0
26,99,5,7,E,D,5,7,E,D,I would choose slot machine E.,0,1,0,0
27,99,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,0,0
