trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
0,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,20,24
1,3,6,7,B,E,6,7,B,E,I would choose slot machine B.,0,1,34,34
2,3,6,7,B,E,7,6,E,B,I would choose slot machine E.,1,1,33,35
3,3,6,7,B,E,6,7,B,E,I would choose slot machine E.,1,0,34,35
4,0,0,1,C,A,0,1,C,A,I would choose slot machine C.,0,1,14,16
5,2,4,5,F,D,4,5,F,D,I would choose slot machine F.,0,1,26,30
6,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,14,18
7,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,13,16
8,3,6,7,B,E,7,6,E,B,I would choose slot machine E.,1,1,33,33
9,3,6,7,B,E,7,6,E,B,I would choose slot machine E.,1,1,33,37
10,3,6,7,B,E,7,6,E,B,I would choose slot machine E.,1,1,34,35
11,1,2,3,H,G,2,3,H,G,I would choose slot machine G.,1,0,20,23
12,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,21,25
13,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,16,16
14,3,6,7,B,E,7,6,E,B,I would choose slot machine E.,1,1,32,34
15,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,27,30
16,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,19,25
17,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,20,24
18,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,22,23
19,1,2,3,H,G,2,3,H,G,I would choose slot machine G.,1,0,20,23
20,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,15,17
21,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,20,23
22,3,6,7,B,E,6,7,B,E,I would choose slot machine E.,1,0,33,36
23,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,21,23
24,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,27,31
25,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,25,28
26,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,13,17
27,3,6,7,B,E,7,6,E,B,I would choose slot machine E.,1,1,36,35
28,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,21,24
29,2,4,5,F,D,4,5,F,D,I would choose slot machine D.,1,0,25,29
30,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,27,31
31,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,15,18
32,0,0,1,C,A,1,0,A,C,I would choose slot machine A.,1,1,13,17
33,3,6,7,B,E,6,7,B,E,I would choose slot machine E.,1,0,32,34
34,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,21,24
35,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,14,19
36,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,20,22
37,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,25,28
38,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,26,29
39,3,6,7,B,E,6,7,B,E,I would choose slot machine E.,1,0,33,36
40,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,15,16
41,0,0,1,C,A,0,1,C,A,I would choose slot machine A.,1,0,14,18
42,1,2,3,H,G,3,2,G,H,I would choose slot machine G.,1,1,23,25
43,3,6,7,B,E,6,7,B,E,I would choose slot machine E.,1,0,32,36
44,3,6,7,B,E,7,6,E,B,I would choose slot machine E.,1,1,32,36
45,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,26,31
46,2,4,5,F,D,5,4,D,F,I would choose slot machine D.,1,1,25,29
